sbjID,trialn,word,condition,response,RT
6,1,LdQvPMYm,1,yes,440.19
6,2,YOZNOtM,1,yes,127.87
6,3,MlthYUYa,1,yes,360.5
6,4,JuamldTAh,1,no,290.08
6,5,tmYhPMYm,0,no,317.47
6,6,AMkCdTAh,0,yes,240.59
6,7,NulkbTE,1,yes,378.2
6,8,rcmuvOtM,1,yes,175.04
6,9,hCktGUOA,1,no,112.58
6,10,lKdbcYUYa,1,no,131.82
6,11,kLvdNdUr,0,no,218.28
6,12,KBKBEbTE,0,yes,178.24
6,13,JuamlGUOA,0,no,231.03
6,14,hCktdTAh,0,no,520.8
6,15,JNkadUr,0,yes,232.77
6,16,KBKBEAvdk,1,no,181.5
6,17,ODBDAPMYm,0,no,272.61
6,18,tmYhrkra,1,yes,98.36
6,19,NulkAvdk,0,yes,106.32
6,20,ECtbDYcM,0,no,90.39
6,21,aYQmrkra,0,yes,130.3
6,22,krUQAvdk,0,no,197.46
6,23,JNkaYcM,1,yes,162.4
6,24,LdQvrkra,0,yes,119.14
6,25,ECtbDdUr,1,yes,176.71
6,26,MlthOtM,0,yes,284.05
6,27,YOZNYUYa,0,no,91.96
6,28,BdtACdUr,1,yes,243.91
6,29,ODBDArkra,1,no,208.76
6,30,lKdbcOtM,0,no,155.92
6,31,kLvdNYcM,1,yes,207.07
6,32,tKDmhAvdk,1,yes,176.76
6,33,vkYGlGUOA,0,yes,229.53
6,34,rcmuvYUYa,0,no,131.91
6,35,vkYGldTAh,1,no,229.53
6,36,tKDmhbTE,0,no,144.74
6,37,BdtACYcM,0,no,299.87
6,38,krUQbTE,1,yes,267.99
6,39,aYQmPMYm,1,yes,63.11
6,40,AMkCGUOA,1,no,227.85
