sbjID,trialn,word,condition,response,RT
11,1,ldAaBRDh,1,yes,5103.5
11,2,LOLkUuda,0,yes,1468.6
11,3,YLQmGTRkY,1,yes,6644.6
11,4,OkGYcthB,1,no,7012.8
11,5,BEPOvUdm,1,yes,1253.4
11,6,mdkKdUr,1,no,4486.3
11,7,OkGYkuvb,0,yes,2374.1
11,8,kbmZOTRkY,1,no,5862.5
11,9,mARMBYhT,0,yes,1093.5
11,10,dkLlJud,0,yes,1413.9
11,11,LQurBYhT,1,yes,1718.7
11,12,dkLlTmTm,1,no,2279.8
11,13,LOLkUBYhT,1,yes,1799.5
11,14,UJmrBRDh,1,no,3606.2
11,15,mBbKuda,1,no,1703.8
11,16,TAdhMkuvb,1,yes,2311.2
11,17,tKDmhvUdm,1,no,5062.3
11,18,EhbtdUr,1,yes,2231.7
11,19,TAdhMcthB,0,no,2150.8
11,20,dmZvmTmTm,1,no,2359.1
11,21,LQuruda,0,yes,2263.8
11,22,mBbKBYhT,0,no,3367.8
11,23,EhbtTRkY,0,yes,3094.9
11,24,UJmrvUdm,0,yes,1879.2
11,25,dMYBPJud,1,no,2903.6
11,26,ckduActhB,1,no,2582.9
11,27,OCmkTmTm,0,no,2759.0
11,28,mdkKTRkY,0,yes,3607.3
11,29,tKDmhBRDh,0,no,2455.1
11,30,ckduAkuvb,0,yes,2663.6
11,31,OCmkJud,1,yes,1415.2
11,32,dMYBPTmTm,0,yes,3942.4
11,33,BEPOBRDh,0,yes,4311.8
11,34,kbmZOdUr,0,yes,4663.6
11,35,lAOKMcthB,0,no,1558.9
11,36,mARMuda,1,no,2663.5
11,37,lAOKMkuvb,1,yes,3159.5
11,38,YLQmGdUr,0,yes,1702.5
11,39,dmZvmJud,0,yes,3431.7
11,40,ldAavUdm,0,yes,3367.3
