sbjID,trialn,word,condition,response,RT
8,1,PCPDhQONk,1,no,23.55
8,2,ORbkAlKD,0,yes,0.37
8,3,NaJbuUY,0,no,13.04
8,4,AlNUCPMl,1,yes,15.93
8,5,NaJbAlKD,1,yes,16.28
8,6,OEPkuUY,1,no,1.54
8,7,kNuabdtK,1,yes,11.47
8,8,tcYbdukbY,1,no,6.19
8,9,NkUACPMl,1,yes,4.68
8,10,YlYcrGl,1,yes,10.91
8,11,PCPDhbdtK,0,yes,25.88
8,12,DlDdukbY,1,yes,15.25
8,13,kRCkOQONk,1,no,10.43
8,14,tcYbdBYhT,0,yes,2.0
8,15,OdYPKlkD,0,no,11.18
8,16,LuaUBYhT,1,no,13.12
8,17,auYAkKlkD,1,yes,13.51
8,18,DcPTcCPMl,0,no,12.08
8,19,LvuOGbdtK,1,yes,1.73
8,20,OmtlDKlkD,0,no,16.35
8,21,DcPTcrGl,1,no,16.66
8,22,LuaUukbY,0,yes,7.62
8,23,AlNUrGl,0,no,8.62
8,24,DlDdBYhT,0,yes,14.63
8,25,auYAkrZYd,0,no,1.38
8,26,UYZlZukbY,0,yes,9.51
8,27,ORbkuUY,1,no,4.32
8,28,NkUArGl,0,yes,9.15
8,29,LvuOGQONk,0,no,5.28
8,30,OdYPrZYd,1,yes,4.66
8,31,YNrAmuUY,0,no,9.85
8,32,ObOQlrZYd,0,yes,0.47
8,33,kNuaQONk,0,no,12.79
8,34,YNrAmAlKD,1,yes,12.35
8,35,OmtlDrZYd,1,yes,13.34
8,36,YlYcCPMl,0,yes,15.42
8,37,OEPkAlKD,0,yes,13.75
8,38,UYZlZBYhT,1,no,12.37
8,39,kRCkObdtK,0,yes,16.04
8,40,ObOQlKlkD,1,no,3.34
