sbjID,trialn,word,condition,response,RT
12,1,UJmrkBD,1,no,366.36
12,2,ckduAbAMO,1,yes,153.34
12,3,bvuZkbu,0,yes,213.37
12,4,tRPDOQAr,1,yes,142.82
12,5,bmbNcYUv,0,yes,128.53
12,6,UJmrQONk,0,no,299.88
12,7,MTdYbAMO,0,yes,430.94
12,8,uQkrdOQAr,0,yes,242.37
12,9,lBlEbAMO,0,yes,106.1
12,10,hTDdQONk,1,yes,123.79
12,11,KRARmcYUv,1,yes,458.25
12,12,tRPDbdtK,0,yes,439.07
12,13,lRckAkbu,1,no,159.13
12,14,JdOAYhEct,1,no,395.9
12,15,ckduAkuvb,0,no,333.47
12,16,OkGYcPK,1,no,131.81
12,17,lRckAhEct,0,yes,290.26
12,18,hTDdkBD,0,yes,151.13
12,19,KRARmcPK,0,no,522.31
12,20,rkYLOQAr,0,no,211.76
12,21,EtMDMhEct,0,yes,171.92
12,22,rkYLbdtK,1,yes,274.32
12,23,JdOAYkbu,0,no,216.68
12,24,lBlEkuvb,1,yes,109.49
12,25,bmbNcPK,1,no,448.71
12,26,uQkrdbdtK,1,no,251.85
12,27,cdKBYcPK,0,no,170.33
12,28,EhRmQONk,1,yes,400.68
12,29,OkGYcYUv,0,no,224.67
12,30,ckdAmOQAr,1,no,168.7
12,31,bvuZhEct,1,no,123.93
12,32,ckdAmbdtK,0,no,226.3
12,33,aYaNkBD,1,no,163.88
12,34,EtMDMkbu,1,no,194.33
12,35,cdKBYcYUv,1,no,474.34
12,36,amJmkuvb,0,no,736.72
12,37,EhRmkBD,0,no,232.7
12,38,amJmbAMO,1,no,474.33
12,39,MTdYkuvb,1,yes,128.72
12,40,aYaNQONk,0,no,603.93
