sbjID,trialn,word,condition,response,RT
4,1,ORbkmhc,0,no,76.93
4,2,QOLmuravu,0,no,79.45
4,3,ZvalvKlkD,1,yes,72.19
4,4,rkJukbu,0,no,88.54
4,5,ORbkravu,1,no,114.22
4,6,GJGcZJQA,0,no,37.55
4,7,TCbDCOMC,0,yes,52.62
4,8,UdumdKlkD,1,yes,126.18
4,9,YmBdOJNk,1,yes,144.43
4,10,ckduAmhc,1,no,37.74
4,11,Udumdrkra,0,no,107.54
4,12,YmBdOMC,0,yes,75.73
4,13,Phktkmhc,0,yes,67.39
4,14,uQkrdlRE,1,no,78.21
4,15,QOLmumhc,1,yes,123.73
4,16,RdPtDrkra,1,no,117.29
4,17,CYPclRE,0,no,31.33
4,18,RdPtDKlkD,0,yes,74.84
4,19,GJGcZBYhT,1,no,76.67
4,20,uQkrdkbu,0,no,86.01
4,21,OYuvbOJNk,0,yes,46.24
4,22,CYPckbu,1,no,76.4
4,23,ckduAravu,0,no,80.68
4,24,rbYbuJQA,0,no,69.23
4,25,MBmEKlkD,0,yes,55.29
4,26,bYuQOMC,1,no,84.0
4,27,lRckAJQA,1,yes,59.81
4,28,rbYbuBYhT,1,yes,53.66
4,29,MBmErkra,1,yes,92.36
4,30,lRckABYhT,0,yes,71.25
4,31,bYuQOJNk,0,no,67.91
4,32,lBlElRE,0,no,75.78
4,33,hYDmtJQA,1,yes,85.95
4,34,OYuvbOMC,1,yes,36.87
4,35,hYDmtBYhT,0,no,92.13
4,36,lBlEkbu,1,yes,89.74
4,37,TCbDCOJNk,1,yes,65.86
4,38,Zvalvrkra,0,yes,51.93
4,39,Phktkravu,1,no,110.56
4,40,rkJulRE,1,no,75.14
