sbjID,trialn,word,condition,response,RT
13,1,uQuZcark,0,yes,11967.7
13,2,dGLAlbRC,1,no,7165.2
13,3,TDKhDbMR,0,no,4740.3
13,4,OMlTravu,1,yes,1781.3
13,5,MDKPkmU,1,yes,6758.3
13,6,AlTdDbMR,0,yes,2071.6
13,7,TDKhJQA,1,yes,7270.9
13,8,uQuZcbRC,1,yes,3269.5
13,9,ZcGdNRCdc,1,no,5015.1
13,10,DRPkYark,1,yes,4294.2
13,11,ObZbAJQA,0,yes,1654.2
13,12,NaAQdcthB,1,yes,2486.4
13,13,TKDkbRC,0,yes,1111.6
13,14,lrZGkmU,0,yes,1319.0
13,15,kZUbcthB,1,no,3591.6
13,16,lZcuLaA,0,no,3142.6
13,17,EtMDMBYhT,0,yes,2087.0
13,18,PCPDhRCdc,0,yes,1559.2
13,19,RhPmravu,1,yes,1286.1
13,20,UdlGQkmU,0,no,1639.7
13,21,cROMtLaA,1,no,2343.4
13,22,ObZbADbMR,1,no,2133.4
13,23,dGLAlark,0,yes,5222.9
13,24,vuJZuDbMR,1,yes,1334.5
13,25,UdlGQBYhT,1,yes,1031.1
13,26,cROMtRCdc,0,no,1430.3
13,27,AlTdJQA,1,yes,2375.0
13,28,MDKPBYhT,0,yes,2135.6
13,29,DRPkYbRC,0,yes,887.3
13,30,vuJZuJQA,0,yes,1639.6
13,31,TKDkark,1,yes,887.7
13,32,lZcuRCdc,1,yes,855.5
13,33,NaAQdravu,0,yes,855.2
13,34,RhPmcthB,0,yes,4311.5
13,35,EtMDMkmU,1,yes,1111.4
13,36,PCPDhLaA,1,yes,1142.9
13,37,kZUbravu,0,no,4823.4
13,38,lrZGBYhT,1,yes,1175.3
13,39,ZcGdNLaA,0,no,5175.6
13,40,OMlTcthB,0,yes,1495.6
