sbjID,trialn,word,condition,response,RT
10,1,RkmdCcMRl,0,no,2863.1
10,2,rkYLGUOA,0,yes,2030.1
10,3,OYuvbdYAJ,0,yes,2948.8
10,4,cdKBYRYlD,0,yes,3187.5
10,5,lmbYOQAr,0,yes,1157.2
10,6,kcdOtcMRl,0,no,3221.3
10,7,AmaclOQAr,0,yes,1541.8
10,8,GZJYRYlD,1,no,1509.3
10,9,mBbKdYAJ,1,no,2231.0
10,10,RkmdCGUOA,1,yes,693.4
10,11,OYuvbOYK,1,no,3719.8
10,12,kcdOtGUOA,1,yes,1415.1
10,13,dMThkOBT,0,yes,1509.4
10,14,PEkhARdCc,0,yes,870.4
10,15,GZJYuda,0,no,2230.9
10,16,PCMPKUZu,1,no,5671.1
10,17,kdaAJcMRl,1,yes,743.8
10,18,alJYOYK,1,no,3623.2
10,19,ubALmUZu,0,no,1222.8
10,20,lmbYOBT,1,yes,1031.3
10,21,PYkCOQAr,1,yes,1671.5
10,22,cdKBYuda,1,yes,3751.5
10,23,kGamNRdCc,1,yes,1654.2
10,24,dKRDdYAJ,1,yes,2471.6
10,25,PCMPKRdCc,0,yes,1975.4
10,26,alJYdYAJ,0,no,2023.3
10,27,kcCRtRYlD,0,yes,1654.9
10,28,rGUAYuda,0,no,2743.7
10,29,PEkhAUZu,1,yes,1494.3
10,30,dMThkOQAr,1,no,2247.1
10,31,rkYLcMRl,1,no,3527.3
10,32,kcCRtuda,1,yes,1270.4
10,33,dKRDOYK,0,yes,2790.8
10,34,ubALmRdCc,1,no,1510.7
10,35,kGamNUZu,0,no,1943.1
10,36,mBbKOYK,0,yes,983.0
10,37,PYkCOBT,0,yes,1207.0
10,38,kdaAJGUOA,0,yes,1399.1
10,39,AmaclOBT,1,yes,2438.9
10,40,rGUAYRYlD,1,yes,1815.7
