sbjID,trialn,word,condition,response,RT
3,1,JdGmbRC,1,no,75.91
3,2,mdlaAdYl,1,yes,10.53
3,3,LdrbvLUOk,0,no,7.83
3,4,CRdBdNYZu,1,yes,3.0
3,5,GNAcaukbY,0,no,9.26
3,6,YOaAbOMC,1,yes,2.84
3,7,lcOcLaA,0,no,8.92
3,8,DOBhYAdYl,0,no,18.45
3,9,AbKDbRC,0,yes,13.43
3,10,tKDmhAdYl,0,yes,12.81
3,11,dOYmlRDM,0,yes,12.33
3,12,NvuGrNYZu,0,yes,11.44
3,13,DOBhYkbu,1,yes,12.04
3,14,JAdLmNYZu,0,no,6.81
3,15,YNrAmTbk,1,no,19.38
3,16,DBlhLUOk,1,yes,0.4
3,17,bROCOMC,0,yes,14.65
3,18,OcYMLaA,1,no,19.9
3,19,mdlakbu,0,yes,21.08
3,20,GNAcabRC,1,no,1.39
3,21,tKDmhkbu,1,yes,12.54
3,22,YNrAmLUOk,0,yes,12.34
3,23,UJmrAdYl,1,no,5.86
3,24,DBlhTbk,0,yes,5.22
3,25,dOYmlNYZu,1,no,8.0
3,26,lcOcOMC,1,yes,2.2
3,27,bROCLaA,1,yes,13.11
3,28,JAdLmRDM,1,no,18.11
3,29,dClOCTbk,0,yes,3.94
3,30,OcYMOMC,0,no,11.88
3,31,dClOCLUOk,1,yes,1.1
3,32,AbKDukbY,1,no,10.09
3,33,CRdBdRDM,0,no,30.71
3,34,dMThkukbY,1,no,12.92
3,35,NvuGrRDM,1,no,18.92
3,36,JdGmukbY,0,no,17.51
3,37,YOaAbLaA,0,no,19.54
3,38,UJmrkbu,0,no,17.99
3,39,dMThkbRC,0,no,19.94
3,40,LdrbvTbk,1,no,17.74
