sbjID,trialn,word,condition,response,RT
18,1,dMYBPAvdk,1,yes,1468.86
18,2,YlYcTRK,0,yes,3563.8
18,3,TKDkhEct,0,no,945.23
18,4,vAuNlAvdk,0,yes,1291.6
18,5,ldAaYmb,0,yes,1443.61
18,6,mdlakGua,0,yes,1478.06
18,7,PYkCbTE,0,yes,1332.72
18,8,YlYcNac,1,no,1714.88
18,9,DRPkYTRK,0,yes,1573.35
18,10,kcCRtAvdk,1,no,1094.37
18,11,EPERdkGua,1,yes,1174.59
18,12,ckLALTRK,1,yes,1686.06
18,13,kcCRtEPBT,0,yes,1589.68
18,14,dGLAlNac,0,yes,1110.06
18,15,vAuNlEPBT,1,no,759.14
18,16,BATOcYmb,1,yes,2373.29
18,17,uQuZckGua,0,no,993.48
18,18,DRPkYNac,1,yes,1238.71
18,19,ZvalvhEct,1,yes,1235.62
18,20,uQuZcbTE,1,yes,1283.74
18,21,dGLAlTRK,1,yes,1507.6
18,22,DcPTcABb,0,yes,1461.84
18,23,uAkrYmb,0,no,916.81
18,24,TKDkZvkL,1,yes,1622.26
18,25,BATOcABb,0,yes,1109.9
18,26,bcORZvkL,1,yes,1398.22
18,27,EPERdbTE,0,no,822.24
18,28,bcORhEct,0,no,2454.53
18,29,PYkCkGua,1,yes,1986.79
18,30,ckLALNac,0,yes,1133.1
18,31,QcQAJEPBT,1,yes,1331.95
18,32,mbZlZvkL,0,no,1540.27
18,33,dMYBPEPBT,0,no,1317.13
18,34,mdlabTE,1,yes,1254.88
18,35,QcQAJAvdk,0,no,1030.56
18,36,DcPTcYmb,1,yes,1413.45
18,37,ldAaABb,1,yes,1318.92
18,38,mbZlhEct,1,yes,1780.91
18,39,uAkrABb,1,no,1685.1
18,40,ZvalvZvkL,0,yes,1111.13
