"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoEaseL1","yearsEduL1","yearsCountryL1","yearsFamilyL1","yearsWorkL1","PercFriendsL1","PercFamilyL1","PercWorkL1","PercSelfL1","PercCountL1","ProfSpeakL1","ProfUnderstandL1","ProfReadL1","AttentionL1","ProfWriteL1","AttSelfL1","AttCultureL1","AttNativeLevelL1","AttMothertongueL1","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","AoAL2","AoEaseL2","yearsEduL2","yearsCountryL2","yearsFamilyL2","yearsWorkL2","PercFriendsL2","PercFamilyL2","PercWorkL2","PercSelfL2","PercCountL2","ProfSpeakL2","ProfUnderstandL2","ProfReadL2","AttentionL2","ProfWriteL2","AttSelfL2","AttCultureL2","AttNativeLevelL2","AttMothertongueL2","AoAL3","AoEaseL3","yearsEduL3","yearsCountryL3","yearsFamilyL3","yearsWorkL3","PercFriendsL3","PercFamilyL3","PercWorkL3","PercSelfL3","PercCountL3","ProfSpeakL3","ProfUnderstandL3","ProfReadL3","AttentionL3","ProfWriteL3","AttSelfL3","AttCultureL3","AttNativeLevelL3","AttMothertongueL3","AoAL4","AoEaseL4","yearsEduL4","yearsCountryL4","yearsFamilyL4","yearsWorkL4","PercFriendsL4","PercFamilyL4","PercWorkL4","PercSelfL4","PercCountL4","ProfSpeakL4","ProfUnderstandL4","ProfReadL4","AttentionL4","ProfWriteL4","AttSelfL4","AttCultureL4","AttNativeLevelL4","AttMothertongueL4","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC7_hist_L2","RC9_use_L4","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"5e8b85a61e16e9057a996e36",25,"Woman","College","Greek","English","n/a","n/a","Italian/Albanian","BLP",20,19,12,20,20,20,9,10,7,10,10,6,6,6,"true",6,6,6,6,6,50.394,10.442,0,0,50.14,4.36,0,0,54.48,43.13,0,0,54.48,15.89,0,0,209.494,73.822,0,0,11,0,8,0,0,4,1,0,3,0,0,4,5,5,"true",5,1,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.214443390410164,-0.917474745683334,-0.560052137314819,-0.328331148791612,0.0473222254354663,9756.81158533334,0.827596528517664,0.402179190202273,283.316,135.672,0.901919693258026,0.765704864789611,"bi","mixed/diff"
"5e9dad3fd8d8010ac6a18620",24,"Man","Masters","Portuguese","English","Spanish","n/a","no","BLP",20,20,20,20,20,1,8,10,3,5,7,6,6,6,"true",5,6,5,6,6,45.854,18.614,7.264,0,35.97,17.44,11.99,0,52.21,47.67,6.81,0,52.21,43.13,2.27,0,186.244,126.854,28.334,0,14,5,20,1,0,1,2,0,7,4,3,4,6,6,"true",5,4,4,6,5,10,2,3,1,0,0,0,0,0,1,0,1,2,0,"true",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.470887079083632,0.542633325546987,0.467152934199733,-0.718769646146983,-0.163286258942966,7479.20925066667,1.30568223230819,1.4315780332112,341.432,59.39,0.982481155644371,0.904739679759305,"tri","same"
"5ebd8f8679146d0a116bc257",23,"Man","MinusCollege","Portuguese","Ukrainian","English","n/a","no","BLP",20,5,15,20,20,2,10,7,10,10,10,6,6,6,"true",6,6,6,6,6,37.228,19.068,14.074,0,51.23,3.27,7.63,0,54.48,18.16,34.05,0,54.48,36.32,31.78,0,197.418,76.818,87.534,0,20,0,0,2,20,0,0,3,0,0,0,3,3,2,"true",0,3,4,6,3,13,10,6,0,0,2,0,0,0,0,0,3,3,5,"true",4,2,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.842172268304029,1.11782906007787,-1.02026294634836,0.220117502354689,0.250344481152337,6605.896593,1.44687093189659,0.824608470560958,361.77,120.6,0.911253030999837,0.691175711478367,"tri","mixed/diff"
"5ecba4b6ef75d53505406d57",23,"Man","College","Polish","English","Italian","n/a","no","BLP",20,20,20,20,20,20,10,10,8,10,10,6,6,6,"true",6,6,6,6,6,54.48,19.068,1.362,0,52.32,2.18,10.9,0,54.48,47.67,27.24,0,54.48,40.86,15.89,0,215.76,109.778,55.392,0,13,8,16,0,0,5,0,0,2,0,0,5,6,5,"true",5,5,3,5,5,0,0,2,1,0,0,0,0,0,0,0,3,3,3,"true",3,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.630487221321407,1.04071047394059,-0.988435282077307,0.163814843104777,0.0602021986039822,8464.981441,1.38628408008423,0.851932579217033,380.93,105.982,0.885606966150087,0.705931208002518,"tri","same"
"5ed14691e983f5067842fd20",25,"Woman","Masters","Portuguese","English","Spanish","n/a","no","BLP",20,20,20,20,20,2,2,10,0,5,10,6,6,6,"true",6,6,6,6,6,46.308,27.24,6.356,0,29.43,23.98,11.99,0,54.48,54.48,36.32,0,54.48,54.48,45.4,0,184.698,160.18,100.066,0,14,5,18,20,0,3,7,0,10,5,0,6,6,6,"true",6,6,6,6,6,8,0,6,0,0,0,1,0,0,0,0,3,4,5,"true",4,2,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.851180809174039,1.55765760703398,1.09175425622396,-0.184880624679251,-0.207953969494306,6763.46572533334,1.54128279755757,1.49783716271778,444.944,24.518,0.97244760887283,0.948446216128019,"tri","same"
"5eee55e93867d30a7771e616",22,"Woman","College","English","n/a","n/a","n/a","n/a","BLP",20,20,18,20,20,3,10,10,10,10,10,6,6,6,"true",6,6,4,6,6,45.854,0,0,0,54.5,0,0,0,54.48,0,0,0,49.94,0,0,0,204.774,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.153057292885535,-0.528746649540644,-0.623624427868289,-0.645687264391447,-0.0212398954093294,10483.097769,0,0,204.774,204.774,1,1,"mono","same"
"5ef0b54037a90c618ad9e97f",23,"Man","College","Portuguese","English","Spanish","n/a","no","BLP",20,20,12,20,20,20,9,10,5,9,9,6,6,6,"true",6,6,6,6,6,50.848,15.436,11.804,0,45.78,7.63,11.99,0,54.48,54.48,47.67,0,54.48,47.67,47.67,0,205.588,125.216,119.134,0,14,8,12,0,0,0,1,0,4,1,1,6,6,6,"true",6,6,3,6,6,10,8,8,0,0,0,0,0,1,0,0,5,6,6,"true",4,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-1.00085900557315,1.74088466532436,-0.486112092691277,-0.656978497774168,0.103339525309656,7175.77713166667,1.53747178569905,1.17051452867316,449.938,80.372,0.967183427727949,0.7877027980369,"tri","same"
"5eff8b9ad19111064484eff7",22,"Man","HighSchool","Latvian","English","Russian","n/a","n/a","BLP",20,20,16,20,20,20,5,9,9,5,5,6,6,6,"true",6,5,5,6,6,52.664,24.97,19.068,0,35.97,18.53,9.81,0,54.48,52.21,9.08,0,49.94,49.94,4.54,0,193.054,145.65,42.498,0,14,10,11,20,0,0,5,1,1,5,5,5,6,6,"true",6,6,5,5,6,20,0,2,20,0,0,0,0,0,0,0,1,1,1,"true",1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.594612078557987,0.153167055255968,0.62934054723464,-0.545761695086594,-0.206747517512168,7987.036073,1.38029658648235,1.39991085863192,381.202,47.404,0.990347591364699,0.891792341342803,"tri","mixed/diff"
"5f1165307d03fb0009716b8e",23,"Man","HighSchool","Italian","English","n/a","n/a","n/a","BLP",20,20,20,20,20,0,10,10,9,9,10,6,6,6,"true",6,6,6,6,6,45.4,5.902,0,0,52.32,2.18,0,0,54.48,29.51,0,0,54.48,24.97,0,0,206.68,62.562,0,0,10,1,2,0,0,0,0,0,1,1,0,3,3,4,"true",3,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.179180416862967,-0.835709573415317,-0.843920576020433,-0.817818594738505,0.0937582914786079,9502.604201,0.782108630038475,0.242292189082415,269.242,144.118,0.88164182748672,0.73593101176183,"bi","same"
"5f21c29511084913913af654",22,"Man","HighSchool","Polish","English","n/a","n/a","n/a","BLP",20,15,15,20,20,20,9,10,9,9,10,5,6,6,"true",6,6,6,6,6,49.94,14.528,9.988,9.988,51.23,3.27,10.9,0,52.21,36.32,0,0,54.48,36.32,0,0,207.86,90.438,20.888,9.988,13,5,14,0,0,0,1,0,1,1,0,4,4,4,"true",4,4,3,6,3,19,0,0,1,1,1,0,0,0,0,0,0,0,0,"true",0,0,0,0,0,19,0,0,1,1,1,0,0,0,0,0,0,0,0,"true",0,0,0,0,0,-0.0839636550044596,0.188384272448573,-0.89057020220495,-0.505766182887366,-0.237603304205113,8277.33318766667,1.33632287695546,0.922893187610418,329.174,117.422,0.930503390906262,0.719505150626036,"quadri","same"
"5f316280965ec564c886f978",21,"Man","HighSchool","Polish","English","German","Spanish","Nope","BLP",20,20,10,20,20,20,8,10,7,9,10,6,6,6,"true",6,6,6,6,6,49.94,37.228,10.442,2.724,47.96,6.54,10.9,0,54.48,54.48,43.13,24.97,54.48,54.48,2.27,6.81,206.86,152.728,66.742,34.504,14,20,8,0,20,20,2,0,3,1,0,6,6,6,"true",6,6,6,6,6,8,4,6,0,0,5,0,0,0,0,0,3,4,6,"true",6,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,3,2,"true",4,3,0,0,0,0.59944724180596,0.942820636813959,-0.837633846361239,1.06309843103039,-0.780643338118153,6223.309425,1.73046707590003,1.09115647605449,460.834,54.132,0.92655437728574,0.761019434147762,"quadri","same"
"5f35782429beab53ef93cc2d",24,"Man","College","Italian","English","n/a","n/a","n/a","BLP",19,20,20,20,20,20,6,5,7,5,5,6,6,6,"true",6,6,6,6,6,54.026,36.774,0,0,30.52,23.98,0,0,54.48,54.48,0,0,54.48,52.21,0,0,193.506,167.444,0,0,19,20,20,1,20,1,4,5,3,5,5,6,6,6,"true",6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.176230843118478,-1.06527544043119,1.1241373350388,0.610430476002489,-0.37954959807872,10970.279849,0.996236049396784,0.989587521222056,360.95,26.062,0.99740344621703,0.992876838486922,"bi","same"
"5f3d119b77d8ba0009a79558",21,"Woman","MinusCollege","Polish","English","n/a","n/a","no","BLP",20,13,13,20,20,0,10,10,6,9,9,6,6,6,"true",6,6,6,6,6,39.044,11.35,0,0,47.96,6.54,0,0,54.48,45.4,0,0,54.48,45.4,0,0,195.964,108.69,0,0,10,4,11,0,0,0,0,0,4,1,1,5,5,5,"true",5,5,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.210587809893484,-0.990980917630541,-0.804437821462963,-1.01854942036365,0.185342129730362,9003.963489,0.939965411250081,0.529360865287364,304.654,87.274,0.961332002747802,0.796162194123103,"bi","same"
"5f5a5d4618746310515e2828",22,"Man","HighSchool","English","Urdu","Arabic","Spanish","n/a","BLP",20,20,11,20,20,20,10,10,10,10,10,6,6,6,"true",6,6,6,6,6,50.394,7.264,1.816,5.448,54.5,0,10.9,0,54.48,52.21,40.86,40.86,54.48,9.08,0,0,213.854,68.554,53.576,46.308,8,2,6,0,0,0,0,0,0,0,0,5,6,6,"true",6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,5,"true",6,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,3,4,5,"true",6,0,0,0,0,1.16983640709199,0.998884004036513,-0.902395283091978,-0.494114551883459,-0.991979142298031,6303.73651866667,1.67961349737383,0.650022421648354,382.292,145.3,0.840194457405861,0.832050294337844,"quadri","mixed/diff"
"5f6f3d061214fe49ec2b9619",22,"Woman","MinusCollege","Polish","English","n/a","n/a","n/a","BLP",20,20,16,20,20,20,8,9,8,7,6,6,6,6,"true",6,5,6,6,6,52.664,17.252,0,0,41.42,13.08,0,0,54.48,43.13,0,0,52.21,36.32,0,0,200.774,109.782,0,0,15,8,15,0,0,0,2,1,2,3,4,5,5,5,"true",4,3,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.158167965506413,-0.97259858246064,0.252133945022221,-0.506451693722575,-0.191773220336428,9417.009772,0.937156342860208,0.795040279384522,310.556,90.992,0.959656092379998,0.887216801234595,"bi","same"
"5f8af153e27f001bcc23ffc4",22,"Woman","PlusCollege","Polish","English","German","n/a","no","BLP",20,20,10,20,20,20,9,10,10,9,10,6,6,6,"true",6,6,3,3,3,49.94,10.442,4.54,0,52.32,2.18,10.9,0,54.48,43.13,11.35,0,34.05,29.51,20.43,0,190.79,85.262,47.22,0,13,3,7,0,0,0,1,0,0,1,0,4,5,6,"true",4,4,3,3,3,7,0,3,0,0,0,0,0,0,0,0,1,1,2,"true",1,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.668491987235153,0.727262513827385,-0.853320997859533,-0.903860347831833,0.121074275330436,6591.32154933333,1.36149794603869,0.851932579217033,323.272,105.528,0.934075868464496,0.705931208002518,"tri","same"
"5f8b724dc36e8c2ac6d5fb6e",18,"Man","HighSchool","German","English","n/a","n/a","no","BLP",20,20,11,18,18,18,6,9,5,4,5,6,6,6,"true",6,6,6,6,6,47.67,18.614,0,0,31.61,22.89,0,0,54.48,45.4,0,0,54.48,49.94,0,0,188.24,136.844,0,0,12,9,6,0,14,0,4,1,5,6,5,4,6,6,"true",4,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.104863948445861,-0.998431602254187,1.10267823758798,-1.00406547112895,-0.326929628737738,9246.89205733333,0.981893448118778,0.981453895033654,325.084,51.396,0.987731608926334,0.987440631916705,"bi","same"
"5f9c2359530d3e067a300bd6",22,"Woman","College","Portuguese","English","Spanish","n/a","No","BLP",20,20,12,20,20,20,9,10,8,8,8,6,6,6,"true",6,6,6,6,6,50.848,14.528,4.086,0,46.87,6.54,11.99,0,54.48,38.59,24.97,0,54.48,45.4,36.32,0,206.678,105.058,77.366,0,14,8,9,0,0,1,1,0,1,2,2,4,5,5,"true",3,5,4,6,5,4,2,2,0,0,1,0,0,1,0,0,2,4,3,"true",2,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.716175738567554,1.3162551887854,-0.461561602839122,-0.49234670179541,-0.0121778105793545,7296.12846766667,1.45820553306966,1.12534214124973,389.102,101.62,0.919127504915933,0.77343738198283,"tri","same"
"5fade36bdde8092117469a42",23,"Man","Masters","Portuguese","English","Spanish","n/a","No","BLP",20,15,17,20,20,20,9,9,9,8,9,6,6,6,"true",6,6,6,6,6,50.848,29.964,18.614,0,47.96,5.45,10.9,0,54.48,49.94,24.97,0,54.48,38.59,18.16,0,207.768,123.944,72.644,0,15,8,9,20,14,0,1,1,1,1,1,6,6,5,"true",5,4,3,6,4,15,3,0,20,3,0,0,0,0,1,0,3,3,3,"true",2,2,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-0.867743095710393,0.839887038412546,-0.760352153550981,0.846941827947207,0.136175605969849,7643.62133733334,1.46146401220052,1.05139029269487,404.356,83.824,0.924208068859258,0.750330133821241,"tri","same"
"5fb2946df797088a8c405c2e",23,"Man","PlusCollege","Portuguese","English","French","Spanish","No","BLP",20,20,17,20,20,17,6,9,7,6,6,6,6,6,"true",6,6,6,6,6,51.756,24.516,10.896,3.632,37.06,11.99,9.81,5.45,54.48,54.48,29.51,31.78,54.48,49.94,36.32,38.59,197.776,140.926,86.536,79.452,14,12,17,0,0,11,3,1,2,3,2,6,6,6,"true",6,6,4,6,6,11,7,6,0,0,0,0,0,0,0,0,3,4,4,"true",2,4,3,6,3,5,0,3,0,0,0,1,0,1,1,2,3,4,4,"true",3,5,3,6,3,1.60468269398953,0.31598767822018,-0.0534139313993041,-0.504053252494961,2.74663157812065,3032.861409,1.89965389542441,1.62558457656626,504.69,56.85,0.935403246425451,0.793251543691566,"quadri","same"
