"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoAL2","AoAL3","AoAL4","AttentionL1","AttentionL2","AttentionL3","AttentionL4","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","AoEaseL1","AoEaseL2","yearsEduL1","yearsEduL2","yearsCountryL1","yearsCountryL2","yearsFamilyL1","yearsFamilyL2","yearsWorkL1","yearsWorkL2","PercFriendsL1","PercFriendsL2","PercFamilyL1","PercFamilyL2","PercWorkL1","PercWorkL2","PercSelfL1","PercSelfL2","PercCountL1","PercCountL2","ProfSpeakL1","ProfSpeakL2","ProfUnderstandL1","ProfUnderstandL2","ProfReadL1","ProfReadL2","ProfWriteL1","ProfWriteL2","AttSelfL1","AttSelfL2","AttCultureL1","AttCultureL2","AttNativeLevelL1","AttNativeLevelL2","AttMothertongueL1","AttMothertongueL2","AoEaseL3","AoEaseL4","yearsEduL3","yearsEduL4","yearsCountryL3","yearsCountryL4","yearsFamilyL3","yearsFamilyL4","yearsWorkL3","yearsWorkL4","PercFriendsL3","PercFriendsL4","PercFamilyL3","PercFamilyL4","PercWorkL3","PercWorkL4","PercSelfL3","PercSelfL4","PercCountL3","PercCountL4","ProfSpeakL3","ProfSpeakL4","ProfUnderstandL3","ProfUnderstandL4","ProfReadL3","ProfReadL4","ProfWriteL3","ProfWriteL4","AttSelfL3","AttSelfL4","AttCultureL3","AttCultureL4","AttNativeLevelL3","AttNativeLevelL4","AttMothertongueL3","AttMothertongueL4","RC1_L3","RC9_L4","RC2_use_L1vsL2","RC8_hist_L2","RC3_prof_L2","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"610958b8473c7b96e4bd207d",20,"Man","HighSchool","Polish","English","n/a","n/a","no","BLP",20,16,NA,NA,"true","true","","",47.67,17.252,0,0,49.05,5.45,0,0,54.48,36.32,0,0,54.48,31.78,0,0,205.68,90.802,0,0,5,2,20,20,20,0,20,0,20,0,10,0,10,0,7,3,9,1,9,1,6,4,6,5,6,4,6,3,6,3,6,0,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00583338717482,-0.109459369378782,-0.506927698908468,0.0903308838954455,-0.722396408941305,9524.623841,0.888814655026991,0.468995593589281,296.482,114.878,0.932450762875373,0.78086880944303,"bi","same"
"610a52647a452dee7ca89360",25,"Man","College","Spanish","English","n/a","n/a","n/a","BLP",20,14,NA,NA,"true","true","","",54.48,20.43,0,0,45.78,8.72,0,0,54.48,49.94,0,0,47.67,45.4,0,0,202.41,124.49,0,0,20,10,20,16,20,0,20,0,20,5,9,1,10,0,5,5,8,2,10,0,6,5,6,6,6,6,6,5,6,6,3,3,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14461956710954,-0.19297572668657,-0.359658420361174,0.0610493175416112,0.475852412372901,9917.2219,0.958618980074514,0.634309554640566,326.9,77.92,0.972748075401093,0.826926502069528,"bi","same"
"610d2275ba5f1ee0fdcee3e8",23,"Man","Masters","Italian","English","n/a","n/a","No","BLP",20,15,NA,NA,"true","true","","",45.854,36.774,0,0,47.96,6.54,0,0,54.48,34.05,0,0,54.48,29.51,0,0,202.774,106.874,0,0,20,7,20,18,20,20,20,20,1,1,9,1,10,0,5,5,10,0,10,0,6,4,6,4,6,4,6,3,6,4,6,3,6,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.884571557524801,-0.0916378840783849,-0.649499707348093,2.18098412823804,-1.12667342317578,9522.95865866667,0.92965884378198,0.529360865287364,309.648,95.9,0.955236582673467,0.796162194123103,"bi","same"
"610f2eabb45be8717fc155e0",21,"Man","MinusCollege","Portuguse","English","Spanish","n/a","no","BLP",20,10,10,NA,"true","true","true","",50.848,12.258,9.534,0,50.14,4.36,10.9,0,54.48,49.94,49.94,0,54.48,45.4,38.59,0,209.948,111.958,108.964,0,20,8,12,9,20,0,20,0,20,0,9,1,10,0,7,3,10,0,10,0,6,5,6,6,6,6,6,5,6,4,6,5,6,5,6,6,8,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA,6,NA,6,NA,5,NA,4,NA,4,NA,3,NA,6,NA,1.60097291423806,-0.969933891016528,-0.705047322122766,-0.584056311343629,0.2797717712009,7357.89017966667,1.51219878554185,0.985171746816915,430.87,97.99,0.950571993679784,0.733235575106767,"tri","same"
"61125e23136464bd2cbbefc9",21,"Man","MinusCollege","Polish","German","English","n/a","No","BLP",20,13,7,NA,"true","true","true","",50.848,9.08,10.896,0,46.87,1.09,16.35,0,54.48,24.97,40.86,0,54.48,2.27,38.59,0,206.678,37.41,106.696,0,20,0,12,7,20,0,20,0,20,0,7,0,9,1,7,0,10,0,10,0,6,2,6,3,6,4,6,2,6,0,6,0,6,1,6,0,4,NA,12,NA,0,NA,0,NA,1,NA,3,NA,0,NA,3,NA,0,NA,0,NA,4,NA,5,NA,5,NA,4,NA,3,NA,3,NA,5,NA,6,NA,2.33118400780483,-0.921272994207425,-0.00915786407881864,-0.307347123404712,-1.65328611866115,8245.66217866667,1.3163132862927,0.93463044959374,350.784,169.268,0.952686485797609,0.747794615618884,"tri","same"
"61143bd22a1649da3b52ae32",24,"Man","PlusCollege","Northern Sotho","English","Setswana","Isixhosa","yes","BLP",20,20,20,0,"true","true","true","true",49.032,54.48,40.86,3.178,18.53,34.88,10.9,1.09,54.48,54.48,45.4,29.51,54.48,40.86,13.62,18.16,176.522,184.7,110.78,51.938,20,20,18,20,20,20,20,20,10,20,5,4,10,0,1,9,1,9,0,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,20,0,0,0,20,5,20,0,10,2,0,1,0,0,0,0,0,0,0,0,5,4,6,5,6,2,3,2,0,2,3,3,3,3,0,0,0.559068741341667,1.19601940858579,2.34618934874753,2.16095302246433,-0.0443638070439506,3871.863276,1.86360088138022,1.52845477477303,523.94,8.17800000000003,0.924795324246297,0.797804625613713,"quadri","same"
"611bdb0fed7c9df6dce28c3f",24,"Woman","College","English","Dutch","Russian","n/a","a basic level of French","BLP",9,14,20,NA,"true","true","true","",9.534,34.504,29.964,0,39.24,4.36,1.09,0,54.48,54.48,40.86,0,52.21,40.86,24.97,0,155.464,134.204,96.884,0,8,13,3,12,0,18,0,17,1,2,10,0,0,1,8,2,10,0,8,1,6,6,6,6,6,6,6,6,6,1,5,5,6,6,6,6,20,NA,0,NA,6,NA,20,NA,0,NA,0,NA,9,NA,0,NA,0,NA,1,NA,6,NA,6,NA,4,NA,2,NA,4,NA,4,NA,1,NA,2,NA,0.145708305909383,-0.945984647122174,-1.4612202662725,0.822441885299421,1.54646705177248,4736.88873066667,1.55873440774948,0.622983710668736,386.552,21.26,0.982798314315539,0.65326721976648,"tri","mixed/diff"
"611cebb780fbae98c5bcc84d",24,"Woman","College","IsiZulu","English","n/a","n/a","no","BLP",20,15,NA,NA,"true","true","","",44.492,40.406,0,0,22.89,31.61,0,0,54.48,54.48,0,0,54.48,47.67,0,0,176.342,174.166,0,0,20,15,16,16,20,20,20,20,2,3,5,5,8,2,3,7,5,5,0,10,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01711606988822,-0.388576498040828,2.10019858359795,1.26363410219932,0.300802004804138,10238.7773346667,0.99997219843489,0.981453895033654,350.508,2.17600000000002,0.999980730104322,0.987440631916705,"bi","same"
"611dc53f0098557586e89b17",23,"Man","College","English","Setswana","Sepedi","Afrikaans","No","BLP",20,20,20,10,"true","true","true","true",51.302,45.4,45.4,40.86,34.88,0,0,0,54.48,36.32,40.86,38.59,54.48,54.48,54.48,40.86,195.142,136.2,140.74,120.31,20,20,13,0,20,20,20,20,20,20,6,2,5,2,7,2,5,2,9,NA,6,6,6,6,6,2,6,2,6,6,6,6,6,6,6,6,20,7,0,13,20,20,20,20,20,20,2,NA,2,1,1,NA,2,1,NA,1,6,6,6,4,3,4,3,3,6,6,6,3,6,6,6,3,-0.795908974145529,2.46952725268737,-0.883072471667117,1.72960964083366,-1.718666805189,1060.337816,1.97503497607631,0,592.392,58.942,0.982349423017764,1,"quadri","same"
"611e7d1295185bf6f56fd951",25,"Man","PlusCollege","Swahilli","English","Dutch","Afrikaans","Zulu","BLP",17,15,13,13,"true","true","true","true",30.872,39.044,17.706,25.424,25.07,21.8,4.36,5.45,47.67,54.48,31.78,34.05,54.48,45.4,22.7,13.62,158.092,160.724,76.546,78.544,17,15,8,14,3,19,20,20,3,3,5,3,3,5,6,3,4,5,5,4,6,6,6,6,5,6,4,6,6,6,6,4,6,5,6,5,10,10,5,5,2,19,6,6,3,3,1,1,1,1,0,1,0,1,0,1,3,3,5,5,3,4,3,3,4,2,0,0,3,2,3,2,-0.119922945649412,0.561070893775436,0.503951013784901,0.48341910240731,0.780525127711965,2235.670161,1.91202909738998,1.66024496118926,473.906,2.63200000000003,0.945141140090418,0.834809688788316,"quadri","same"
"611e9c16e90a0d4c6f0d8df5",24,"Woman","PlusCollege","Tshivenda","English","Tsonga","Sepedi","no","BLP",20,16,13,3,"true","true","true","true",42.222,36.774,19.976,13.166,30.52,22.89,10.9,1.09,54.48,52.21,40.86,36.32,54.48,34.05,34.05,34.05,181.702,145.924,105.786,84.626,20,10,13,13,20,20,20,20,0,2,8,1,10,0,0,10,9,1,1,9,6,5,6,6,6,6,6,6,6,4,6,0,6,6,6,5,6,2,3,2,20,20,2,1,0,1,0,1,0,0,0,0,0,0,0,0,5,4,6,5,4,4,3,3,3,3,0,0,6,6,6,6,0.731293579651353,2.33791481935942,1.03394075925887,1.00604087005048,0.2675737739518,1856.94196366667,1.94005068396202,1.57249251819451,518.038,35.778,0.960901651955709,0.823852554571635,"quadri","same"
"611eafa6011b0423f7d7230f",20,"Woman","College","English","Shona","Xhosa","AFRIKAANS","PIDGIN ENGLISH","BLP",20,20,13,10,"true","true","true","true",41.768,30.418,19.522,16.798,52.32,21.8,14.17,6.54,54.48,29.51,22.7,20.43,54.48,45.4,6.81,4.54,203.048,127.128,63.202,48.308,20,20,14,0,15,5,20,20,3,2,10,8,10,5,10,3,8,4,10,0,6,4,6,4,6,3,6,2,6,5,6,5,6,5,6,5,10,4,4,5,15,15,0,0,1,3,2,1,0,0,1,5,0,0,0,0,4,3,3,2,2,1,1,3,0,1,0,0,1,0,2,1,0.917064405051004,-0.34896515476819,0.0212853682452058,0.620383842040206,-2.23470510809188,4982.18123566667,1.78313543301701,1.63682564214156,441.686,75.92,0.916684817836792,0.806524187510538,"quadri","same"
"611eeafa283a2d1f57537fea",25,"Woman","PlusCollege","English","Zulu","n/a","n/a","n/a","BLP",20,20,NA,NA,"true","true","","",54.48,54.48,0,0,19.62,14.17,8.72,14.17,54.48,54.48,0,0,54.48,54.48,0,0,183.06,177.61,8.72,14.17,20,20,20,20,20,20,20,20,20,20,1,1,2,6,7,1,6,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.150188045492001,-1.2335681952654,0.772744701591887,2.84446251704009,0.118821283365313,9517.84486666667,1.32354553192989,1.94524582010975,383.56,5.44999999999999,0.999885851921975,0.964950504732767,"quadri","same"
"6120211d8e1eab16fcb7ad69",23,"Man","College","Sepedi","English","Tswana","Sesotho","Zulu","BLP",20,18,16,16,"true","true","true","true",44.492,41.768,14.074,20.43,20.71,30.52,8.72,1.09,54.48,54.48,45.4,38.59,54.48,43.13,52.21,31.78,174.162,169.898,120.404,91.89,20,11,14,17,20,20,20,20,4,6,5,4,7,1,2,8,5,5,0,10,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,13,9,0,0,0,20,2,0,0,0,1,0,1,1,0,0,0,0,0,0,4,5,6,6,5,4,5,2,6,3,5,3,6,3,6,5,0.859631365190113,1.94576529329227,2.06539046704036,1.15158197973571,0.0193647246787421,1585.39487833333,1.95410168068228,1.53384491182473,556.354,4.26399999999998,0.9706161139147,0.804943404406496,"quadri","same"
"6122966a93af160af481836c",24,"Man","Masters","Portuguese","English","Spanish","n/a","no","BLP",20,8,10,NA,"true","true","true","",40.86,8.172,8.626,0,52.32,2.18,10.9,0,54.48,36.32,27.24,0,54.48,27.24,36.32,0,202.14,73.912,83.086,0,20,4,10,4,20,0,20,0,0,2,10,0,10,0,8,2,10,0,10,0,6,4,6,4,6,4,6,4,6,3,6,3,6,3,6,3,6,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,3,NA,3,NA,3,NA,4,NA,6,NA,3,NA,3,NA,1.26033671538199,-0.787401515168847,-0.819423374372824,-0.7512757935908,-0.601971267911552,6993.94032633334,1.42464793505894,0.851932579217033,359.138,128.228,0.898742673730613,0.705931208002518,"tri","same"
"6124a4ba3df07e768bd9c90b",21,"Man","MinusCollege","English","Sotho","Zulu","Tswana","japenese","BLP",20,20,8,2,"true","true","true","true",42.676,37.228,24.516,19.976,33.79,14.17,6.54,1.09,54.48,38.59,11.35,2.27,54.48,54.48,31.78,27.24,185.426,144.468,74.186,50.576,20,20,12,0,20,20,20,20,2,2,5,3,4,3,6,3,6,4,10,0,6,3,6,4,6,6,6,4,6,6,6,6,6,6,6,6,4,2,0,0,20,20,20,20,2,0,1,1,3,0,1,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,0,0,6,6,6,6,-0.200170197308568,0.670910627113279,0.255599553619866,1.03811933761305,-1.44673713394813,3879.093096,1.83250076393585,1.413688538792,454.656,40.958,0.903438513318906,0.746456926717631,"quadri","same"
"61275a3158c67415afb971ff",23,"Man","HighSchool","Northern Sotho","English","Tswana","Sepedi","YES","BLP",20,15,10,20,"true","true","true","true",42.676,27.694,19.068,42.676,20.71,2.18,13.08,28.34,54.48,45.4,20.43,54.48,38.59,36.32,20.43,52.21,156.456,111.594,73.008,177.706,20,2,12,20,20,20,20,0,2,4,2,1,9,0,0,1,8,0,0,0,6,5,6,4,6,6,6,5,6,6,6,0,4,4,1,6,2,20,10,12,20,20,0,20,0,2,1,6,0,1,2,7,0,2,0,10,2,6,2,6,3,6,2,6,3,6,0,6,5,5,1,6,-0.114489359850167,2.21924346897576,-0.375830084881101,-0.787535263331227,0.29427577649828,2187.423116,1.92600569087625,1.68024295723048,518.764,44.862,0.954531342630141,0.856964518316837,"quadri","same"
"612a98181f4b6d1cf01f926c",21,"Man","MinusCollege","English","Xhosa","Afrikaans","n/a","no","BLP",14,20,13,NA,"true","true","true","",44.946,38.59,24.97,0,21.8,29.43,4.36,0,54.48,43.13,22.7,0,9.08,54.48,0,0,130.306,165.63,52.03,0,20,20,20,0,20,20,20,20,5,5,5,4,1,9,4,4,5,5,5,5,6,6,6,6,6,3,6,4,3,6,1,6,0,6,0,6,1,NA,20,NA,20,NA,1,NA,0,NA,1,NA,0,NA,2,NA,0,NA,0,NA,3,NA,3,NA,2,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0.0800125551094169,-0.84539293944727,1.58120599738899,0.52202641069792,-0.729443589348476,5616.66238233333,1.45036535781443,1.30339545067422,347.966,35.324,0.925493159934536,0.870175407705063,"tri","same"
"61301fcb49db2f170cb02b93",25,"Man","College","English","Afrikaans","n/a","n/a","nope","BLP",12,20,NA,NA,"true","true","","",35.866,34.504,0,0,29.43,25.07,0,0,45.4,38.59,0,0,43.13,43.13,0,0,153.826,141.294,0,0,10,16,14,0,20,20,20,20,3,0,4,6,2,8,10,0,3,7,8,2,4,6,5,6,6,2,5,3,5,5,3,6,6,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.752176382875951,-0.22169962079627,0.830816517131133,0.756676807753287,-0.924576387323221,7284.159704,0.998698876185891,0.995378438820226,295.12,12.532,0.999099618344847,0.996815278536125,"bi","same"
"6131f7010e926c9103558040",25,"Man","HighSchool","Polish","English","n/a","n/a","No","BLP",20,12,NA,NA,"true","true","","",50.848,12.712,0,0,51.23,3.27,0,0,54.48,38.59,0,0,54.48,18.16,0,0,211.038,72.732,0,0,20,4,12,12,20,0,20,0,20,0,8,2,10,0,10,0,9,1,10,0,6,4,6,5,6,5,6,3,6,3,6,1,6,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03926704509753,-0.0949728041601992,-0.568818955292636,-0.227574674653871,-0.0302457177210464,9898.542681,0.821121008442076,0.327444919154476,283.77,138.306,0.898916172797296,0.750713516922755,"bi","same"
"613867f34e206e4f573bc6ef",22,"Man","PlusCollege","Polish","English","German","n/a","no","BLP",20,16,8,NA,"true","true","true","",52.664,12.258,5.902,0,51.23,3.27,10.9,0,52.21,40.86,15.89,0,54.48,40.86,34.05,0,210.584,97.248,66.742,0,20,2,16,9,20,0,20,0,20,0,10,0,10,0,9,1,9,1,9,1,6,4,6,5,6,5,5,4,6,6,6,4,6,5,6,3,0,NA,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA,2,NA,1,NA,1,NA,6,NA,3,NA,3,NA,3,NA,0.859265644656204,-0.628929445045591,-0.786305178096378,-0.435493039057999,-0.562273987321639,7726.95625166667,1.41562096846886,0.922893187610418,374.574,113.336,0.8959873239466,0.719505150626036,"tri","same"
"613a73d06cf1fcfef304d3fa",25,"Man","PlusCollege","Spanish","English","n/a","n/a","no","BLP",20,12,NA,NA,"true","true","","",49.486,14.982,0,0,51.23,3.27,0,0,54.48,34.05,0,0,54.48,29.51,0,0,209.676,81.812,0,0,20,6,9,14,20,0,20,0,20,1,9,1,10,0,8,2,10,0,10,0,6,3,6,4,6,5,6,3,6,4,6,1,6,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00810369664381,-0.0755319941871959,-0.668262034342155,-0.017888672906782,-0.894628157833308,9805.304928,0.856362420726449,0.327444919154476,291.488,127.864,0.915766960104256,0.750713516922755,"bi","same"
"613ab1e64acd61ebd0a7116d",23,"Woman","College","Spanish","English","n/a","n/a","no","BLP",20,17,NA,NA,"true","true","","",54.48,15.436,0,0,41.42,7.63,10.9,1.09,52.21,43.13,0,0,49.94,40.86,0,0,198.05,107.056,10.9,1.09,20,7,20,10,20,0,20,0,20,0,8,2,9,1,3,2,8,2,10,0,6,5,6,6,6,4,5,4,6,5,6,3,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184923352676062,-0.426512460140779,-0.0639854780292799,-0.365587898389196,-0.355266943486299,8555.773144,1.14829060599654,1.30214044144808,317.096,90.994,0.958289933945829,0.701316202979874,"quadri","same"
"613f57084e80f056c78f9b7b",25,"Man","MinusCollege","English","Afrikaans","n/a","n/a","n/a","BLP",14,20,NA,NA,"true","true","","",40.406,37.682,0,0,51.23,3.27,0,0,54.48,36.32,0,0,54.48,43.13,0,0,200.596,120.402,0,0,14,20,17,3,20,20,20,20,4,0,10,0,9,1,10,0,8,2,10,0,6,4,6,5,6,4,6,3,6,4,6,3,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.907493081444425,-0.101159482518319,-1.34980954383631,2.24264989653297,-1.06153516451322,9658.489273,0.954497689963689,0.327444919154476,320.998,80.194,0.970181956190078,0.750713516922755,"bi","same"
"6140f1c4ead758f1b72bbe2f",24,"Woman","Masters","Portuguese","English","Spanish","French","no","BLP",19,16,18,19,"true","true","true","true",44.492,23.154,18.614,19.068,45.78,8.72,10.9,0,54.48,54.48,24.97,15.89,54.48,49.94,31.78,36.32,199.232,136.294,86.264,71.278,20,20,17,12,20,0,20,0,2,3,8,2,10,0,9,1,5,5,10,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,20,0,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,4,2,1,1,1,3,4,4,6,6,3,3,0.308634509406181,1.77334166029204,-0.746331640690418,-0.0795830348418125,0.705877030152191,3337.48736133333,1.88438867873746,1.17861371718216,493.068,62.938,0.926587294451868,0.788927524557326,"quadri","same"
"6140ff9c5750f0081ca8d71f",22,"Man","MinusCollege","Hungarian","English","n/a","n/a","No","BLP",20,10,NA,NA,"true","true","","",51.302,13.62,0,0,42.51,11.99,0,0,54.48,49.94,0,0,38.59,49.94,0,0,186.882,125.49,0,0,20,5,16,13,20,0,20,0,17,2,7,3,10,0,9,1,4,6,9,1,6,4,6,6,6,6,6,6,4,5,3,5,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08745093734426,-0.28032500661554,-0.0362406681488562,-0.908723671965481,0.493427149808783,8759.518476,0.971955053313395,0.760167502961966,312.372,61.392,0.981229082693772,0.87250601594972,"bi","same"
"6144742e57a61e489cc9e978",25,"Man","College","Northern Sotho","English","Isizulu","Setswana","Yes","BLP",20,15,5,10,"true","true","true","true",43.13,41.768,14.074,18.614,18.53,30.52,8.72,3.27,49.94,54.48,20.43,36.32,54.48,31.78,22.7,22.7,166.08,158.548,65.924,80.904,20,15,12,17,20,20,20,20,3,5,5,5,6,3,1,7,3,6,2,7,6,6,6,6,5,6,5,6,6,6,6,1,6,4,6,3,3,5,0,0,20,20,3,5,0,1,0,0,0,1,1,1,1,0,0,1,3,3,4,5,2,4,0,4,2,3,3,4,2,1,3,2,0.0623798109499293,1.54091041234394,1.96710091795137,0.972224346721129,0.58355135642038,2681.25857066667,1.89221334544347,1.6493603931106,471.456,7.53199999999998,0.934638077334148,0.827114667774348,"quadri","same"
"6147aed5b2a4f748dc2b6ba4",25,"Woman","Masters","Ukrainian","English","n/a","n/a","Russian","BLP",20,14,NA,NA,"true","true","","",41.768,15.89,0,0,32.7,21.8,0,0,54.48,47.67,0,0,54.48,49.94,0,0,183.428,135.3,0,0,20,7,11,10,20,2,20,0,1,2,8,2,10,0,0,10,5,5,7,3,6,5,6,6,6,6,6,4,6,4,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06923827276415,-0.321619654868922,1.20995568756445,-0.965444433531328,-0.0974856577691033,8851.678896,0.983489425448284,0.970950594454669,318.728,48.128,0.988790792196052,0.98058067569092,"bi","mixed/diff"
"614b323022fcd8b7408005a6",23,"Woman","MinusCollege","IsiZulu","English","Sepedi","Swati","no","BLP",20,13,5,5,"true","true","true","true",43.584,37.228,25.424,23.154,35.97,0,14.17,0,54.48,47.67,34.05,40.86,54.48,29.51,24.97,27.24,188.514,114.408,98.614,91.254,20,8,11,20,20,20,20,15,5,6,5,2,10,NA,8,1,10,0,0,10,6,4,6,6,6,6,6,5,6,3,6,2,6,2,6,6,2,2,15,9,20,20,10,10,4,5,2,NA,NA,NA,1,NA,0,0,0,0,3,4,6,6,3,5,3,3,3,3,2,2,2,2,4,5,0.792070665751228,1.99669641203442,-0.836262896016612,1.51717193606423,0.238434511557652,1989.412049,1.93446755297854,0.858981037042596,492.79,74.106,0.954197388942588,0.917070056253235,"quadri","same"
"614c80483d06dcf7ad552679",24,"Man","MinusCollege","English","Zulu","Xhosa","Tswana","yes","BLP",17,20,20,16,"true","true","true","true",46.308,40.406,27.24,25.878,43.6,10.9,7.63,0,54.48,43.13,11.35,13.62,31.78,45.4,45.4,11.35,176.168,139.836,91.62,50.848,20,20,17,5,20,20,20,20,8,4,8,2,7,3,8,2,7,3,10,0,6,4,6,6,6,6,6,3,6,5,3,5,0,5,5,5,0,0,0,0,20,20,20,20,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,3,0,6,2,6,1,5,2,0.239833145870097,-0.227279516808797,-0.68272072551469,1.37863024311458,-0.296186200656079,3006.62364266667,1.86882725714569,1.17064634401086,458.472,36.332,0.923850546864698,0.786899598234453,"quadri","same"
"614c8e5469405530dc27b9d5",22,"Woman","College","Setswana","English","Sesotho","AFRIKAANS","YES","BLP",20,11,15,11,"true","true","true","true",39.952,34.05,36.774,33.596,35.97,6.54,20.71,1.09,54.48,54.48,54.48,52.21,54.48,22.7,40.86,4.54,184.882,117.77,152.824,91.436,20,9,2,10,20,20,20,20,6,5,8,1,9,1,7,2,8,1,1,1,6,6,6,6,6,6,6,6,6,4,6,2,6,2,6,2,20,10,0,10,20,20,20,20,6,3,1,0,0,0,1,0,1,0,7,1,6,6,6,6,6,6,6,5,5,2,6,0,4,0,3,0,2.20300218354122,0.0665555613113772,-0.355030162553949,0.670946737581601,1.23042528119069,1662.88665333333,1.95140035101916,1.43034807141974,546.912,67.112,0.968224911473489,0.76500897753522,"quadri","same"
"614dd6473c74b217ad73cc9c",22,"Man","MinusCollege","English","n/a","n/a","n/a","no","BLP",20,NA,NA,NA,"true","","","",44.946,0,0,0,54.5,0,0,0,45.4,0,0,0,45.4,0,0,0,190.246,0,0,0,20,NA,16,NA,20,NA,20,NA,3,NA,10,NA,10,NA,10,NA,10,NA,10,NA,4,NA,5,NA,5,NA,6,NA,6,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.584313380449302,0.170896960874543,-0.808016199979353,-1.19833107678551,-3.77806145226516,9048.385129,0,0,190.246,190.246,1,1,"mono","same"
