,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt,item,Age,Sex,Education,L1,L2,L3,L4,otherLs,AoAL1,AoAL2,AoAL3,AoAL4,AoAgioL1,AoAgioL2,AoAgioL3,AoAgioL4,anniInstrL1,anniInstrL2,anniInstrL3,anniInstrL4,anniPaeseL1,anniPaeseL2,anniPaeseL3,anniPaeseL4,anniFamigliaL1,anniFamigliaL2,anniFamigliaL3,anniFamigliaL4,anniLavoroL1,anniLavoroL2,anniLavoroL3,anniLavoroL4,PercAmiciL1,PercAmiciL2,PercAmiciL3,PercAmiciL4,PercFamigliaL1,PercFamigliaL2,PercFamigliaL3,PercFamigliaL4,PercLavoroL1,PercLavoroL2,PercLavoroL3,PercLavoroL4,PercStessoL1,PercStessoL2,PercStessoL3,PercStessoL4,PercCalcoliL1,PercCalcoliL2,PercCalcoliL3,PercCalcoliL4,ProfParlaL1,ProfParlaL2,ProfParlaL3,ProfParlaL4,ProfCapisceL1,ProfCapisceL2,ProfCapisceL3,ProfCapisceL4,ProfLeggeL1,ProfLeggeL2,ProfLeggeL3,ProfLeggeL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfScriveL1,ProfScriveL2,ProfScriveL3,ProfScriveL4,AttMiStessoL1,AttMiStessoL2,AttMiStessoL3,AttMiStessoL4,AttCulturaL1,AttCulturaL2,AttCulturaL3,AttCulturaL4,AttLivNativoL1,AttLivNativoL2,AttLivNativoL3,AttLivNativoL4,AttMadrelinguaL1,AttMadrelinguaL2,AttMadrelinguaL3,AttMadrelinguaL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score
0,5feb64b3341f42bb63200e36,testing,5.0,,,0.0,0.0,True,1128.0,dMYBPmCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,6.0,,,0.0,1.0,False,1112.0,lRCBTbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,7.0,,,1.0,1.0,True,784.0,GLYrAmCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,8.0,,,0.0,1.0,False,912.0,uQuZcuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,9.0,,,1.0,0.0,False,1400.0,lhCTCkGua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,10.0,,,0.0,1.0,False,768.0,kKRCtAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,11.0,,,0.0,1.0,False,1031.0,CYPcmhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,12.0,,,1.0,1.0,True,848.0,kKRCuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,13.0,,,0.0,0.0,True,1424.0,NJZlkGua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,14.0,,,1.0,0.0,False,1088.0,dMYBPQru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,15.0,,,0.0,0.0,True,720.0,JmvmOYbN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,16.0,,,1.0,1.0,True,1032.0,GJGcZtAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,17.0,,,1.0,1.0,True,1480.0,BECkYbN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,18.0,,,1.0,1.0,True,1232.0,lRCBYZUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,19.0,,,0.0,0.0,True,1592.0,TCbDCTPOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,20.0,,,1.0,1.0,True,1071.0,CYPcYbN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,21.0,,,1.0,1.0,True,856.0,EYtYRQru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,22.0,,,1.0,1.0,True,935.0,uQuZctAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,23.0,,,1.0,0.0,False,695.0,MhKdYZUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,24.0,,,0.0,0.0,True,808.0,GLYrAQru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,25.0,,,0.0,0.0,True,680.0,vYLUkGua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,26.0,,,0.0,0.0,True,991.0,GJGcZuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,27.0,,,0.0,0.0,True,984.0,MhKdTbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,28.0,,,1.0,0.0,False,712.0,DOBhYuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,29.0,,,0.0,0.0,True,760.0,EYtYRmCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,30.0,,,1.0,1.0,True,1087.0,JmvmOmhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,31.0,,,1.0,1.0,True,1264.0,ldAaTbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,32.0,,,0.0,1.0,False,807.0,kNuaYZUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,33.0,,,1.0,0.0,False,632.0,kbmZOmhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,34.0,,,0.0,1.0,False,856.0,mLdkZQru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,35.0,,,1.0,0.0,False,1135.0,kNuaTbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,36.0,,,1.0,1.0,True,743.0,mLdkZmCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,37.0,,,0.0,0.0,True,1432.0,ldAaYZUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,38.0,,,1.0,1.0,True,1136.0,NJZlTPOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,39.0,,,0.0,0.0,True,920.0,DOBhYtAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5feb64b3341f42bb63200e36,testing,40.0,,,1.0,0.0,False,720.0,TCbDCkGua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,BLP,,,,,,,,,22,Uomo,Secondaria2,Italiano,Inglese,n/a,n/a,solo l'inglese,0.0,12.0,,,0.0,4.0,,,20.0,12.0,,,20.0,0.0,,,20.0,0.0,,,20.0,0.0,,,10.0,0.0,,,10.0,0.0,,,7.0,3.0,,,10.0,0.0,,,10.0,0.0,,,6.0,3.0,,,6.0,5.0,,,6.0,6.0,,,true,true,,,6.0,4.0,,,6.0,1.0,,,6.0,3.0,,,6.0,2.0,,,6.0,0.0,,,36.32,12.712,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,54.480000000000004,40.86,0.0,0.0,54.480000000000004,13.620000000000001,0.0,0.0,196.51000000000005,70.462,0.0,0.0
0,6048158f62550615002408af,familiarity,1.0,BCD,ark,0.0,0.0,True,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,2.0,dClOC,COtBD,1.0,0.0,False,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,3.0,Juaml,ckdAm,1.0,1.0,True,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,4.0,hBmMC,bdUNu,1.0,1.0,True,1573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,5.0,cdKBY,CDEmY,1.0,1.0,True,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,6.0,ObOQl,QcQAJ,0.0,0.0,True,2233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,7.0,lRE,OMC,1.0,1.0,True,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,8.0,kmU,PMd,1.0,0.0,False,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,9.0,vUdm,rkJu,1.0,1.0,True,1900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,10.0,tdDd,dKRD,1.0,0.0,False,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,11.0,YQbc,bmbN,0.0,1.0,False,1202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,12.0,JcL,mvG,0.0,1.0,False,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,13.0,JQA,uvJ,0.0,0.0,True,1823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,14.0,DBPhc,bmdAB,0.0,0.0,True,2685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,15.0,adYrc,ABPRB,1.0,1.0,True,2560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,16.0,BECk,uvaU,0.0,0.0,True,1962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,17.0,lcOc,dTAh,0.0,0.0,True,1166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,18.0,CkBOP,GLYrA,1.0,1.0,True,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,19.0,hbkd,KdAR,0.0,1.0,False,2897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,20.0,rkYL,MKmY,0.0,0.0,True,1738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,21.0,RYtkc,tKDmh,0.0,0.0,True,3299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,22.0,hEct,RYlD,0.0,1.0,False,1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,23.0,YOaAb,UaZma,0.0,0.0,True,3441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,24.0,YZJO,AlNU,0.0,0.0,True,2699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,25.0,bYGOZ,dMYBP,0.0,1.0,False,3272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,26.0,bdtK,KOYC,0.0,1.0,False,3290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,27.0,TRK,mCd,1.0,1.0,True,2308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,28.0,JauQ,rkra,1.0,1.0,True,3448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,29.0,LOLkU,EPERd,1.0,0.0,False,1798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,familiarity,30.0,KABA,NaJb,1.0,1.0,True,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,1.0,,,0.0,0.0,True,4300.0,rkYLYZJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,2.0,,,1.0,0.0,False,1497.0,KABAJQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,3.0,,,1.0,0.0,False,1123.0,rkYLBCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,4.0,,,1.0,0.0,False,1420.0,JuamlhEct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,5.0,,,1.0,1.0,True,2797.0,RYtkcYZJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,6.0,,,0.0,1.0,False,1146.0,hBmMClRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,7.0,,,0.0,1.0,False,1321.0,JuamlvUdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,8.0,,,1.0,0.0,False,806.0,cdKBYJcL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,9.0,,,1.0,1.0,True,1060.0,adYrclRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,10.0,,,1.0,1.0,True,1225.0,bYGOZTRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,11.0,,,1.0,1.0,True,1134.0,dClOCYZJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,12.0,,,1.0,0.0,False,777.0,JauQlRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,13.0,,,1.0,0.0,False,693.0,ObOQlhEct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,14.0,,,0.0,0.0,True,755.0,KABAlRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6048158f62550615002408af,testing,15.0,,,1.0,0.0,False,804.0,YQbcBCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
