"sbj_ID","task","testing_condition","trialn","item","expected","observed","correct","rt","strategy","yes_0M","yes_1M","yes_2M","score_2M","dprime","log_beta","c","Gender","Age","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC8_hist_L2","category","script"
"5ba4da6f03692b00019adae6","testing","2M",21,"GPHZTPK","between_lang","within_lang",FALSE,675,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",22,"ZBTFJXV","between_lang","within_lang",FALSE,580,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",23,"RWEQMCYFT","between_lang","within_lang",FALSE,721,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",24,"MYZNEQVF","between_lang","between_lang",TRUE,774,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",25,"AKYSVRZA","within_lang","between_lang",FALSE,952,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",26,"QFREPHDC","within_lang","within_lang",TRUE,765,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",27,"ZKWOLQXI","within_lang","between_lang",FALSE,625,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",28,"IMJRFUYAF","between_lang","within_lang",FALSE,778,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",29,"OTJMUNKMT","within_lang","between_lang",FALSE,766,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",30,"THFMMUXBM","between_lang","within_lang",FALSE,862,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",31,"NXGQGQVZ","between_lang","within_lang",FALSE,795,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",32,"ZKWOHDC","between_lang","within_lang",FALSE,695,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",33,"KZLHIPTP","within_lang","between_lang",FALSE,754,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",34,"QWVPXVMIX","between_lang","within_lang",FALSE,745,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",35,"KMSKPTP","between_lang","within_lang",FALSE,566,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",36,"AKYSSHSP","within_lang","within_lang",TRUE,722,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",37,"JPXFURO","between_lang","between_lang",TRUE,899,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",38,"EPKSDBM","within_lang","between_lang",FALSE,1016,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",39,"CPJSFQD","between_lang","between_lang",TRUE,1336,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",40,"KMSKDBM","within_lang","within_lang",TRUE,1318,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",41,"ZIKMOHDC","within_lang","within_lang",TRUE,1034,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",42,"GHRJQDBM","within_lang","within_lang",TRUE,825,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",43,"YWQLARWUK","within_lang","between_lang",FALSE,846,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",44,"JBUDILGF","between_lang","between_lang",TRUE,1202,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",45,"LSKRNYOZ","between_lang","within_lang",FALSE,823,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",46,"OWJBFQD","within_lang","within_lang",TRUE,916,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",47,"THVXZTPK","within_lang","between_lang",FALSE,880,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",48,"XNJUCYFT","between_lang","within_lang",FALSE,917,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",49,"GPHZFBS","within_lang","within_lang",TRUE,685,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",50,"AKYSFQD","between_lang","between_lang",TRUE,713,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",51,"SYJEOOQW","between_lang","within_lang",FALSE,610,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",52,"ZKWORWUK","within_lang","within_lang",TRUE,624,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",53,"KZLHIKYV","within_lang","between_lang",FALSE,617,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",54,"XDSTYWGO","between_lang","within_lang",FALSE,532,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",55,"EPKSPTP","between_lang","within_lang",FALSE,835,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",56,"TGNLSZID","within_lang","between_lang",FALSE,677,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",57,"YIDUNYVN","between_lang","between_lang",TRUE,736,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",58,"APQHTOQW","between_lang","between_lang",TRUE,657,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",59,"CPJSMWYP","within_lang","within_lang",TRUE,560,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",60,"MXCUIHDC","within_lang","within_lang",TRUE,609,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",61,"GNFQWCHB","between_lang","within_lang",FALSE,601,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
