"sbj_ID","task","testing_condition","trialn","item","expected","observed","correct","rt","strategy","yes_0M","yes_1M","yes_2M","score_2M","dprime","log_beta","c","Gender","Age","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC8_hist_L2","category","script"
"5ba4da6f03692b00019adae6","testing","0M",1,"RKXAHRFI","between_lang","between_lang",TRUE,2745,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",2,"STCKMHDC","between_lang","within_lang",FALSE,698,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",3,"ULUJVRZA","between_lang","within_lang",FALSE,1485,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",4,"OAYANKMT","within_lang","within_lang",TRUE,971,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",5,"GEUHQQWFU","between_lang","between_lang",TRUE,907,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",6,"NBTVODGI","between_lang","between_lang",TRUE,851,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",7,"ZKGBFRWUK","within_lang","within_lang",TRUE,760,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",8,"BABTAJH","between_lang","between_lang",TRUE,963,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",9,"PNLMPGF","between_lang","between_lang",TRUE,865,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",10,"CYMJLVDIS","within_lang","within_lang",TRUE,779,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",11,"FHICDKQW","within_lang","between_lang",FALSE,944,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",12,"BWXLXHO","within_lang","within_lang",TRUE,859,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",13,"OIWOVRZA","within_lang","within_lang",TRUE,881,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",14,"CYMJLNKMT","between_lang","within_lang",FALSE,761,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",15,"ULUJRXV","within_lang","within_lang",TRUE,686,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",16,"XUFEFQD","within_lang","between_lang",FALSE,859,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","1M",17,"ZSPYNKMT","within_lang","between_lang",FALSE,1274,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",18,"PNLMJKL","between_lang","within_lang",FALSE,671,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","0M",19,"DXLIRFI","between_lang","between_lang",TRUE,757,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
"5ba4da6f03692b00019adae6","testing","2M",20,"SEWIYVRZA","between_lang","within_lang",FALSE,604,"try to find familiar first 3 letters ",52.5,55,62.5,0.475,-0.125,0.038,-0.304,"Man",24,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,10669.857025,0,0,206.59,206.59,1,1,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,"mono","same"
