"sbj_ID","UseL1Score","UseL2Score","UseL3Score","UseL4Score"
"660c265dce47171c0dd7d359",32.7,15.26,17.44,0
"66156fd87e14e8a60c007e17",41.42,0,19.62,0
"66168e55cb60649609600268",32.7,16.35,4.36,0
"6616a8636a12b432e8d914b5",20.71,26.16,6.54,6.54
"6617af3304fe756a213cce24",39.24,2.18,4.36,5.45
"661c24ab06db7f1ff0146700",33.79,11.99,10.9,0
"661ff04db0e4a8222d5c4dd7",31.61,22.89,0,0
"66271b4aaaf60fd058302f09",31.61,22.89,0,0
"6634e4d4f1950b4dcd44d4d9",50.14,4.36,0,0
"6634f754adfec54a4b1aaed4",23.98,17.44,17.44,0
"66383ecf52e239b6f2ad54f4",54.5,0,0,0
"663a5bb8f7f79c7e04abc9b3",10.9,43.6,7.63,0
"663e08a82c273a8ea28be4e7",54.5,0,0,0
"664b550820b57425a150d8e2",27.25,27.25,0,0
"664f48afa42c9a4a7ed2bb88",34.88,19.62,10.9,0
"664f70fcf77160132d600e2c",33.79,4.36,26.16,1.09
"6658f0a58f1ee667f4264a93",51.23,3.27,0,0
"6659ca4701d47b95a09ba736",46.87,7.63,0,0
"6659ebda18cf5c43dbcc7354",51.23,2.18,11.99,0
"665d94712b964d877bf9f132",40.33,11.99,13.08,0
"665f79d15be62c63a74883d6",40.33,9.81,11.99,0
"6661bf2ef4b2d0892ad7a007",35.97,18.53,0,0
"6662d40766c8aa595834461d",49.05,0,10.9,5.45
"666306b0bf2de127943c419f",50.14,4.36,0,0
"6666a56ce75a18f29904e527",46.87,7.63,0,0
"6666cf176a54945ba62e8ca9",35.97,18.53,0,0
"6667488c5f46f3da0c085419",29.43,25.07,0,0
"666fd8b3dc9f2e1de77b5db4",27.25,22.89,13.08,0
"6672ee650699d871b742ca6b",50.14,4.36,0,0
"667437b20a6f1d1ebf68714b",32.7,21.8,0,0
"667972671949d2e1c0c9ff54",17.44,30.52,10.9,6.54
"667dd7126e7a9073e0af73fd",49.05,4.36,11.99,0
"6681625ff9dfa8a95bb0359d",43.6,10.9,0,0
"6682b6d8a001b7f57c513ecc",39.24,15.26,0,0
"66844cc1407c6afd0e100482",51.23,3.27,0,0
"668553fe2efd22c91cf88fb9",13.08,41.42,0,0
"6685e1541643171c04ec0e35",39.24,15.26,0,0
"668992b2f868cb89829346c2",50.14,4.36,10.9,0
"6692b87aad65e83d4230c307",43.6,9.81,8.72,0
"6693f13e028361f102a9ed86",54.5,0,0,0
"66951e094b5bd0caf94e844f",31.61,11.99,9.81,5.45
"669cc52163cce3554e97d184",54.5,0,0,0
