,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt
0,60b55a6d44e17d6f0b810cdd,familiarity,8,kZUb,bdtK,1,0,False,739.0
0,60b55a6d44e17d6f0b810cdd,familiarity,9,JAdLm,DcPTc,0,0,True,792.0
0,60b55a6d44e17d6f0b810cdd,familiarity,10,NQZv,GQrc,1,0,False,950.0
0,60b55a6d44e17d6f0b810cdd,familiarity,11,PMYm,EMYK,0,1,False,303.0
0,60b55a6d44e17d6f0b810cdd,familiarity,12,TbKME,ZcGdN,1,0,False,494.0
0,60b55a6d44e17d6f0b810cdd,familiarity,13,vkYGl,dKDth,1,0,False,795.0
0,60b55a6d44e17d6f0b810cdd,familiarity,14,AlUY,GZJY,0,1,False,772.0
0,60b55a6d44e17d6f0b810cdd,familiarity,15,DOchl,PMPtk,0,0,True,1746.0
0,60b55a6d44e17d6f0b810cdd,familiarity,16,DhMt,mdla,0,0,True,594.0
0,60b55a6d44e17d6f0b810cdd,familiarity,17,cRElD,aNYmb,0,1,False,1072.0
0,60b55a6d44e17d6f0b810cdd,familiarity,18,rGUAY,hlctE,1,1,True,1084.0
0,60b55a6d44e17d6f0b810cdd,familiarity,19,DBlh,MDKP,0,1,False,619.0
0,60b55a6d44e17d6f0b810cdd,familiarity,20,OYK,ABb,0,0,True,364.0
0,60b55a6d44e17d6f0b810cdd,familiarity,21,KOYC,JdGm,1,0,False,626.0
0,60b55a6d44e17d6f0b810cdd,familiarity,22,dRbDb,lCbcm,0,0,True,1512.0
0,60b55a6d44e17d6f0b810cdd,familiarity,23,kmU,JcL,0,1,False,831.0
0,60b55a6d44e17d6f0b810cdd,familiarity,24,dRA,Jud,1,0,False,641.0
0,60b55a6d44e17d6f0b810cdd,familiarity,25,YJkb,LQur,1,1,True,1478.0
0,60b55a6d44e17d6f0b810cdd,familiarity,26,YObA,LuNZ,1,1,True,707.0
0,60b55a6d44e17d6f0b810cdd,familiarity,27,rba,Cdt,1,1,True,1036.0
0,60b55a6d44e17d6f0b810cdd,familiarity,28,KRARm,vmuLl,1,0,False,649.0
0,60b55a6d44e17d6f0b810cdd,familiarity,29,GJGcZ,kbmZO,1,0,False,403.0
0,60b55a6d44e17d6f0b810cdd,familiarity,30,PEkhA,kGamN,1,0,False,259.0
0,6175a0a52e748285b3476b27,familiarity,1,RYlD,NQZv,0,0,True,996.0
0,6175a0a52e748285b3476b27,familiarity,2,Ehbt,UrOQ,0,0,True,916.0
0,6175a0a52e748285b3476b27,familiarity,3,BRDh,dKRD,0,1,False,951.0
0,6175a0a52e748285b3476b27,familiarity,4,Glu,PMd,1,0,False,698.0
0,6175a0a52e748285b3476b27,familiarity,5,CKOb,YlYc,0,1,False,1049.0
0,6175a0a52e748285b3476b27,familiarity,6,OCmk,mtKP,0,0,True,716.0
0,6175a0a52e748285b3476b27,familiarity,7,ctkt,YDTk,1,0,False,913.0
0,6175a0a52e748285b3476b27,familiarity,8,bTE,uUY,1,1,True,819.0
0,6175a0a52e748285b3476b27,familiarity,9,QGb,JcL,1,0,False,1249.0
0,6175a0a52e748285b3476b27,familiarity,10,adYrc,vAuNl,1,1,True,1043.0
0,6175a0a52e748285b3476b27,familiarity,11,AZlLN,RdPtD,0,0,True,938.0
0,6175a0a52e748285b3476b27,familiarity,12,Avdk,vJab,0,0,True,682.0
0,6175a0a52e748285b3476b27,familiarity,13,AZbl,lTmO,1,1,True,783.0
0,6175a0a52e748285b3476b27,familiarity,14,Ymb,cbm,1,0,False,945.0
0,6175a0a52e748285b3476b27,familiarity,15,OdlNm,RlAKc,1,1,True,646.0
0,6175a0a52e748285b3476b27,familiarity,16,advYO,ZkGmY,0,0,True,564.0
0,6175a0a52e748285b3476b27,familiarity,17,cAZu,dkLl,1,1,True,593.0
0,6175a0a52e748285b3476b27,familiarity,18,lBKt,ALGZ,1,1,True,636.0
0,6175a0a52e748285b3476b27,familiarity,19,dPc,OcN,0,1,False,852.0
0,6175a0a52e748285b3476b27,familiarity,20,kNua,dYdA,1,0,False,765.0
0,6175a0a52e748285b3476b27,familiarity,21,vkYGl,dMThk,1,0,False,811.0
0,6175a0a52e748285b3476b27,familiarity,22,dmZvm,PEkhA,1,1,True,586.0
0,6175a0a52e748285b3476b27,familiarity,23,DkTCP,LckGN,0,0,True,500.0
0,6175a0a52e748285b3476b27,familiarity,24,Phktk,YuaNd,1,1,True,772.0
0,6175a0a52e748285b3476b27,familiarity,25,AlNU,ArQu,1,0,False,1379.0
0,6175a0a52e748285b3476b27,familiarity,26,bRABt,hmKPM,1,1,True,406.0
0,6175a0a52e748285b3476b27,familiarity,27,adkr,ktBd,0,0,True,336.0
0,6175a0a52e748285b3476b27,familiarity,28,cdKBY,lbBDE,1,0,False,357.0
0,6175a0a52e748285b3476b27,familiarity,29,EtMDM,GumLl,1,1,True,266.0
0,6175a0a52e748285b3476b27,familiarity,30,AbKD,kdrO,0,0,True,371.0
0,614060a52d7c64c27ef9887c,familiarity,1,RKYk,YQbc,1,1,True,3694.0
0,614060a52d7c64c27ef9887c,familiarity,2,bdtK,lrZG,1,0,False,1810.0
0,614060a52d7c64c27ef9887c,familiarity,3,BMEMA,BdtAC,0,0,True,1890.0
0,614060a52d7c64c27ef9887c,familiarity,4,lhCTC,kLvdN,0,0,True,2299.0
0,614060a52d7c64c27ef9887c,familiarity,5,hlkT,adkr,0,1,False,1759.0
0,614060a52d7c64c27ef9887c,familiarity,6,YDE,tRb,0,0,True,1524.0
0,614060a52d7c64c27ef9887c,familiarity,7,aUZA,BECk,1,0,False,2111.0
0,614060a52d7c64c27ef9887c,familiarity,8,kGlU,bvkr,0,1,False,2067.0
0,614060a52d7c64c27ef9887c,familiarity,9,uauO,UJkG,0,1,False,2722.0
0,614060a52d7c64c27ef9887c,familiarity,10,KABA,MDKP,1,1,True,1371.0
0,614060a52d7c64c27ef9887c,familiarity,11,DhMt,JrGv,0,0,True,2193.0
0,614060a52d7c64c27ef9887c,familiarity,12,dUr,bTE,0,1,False,1773.0
0,614060a52d7c64c27ef9887c,familiarity,13,kGamN,EltMB,0,1,False,3109.0
0,614060a52d7c64c27ef9887c,familiarity,14,UmNJ,alJY,0,1,False,3175.0
0,614060a52d7c64c27ef9887c,familiarity,15,uAkr,CmcO,0,0,True,1894.0
0,614060a52d7c64c27ef9887c,familiarity,16,lbBDE,ZJLmr,0,0,True,2331.0
0,614060a52d7c64c27ef9887c,familiarity,17,kbu,EcR,0,0,True,3240.0
0,614060a52d7c64c27ef9887c,familiarity,18,MAB,kam,1,1,True,1032.0
0,614060a52d7c64c27ef9887c,familiarity,19,KOYC,bAMO,0,0,True,1381.0
0,614060a52d7c64c27ef9887c,familiarity,20,dkLl,tmAK,0,0,True,2265.0
0,614060a52d7c64c27ef9887c,familiarity,21,YZUZ,bcbM,0,0,True,1746.0
0,614060a52d7c64c27ef9887c,familiarity,22,YKRk,rULv,0,1,False,2332.0
0,614060a52d7c64c27ef9887c,familiarity,23,BbM,UbG,1,1,True,2886.0
0,614060a52d7c64c27ef9887c,familiarity,24,JvaA,hChY,0,1,False,2053.0
0,614060a52d7c64c27ef9887c,familiarity,25,Ymb,Cdt,0,0,True,3820.0
0,614060a52d7c64c27ef9887c,familiarity,26,bGuO,UvOG,0,1,False,2618.0
0,614060a52d7c64c27ef9887c,familiarity,27,GLYrA,dMYBP,0,0,True,1402.0
0,614060a52d7c64c27ef9887c,familiarity,28,Grub,ZvkL,0,1,False,2533.0
0,614060a52d7c64c27ef9887c,familiarity,29,kRCkO,NvuGr,0,0,True,2321.0
0,614060a52d7c64c27ef9887c,familiarity,30,DcPTc,UdYUQ,1,1,True,1761.0
0,60ba2011cd8052508d401296,familiarity,1,kCRm,khMD,1,1,True,2588.0
0,60ba2011cd8052508d401296,familiarity,2,damYb,bdUNu,0,1,False,2293.0
0,60ba2011cd8052508d401296,familiarity,3,ABPRB,hmKPM,1,1,True,1822.0
0,60ba2011cd8052508d401296,familiarity,4,UAcdu,CkBOP,0,0,True,2316.0
0,60ba2011cd8052508d401296,familiarity,5,DOAK,MCkm,1,0,False,2296.0
0,60ba2011cd8052508d401296,familiarity,6,aUZA,udkm,1,1,True,1416.0
0,60ba2011cd8052508d401296,familiarity,7,YNu,Dmh,0,0,True,2295.0
0,60ba2011cd8052508d401296,familiarity,8,ckduA,kRCkO,1,1,True,2114.0
0,60ba2011cd8052508d401296,familiarity,9,JUNa,CmcO,0,1,False,2430.0
0,60ba2011cd8052508d401296,familiarity,10,YArG,mhtc,1,0,False,2879.0
0,60ba2011cd8052508d401296,familiarity,11,RCcE,OdYP,1,1,True,1327.0
0,60ba2011cd8052508d401296,familiarity,12,rZYd,Gabk,0,0,True,2046.0
0,60ba2011cd8052508d401296,familiarity,13,Ehbt,YZJm,1,1,True,1439.0
0,60ba2011cd8052508d401296,familiarity,14,DBkl,ctkt,1,1,True,2588.0
0,60ba2011cd8052508d401296,familiarity,15,PMPtk,PDPhl,1,0,False,2408.0
0,60ba2011cd8052508d401296,familiarity,16,vYLU,AlNU,1,1,True,3172.0
0,60ba2011cd8052508d401296,familiarity,17,hTtBb,DBPhc,0,0,True,1755.0
0,60ba2011cd8052508d401296,familiarity,18,AdDb,Ddck,1,1,True,1057.0
0,60ba2011cd8052508d401296,familiarity,19,BOckP,kLvdN,1,0,False,1867.0
0,60ba2011cd8052508d401296,familiarity,20,NaAQd,NbacA,1,0,False,1710.0
0,60ba2011cd8052508d401296,familiarity,21,kNua,MBmE,0,0,True,2497.0
0,60ba2011cd8052508d401296,familiarity,22,rLkm,uvaU,0,1,False,2677.0
0,60ba2011cd8052508d401296,familiarity,23,dTAh,KABA,0,0,True,2451.0
0,60ba2011cd8052508d401296,familiarity,24,OBT,EAO,0,1,False,1011.0
0,60ba2011cd8052508d401296,familiarity,25,TmTm,GAcY,0,1,False,1215.0
0,60ba2011cd8052508d401296,familiarity,26,KmE,PTl,0,1,False,1350.0
0,60ba2011cd8052508d401296,familiarity,27,JmvmO,cuOJb,1,0,False,2430.0
0,60ba2011cd8052508d401296,familiarity,28,dvNvA,dMYBP,1,0,False,1.0
0,60ba2011cd8052508d401296,familiarity,29,kam,UbG,0,0,True,2833.0
0,60ba2011cd8052508d401296,familiarity,30,lRckA,rGUAY,1,0,False,1573.0
0,5ee7b7c9eef92207297a0ad4,familiarity,1,bYGOZ,chEDO,0,0,True,3013.0
0,5ee7b7c9eef92207297a0ad4,familiarity,2,DcPTc,tKDmh,0,0,True,1930.0
0,5ee7b7c9eef92207297a0ad4,familiarity,3,bRC,tcB,1,0,False,1855.0
0,5ee7b7c9eef92207297a0ad4,familiarity,4,tmtEM,LOLkU,0,0,True,1151.0
0,5ee7b7c9eef92207297a0ad4,familiarity,5,uvJ,Nac,0,0,True,1691.0
0,5ee7b7c9eef92207297a0ad4,familiarity,6,vAvb,crdY,1,1,True,1219.0
0,5ee7b7c9eef92207297a0ad4,familiarity,7,Ddck,NkUA,0,1,False,2615.0
0,5ee7b7c9eef92207297a0ad4,familiarity,8,BbM,lRE,1,0,False,1237.0
0,5ee7b7c9eef92207297a0ad4,familiarity,9,vYLU,EKBO,0,0,True,902.0
0,5ee7b7c9eef92207297a0ad4,familiarity,10,DBlh,OcZJ,1,0,False,1875.0
0,5ee7b7c9eef92207297a0ad4,familiarity,11,uda,YBO,1,1,True,1289.0
0,5ee7b7c9eef92207297a0ad4,familiarity,12,tRb,YNu,1,1,True,1384.0
0,5ee7b7c9eef92207297a0ad4,familiarity,13,QbkAc,DBPhc,1,1,True,1488.0
0,5ee7b7c9eef92207297a0ad4,familiarity,14,AlQaQ,RkmdC,1,0,False,1733.0
0,5ee7b7c9eef92207297a0ad4,familiarity,15,kCRm,rAJu,0,0,True,1258.0
0,5ee7b7c9eef92207297a0ad4,familiarity,16,ALGZ,cMRl,0,0,True,1717.0
0,5ee7b7c9eef92207297a0ad4,familiarity,17,YQbc,rLaZ,0,0,True,1373.0
0,5ee7b7c9eef92207297a0ad4,familiarity,18,bcbM,kNua,1,1,True,1360.0
0,5ee7b7c9eef92207297a0ad4,familiarity,19,lGc,rAm,1,1,True,1546.0
0,5ee7b7c9eef92207297a0ad4,familiarity,20,kbmZO,cRElD,1,1,True,1174.0
0,5ee7b7c9eef92207297a0ad4,familiarity,21,BATOc,hAROK,1,1,True,1607.0
0,5ee7b7c9eef92207297a0ad4,familiarity,22,Glu,JQA,0,1,False,1668.0
0,5ee7b7c9eef92207297a0ad4,familiarity,23,BKDRY,cdKBY,1,0,False,1375.0
0,5ee7b7c9eef92207297a0ad4,familiarity,24,TEBK,tdDd,0,1,False,1090.0
0,5ee7b7c9eef92207297a0ad4,familiarity,25,OtM,mvG,0,0,True,1272.0
0,5ee7b7c9eef92207297a0ad4,familiarity,26,lkAk,YTOM,1,1,True,1380.0
0,5ee7b7c9eef92207297a0ad4,familiarity,27,AlKD,DlDd,0,1,False,1595.0
0,5ee7b7c9eef92207297a0ad4,familiarity,28,JdOAY,dOYml,0,1,False,1246.0
0,5ee7b7c9eef92207297a0ad4,familiarity,29,DkTCP,LAclA,1,0,False,1305.0
0,5ee7b7c9eef92207297a0ad4,familiarity,30,YJLcA,adYrc,1,1,True,1301.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,1,ubALm,Cchtd,0,1,False,2615.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,2,YaOk,vJab,1,0,False,2248.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,3,tRPD,RdCc,1,1,True,1592.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,4,vAar,rvAJ,0,1,False,2152.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,5,DBkl,OEPk,1,1,True,1975.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,6,EYtYR,kRCkO,0,0,True,1280.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,7,LQur,JvaA,0,0,True,2320.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,8,bAMO,BYhT,1,1,True,1928.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,9,mBbK,YbBT,0,1,False,1832.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,10,UaZma,ODBDA,0,0,True,2200.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,11,OmtlD,UAcdu,1,1,True,2128.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,12,JZr,cbm,0,0,True,1671.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,13,YJkb,UrOQ,1,0,False,2465.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,14,uvJ,Tbk,1,1,True,2072.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,15,Cdt,uda,1,1,True,1848.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,16,JcL,ark,0,0,True,1528.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,17,Udumd,thbOM,0,0,True,2016.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,18,amJm,GQYQ,1,1,True,2040.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,19,OMC,Arv,0,0,True,1448.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,20,hlkT,mtKP,1,1,True,2096.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,21,EMYK,kGlU,0,0,True,2104.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,22,bTE,JUG,0,0,True,2256.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,23,ZdlO,chAh,1,1,True,1688.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,24,uOAO,GUOA,1,1,True,2392.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,25,YOaAb,ckLAL,1,0,False,2520.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,26,dYdA,AZbl,0,1,False,2464.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,27,ECtbD,CkBOP,1,1,True,1856.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,28,OdYP,RhPm,0,0,True,1800.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,29,dkLl,Grbk,1,1,True,2463.0
0,5f4cc4ea00dba58ecd5a98a4,familiarity,30,EPBT,AdYl,1,1,True,1992.0
0,5fb7b8880045d6396a86c803,familiarity,1,YLQmG,KBKBE,1,1,True,2287.0
0,5fb7b8880045d6396a86c803,familiarity,2,lCbcm,cdKBY,0,1,False,1425.0
0,5fb7b8880045d6396a86c803,familiarity,3,TPCb,dmRb,0,0,True,1050.0
0,5fb7b8880045d6396a86c803,familiarity,4,vAar,DlDd,0,0,True,1118.0
0,5fb7b8880045d6396a86c803,familiarity,5,uQkrd,YNrAm,0,1,False,1174.0
0,5fb7b8880045d6396a86c803,familiarity,6,tcYbd,vkYGl,0,1,False,1072.0
0,5fb7b8880045d6396a86c803,familiarity,7,COTK,YDTk,0,0,True,1256.0
0,5fb7b8880045d6396a86c803,familiarity,8,CMdP,BbOD,0,1,False,1028.0
0,5fb7b8880045d6396a86c803,familiarity,9,OcYM,lBlE,1,1,True,1054.0
0,5fb7b8880045d6396a86c803,familiarity,10,BCD,Dmh,0,1,False,1501.0
0,5fb7b8880045d6396a86c803,familiarity,11,YcdO,mcOJ,1,0,False,1141.0
0,5fb7b8880045d6396a86c803,familiarity,12,NUZ,mCd,0,0,True,1298.0
0,5fb7b8880045d6396a86c803,familiarity,13,QONk,ktBd,1,1,True,1188.0
0,5fb7b8880045d6396a86c803,familiarity,14,OtlR,APEM,1,1,True,1172.0
0,5fb7b8880045d6396a86c803,familiarity,15,JmvmO,YuaNd,1,0,False,1170.0
0,5fb7b8880045d6396a86c803,familiarity,16,Qru,uZc,1,1,True,1234.0
0,5fb7b8880045d6396a86c803,familiarity,17,DKP,YbN,0,1,False,1454.0
0,5fb7b8880045d6396a86c803,familiarity,18,cbm,YBO,1,0,False,1266.0
0,5fb7b8880045d6396a86c803,familiarity,19,Cdt,Akd,1,1,True,1402.0
0,5fb7b8880045d6396a86c803,familiarity,20,EYtYR,htmhC,1,1,True,1362.0
0,5fb7b8880045d6396a86c803,familiarity,21,lAOKM,Udumd,1,0,False,1123.0
0,5fb7b8880045d6396a86c803,familiarity,22,UAcdu,QbkAc,0,1,False,1336.0
0,5fb7b8880045d6396a86c803,familiarity,23,YJLcA,kDRKc,0,1,False,1442.0
0,5fb7b8880045d6396a86c803,familiarity,24,APT,Ymb,0,1,False,1424.0
0,5fb7b8880045d6396a86c803,familiarity,25,vuJZu,kGamN,0,0,True,1094.0
0,5fb7b8880045d6396a86c803,familiarity,26,vAvb,LQur,0,0,True,1160.0
0,5fb7b8880045d6396a86c803,familiarity,27,YJkb,ctkt,0,1,False,1119.0
0,5fb7b8880045d6396a86c803,familiarity,28,ldAa,ACcO,0,0,True,1137.0
0,5fb7b8880045d6396a86c803,familiarity,29,KMOc,AMkC,1,1,True,1182.0
0,5fb7b8880045d6396a86c803,familiarity,30,DCmh,rLkm,0,0,True,1260.0
0,615c43b800752a4f3d0fd1f0,familiarity,1,Akd,OYK,0,1,False,2936.0
0,615c43b800752a4f3d0fd1f0,familiarity,2,ZkGmY,vkYGl,0,1,False,4945.0
0,615c43b800752a4f3d0fd1f0,familiarity,3,kdaAJ,EtMDM,1,1,True,2185.0
0,615c43b800752a4f3d0fd1f0,familiarity,4,TCbDC,dMThk,1,1,True,967.0
0,615c43b800752a4f3d0fd1f0,familiarity,5,dmZvm,CRdBd,0,0,True,1071.0
0,615c43b800752a4f3d0fd1f0,familiarity,6,rAm,Glu,1,0,False,1111.0
0,615c43b800752a4f3d0fd1f0,familiarity,7,badk,tmYh,0,1,False,1137.0
0,615c43b800752a4f3d0fd1f0,familiarity,8,tDPRk,mLdkZ,1,1,True,1712.0
0,615c43b800752a4f3d0fd1f0,familiarity,9,cMRl,Yadr,0,1,False,1184.0
0,615c43b800752a4f3d0fd1f0,familiarity,10,kcCRt,Qclad,1,0,False,945.0
0,615c43b800752a4f3d0fd1f0,familiarity,11,kLvdN,DOBhY,1,1,True,1074.0
0,615c43b800752a4f3d0fd1f0,familiarity,12,RtRh,GQrc,1,1,True,1115.0
0,615c43b800752a4f3d0fd1f0,familiarity,13,kGua,bGuO,0,0,True,1348.0
0,615c43b800752a4f3d0fd1f0,familiarity,14,ATc,BCD,1,0,False,71.0
0,615c43b800752a4f3d0fd1f0,familiarity,15,uZc,cbm,1,0,False,1328.0
0,615c43b800752a4f3d0fd1f0,familiarity,16,NvYJ,Nulk,1,1,True,932.0
0,615c43b800752a4f3d0fd1f0,familiarity,17,mbZl,UdvY,1,0,False,1179.0
0,615c43b800752a4f3d0fd1f0,familiarity,18,Tmc,dRA,1,1,True,829.0
0,615c43b800752a4f3d0fd1f0,familiarity,19,tdDd,YlYc,0,1,False,833.0
0,615c43b800752a4f3d0fd1f0,familiarity,20,blMk,ktBd,1,0,False,918.0
0,615c43b800752a4f3d0fd1f0,familiarity,21,YmBd,QvlZ,1,1,True,558.0
0,615c43b800752a4f3d0fd1f0,familiarity,22,dRht,OJNk,0,1,False,888.0
0,615c43b800752a4f3d0fd1f0,familiarity,23,hlctE,YLQmG,0,1,False,876.0
0,615c43b800752a4f3d0fd1f0,familiarity,24,PDPhl,damYb,1,0,False,786.0
0,615c43b800752a4f3d0fd1f0,familiarity,25,mcOJ,Abka,1,0,False,1006.0
0,615c43b800752a4f3d0fd1f0,familiarity,26,OAblc,Cchtd,0,0,True,1104.0
0,615c43b800752a4f3d0fd1f0,familiarity,27,DbMR,Ckbd,0,1,False,990.0
