,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoAL3,AoAL4,AoEaseL1,AoEaseL2,AoEaseL3,AoEaseL4,yearsEduL1,yearsEduL2,yearsEduL3,yearsEduL4,yearsCountryL1,yearsCountryL2,yearsCountryL3,yearsCountryL4,yearsFamilyL1,yearsFamilyL2,yearsFamilyL3,yearsFamilyL4,yearsWorkL1,yearsWorkL2,yearsWorkL3,yearsWorkL4,PercFriendsL1,PercFriendsL2,PercFriendsL3,PercFriendsL4,PercFamilyL1,PercFamilyL2,PercFamilyL3,PercFamilyL4,PercWorkL1,PercWorkL2,PercWorkL3,PercWorkL4,PercSelfL1,PercSelfL2,PercSelfL3,PercSelfL4,PercCountL1,PercCountL2,PercCountL3,PercCountL4,ProfSpeakL1,ProfSpeakL2,ProfSpeakL3,ProfSpeakL4,ProfUnderstandL1,ProfUnderstandL2,ProfUnderstandL3,ProfUnderstandL4,ProfReadL1,ProfReadL2,ProfReadL3,ProfReadL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfWriteL1,ProfWriteL2,ProfWriteL3,ProfWriteL4,AttSelfL1,AttSelfL2,AttSelfL3,AttSelfL4,AttCultureL1,AttCultureL2,AttCultureL3,AttCultureL4,AttNativeLevelL1,AttNativeLevelL2,AttNativeLevelL3,AttNativeLevelL4,AttMothertongueL1,AttMothertongueL2,AttMothertongueL3,AttMothertongueL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score
0,69bc58df28cbddd60a341a03,20,Man,HighSchool,Arabic,English,German,n/a,n/a,BLP,20,8.0,1.0,,20,4.0,0.0,,17,17.0,1.0,,20,0.0,0.0,,20,0.0,0.0,,4,2.0,0.0,,7,2,1,,10,0,0,,5,5,0,,9,1,0,,7,2,1,,6,5.0,1.0,,6,5.0,1.0,,6,5.0,1.0,,true,true,true,,6,5.0,1.0,,6,5.0,1.0,,6,5.0,1.0,,6,6.0,6.0,,6,6.0,6.0,,45.854,14.074,0.908,0.0,41.42,10.9,13.080000000000002,0.0,54.480000000000004,45.4,9.08,0.0,54.480000000000004,49.94,31.78,0.0,196.23400000000004,120.314,54.848,0.0
0,69c1120111926f72009dde4d,18,Man,MinusCollege,French,English,Spanish,n/a,n/a,BLP,20,10.0,3.0,,20,5.0,0.0,,18,5.0,1.0,,18,0.0,0.0,,18,0.0,0.0,,18,0.0,0.0,,9,1,0,,10,0,0,,8,1,1,,8,2,0,,7,2,1,,6,5.0,1.0,,6,6.0,1.0,,6,6.0,1.0,,true,true,true,,6,5.0,1.0,,6,6.0,1.0,,6,6.0,1.0,,6,5.0,1.0,,6,5.0,2.0,,50.848,9.08,1.816,0.0,45.78,6.540000000000001,13.080000000000002,0.0,54.480000000000004,49.94,9.08,0.0,54.480000000000004,49.94,11.35,0.0,205.58800000000002,115.5,35.326,0.0
0,69c147cc355c3af96875e729,19,Man,HighSchool,Arabic ,english,n/a ,n/a,no,BLP,20,15.0,20.0,,20,13.0,20.0,,4,4.0,0.0,,19,0.0,0.0,,19,0.0,0.0,,19,10.0,0.0,,10,0,0,,10,0,0,,9,1,0,,10,0,0,,9,1,0,,6,4.0,0.0,,6,5.0,0.0,,6,5.0,0.0,,true,true,true,,6,5.0,0.0,,6,3.0,0.0,,6,0.0,0.0,,6,6.0,0.0,,6,5.0,0.0,,45.854,19.068,18.16,0.0,52.32000000000001,2.18,10.9,0.0,54.480000000000004,43.13,0.0,0.0,54.480000000000004,31.78,0.0,0.0,207.13400000000001,96.158,29.060000000000002,0.0
0,69c2a6ec39af7c4c4c681804,23,Woman,College,English,n/a,n/a,n/a,No,BLP,20,,,,20,,,,20,,,,20,,,,20,,,,3,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,5,,,,6,,,,6,,,,46.762,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,52.21,0.0,0.0,0.0,207.95200000000003,0.0,0.0,0.0
0,69c4d00086c2b4a1a8dc2191,25,Man,College,arabic,english,n/a,n/a,n/a,BLP,20,15.0,,,20,20.0,,,17,17.0,,,20,0.0,,,20,0.0,,,20,5.0,,,8,2,,,10,0,,,5,5,,,8,2,,,7,3,,,6,5.0,,,6,6.0,,,6,6.0,,,true,true,,,6,6.0,,,5,6.0,,,6,5.0,,,4,6.0,,,4,6.0,,,53.118,25.878,0.0,0.0,41.42,13.080000000000002,0.0,0.0,54.480000000000004,52.21,0.0,0.0,43.13,52.21,0.0,0.0,192.14800000000002,143.37800000000001,0.0,0.0
0,69c653159fc262f6ae945f2c,23,Man,College,Dutch,English,N/A,N/A,N/A,BLP,17,10.0,,,20,1.0,,,19,6.0,,,20,0.0,,,20,0.0,,,2,1.0,,,6,4,,,10,0,,,7,3,,,6,4,,,7,3,,,5,4.0,,,5,5.0,,,4,4.0,,,true,true,,,4,3.0,,,4,5.0,,,5,4.0,,,5,6.0,,,6,5.0,,,44.492000000000004,8.172,0.0,0.0,39.24,15.260000000000002,0.0,0.0,40.86,36.32,0.0,0.0,45.4,45.4,0.0,0.0,169.992,105.152,0.0,0.0
0,69ca93b861a695b1c1eec106,19,Woman,MinusHighSchool,Dutch,English,n/a,n/a,No,BLP,20,13.0,,,20,10.0,,,7,0.0,,,19,0.0,,,19,0.0,,,0,0.0,,,6,4,,,10,0,,,10,0,,,7,3,,,9,1,,,6,5.0,,,6,6.0,,,6,6.0,,,true,true,,,5,6.0,,,6,5.0,,,6,4.0,,,6,6.0,,,6,3.0,,,38.59,10.442,0.0,0.0,45.78,8.72,0.0,0.0,52.21,52.21,0.0,0.0,54.480000000000004,40.86,0.0,0.0,191.06,112.232,0.0,0.0
0,69cff69eb8da20e1ea8a2fbe,18,Man,PlusCollege,English,Urdu,French,n/a,No,BLP,20,13.0,6.0,,20,9.0,3.0,,12,0.0,4.0,,18,1.0,18.0,,18,18.0,0.0,,6,0.0,6.0,,8,1,1,,8,1,1,,8,1,1,,10,0,0,,10,0,0,,6,5.0,4.0,,6,6.0,5.0,,6,3.0,3.0,,true,true,true,,6,3.0,4.0,,6,6.0,6.0,,6,6.0,2.0,,6,6.0,6.0,,6,6.0,6.0,,42.676,18.614,16.798000000000002,0.0,47.96,3.2700000000000005,10.9,0.0,54.480000000000004,38.59,36.32,0.0,54.480000000000004,54.480000000000004,45.4,0.0,199.596,114.95400000000001,109.418,0.0
0,69d25ddbd1a5851c7aa92ad3,25,Woman,College,Hindi,English,Punjabi,Nepali,"Odia, Japanese",BLP,20,18.0,20.0,20.0,20,15.0,20.0,17.0,16,20.0,16.0,0.0,20,20.0,20.0,20.0,20,15.0,20.0,20.0,1,1.0,1.0,0.0,5,5,0,0,2,0,7,1,5,5,0,0,1,2,7,0,0,5,5,0,6,6.0,6.0,3.0,6,6.0,6.0,5.0,6,6.0,6.0,4.0,true,true,true,true,6,6.0,6.0,1.0,0,2.0,6.0,0.0,6,0.0,6.0,6.0,6,6.0,6.0,2.0,6,6.0,6.0,6.0,44.038000000000004,40.406,44.038000000000004,34.958,14.170000000000002,18.53,15.260000000000002,1.09,54.480000000000004,54.480000000000004,54.480000000000004,29.51,40.86,31.78,54.480000000000004,31.78,153.548,145.196,168.258,97.33800000000001
0,69d62066fd5570ddfaee9725,25,Man,PlusCollege,english,french,germany,na,na,BLP,18,16.0,16.0,,18,16.0,16.0,,13,14.0,14.0,,20,14.0,14.0,,20,14.0,14.0,,2,1.0,1.0,,6,2,2,,8,1,1,,10,0,0,,8,1,1,,8,1,1,,6,4.0,4.0,,6,5.0,5.0,,6,5.0,5.0,,true,true,true,,6,6.0,6.0,,6,6.0,6.0,,6,5.0,5.0,,6,5.0,5.0,,6,6.0,6.0,,41.314,34.050000000000004,34.050000000000004,0.0,43.6,5.45,13.080000000000002,0.0,54.480000000000004,45.4,45.4,0.0,54.480000000000004,49.94,49.94,0.0,193.87400000000002,134.84,142.47,0.0
0,69d648d33057d63617173b85,18,Man,HighSchool,French,English,n/a,n/a,n/a,BLP,20,12.0,,,16,6.0,,,15,10.0,,,18,0.0,,,18,0.0,,,0,,,,9,1,,,9,1,,,7,3,,,10,0,,,9,1,,,6,4.0,,,6,5.0,,,6,5.0,,,true,true,,,6,4.0,,,6,4.0,,,5,1.0,,,6,0.0,,,6,0.0,,,39.498000000000005,0.0,0.0,0.0,47.96,6.540000000000001,0.0,0.0,54.480000000000004,40.86,0.0,0.0,52.21,11.35,0.0,0.0,194.148,58.75,0.0,0.0
0,69d66f2bcd1bac4e9bbdddc3,25,Man,College,English,German,n/a,n/a,n/a,BLP,19,0.0,,,10,0.0,,,20,2.0,,,20,1.0,,,20,0.0,,,20,1.0,,,7,3,,,10,0,,,3,7,,,8,2,,,8,2,,,6,3.0,,,6,4.0,,,6,5.0,,,true,true,,,6,4.0,,,6,2.0,,,4,2.0,,,6,6.0,,,6,5.0,,,49.486000000000004,1.816,0.0,0.0,39.24,15.260000000000002,0.0,0.0,54.480000000000004,36.32,0.0,0.0,49.94,34.05,0.0,0.0,193.14600000000002,87.446,0.0,0.0
0,69d7cd471aa7b7397313cb1f,24,Man,Masters,English,dutch,German,n/a,no,BLP,20,9.0,3.0,,16,5.0,0.0,,20,13.0,7.0,,20,0.0,0.0,,20,0.0,0.0,,20,0.0,0.0,,9,0,1,,9,0,1,,8,0,2,,7,1,2,,7,1,2,,6,2.0,4.0,,6,3.0,4.0,,6,1.0,1.0,,true,true,true,,6,4.0,2.0,,6,4.0,3.0,,4,3.0,4.0,,6,3.0,4.0,,6,3.0,4.0,,52.664,12.258000000000001,4.54,0.0,43.6,2.18,17.44,0.0,54.480000000000004,22.7,24.97,0.0,49.94,29.51,34.05,0.0,200.68400000000003,66.648,81.0,0.0
0,69d8b313ae434f632a305c9b,26,Woman,PlusCollege,English,Dutch,French,German,yes,BLP,19,10.0,8.0,0.0,15,4.0,0.0,0.0,20,8.0,3.0,3.0,15,6.0,2.0,3.0,20,3.0,2.0,2.0,20,3.0,2.0,1.0,5,2,2,1,8,1,1,0,5,2,1,2,7,2,1,0,8,1,1,0,6,3.0,2.0,1.0,6,3.0,3.0,2.0,6,3.0,2.0,1.0,true,true,true,true,6,1.0,1.0,1.0,6,2.0,1.0,1.0,6,2.0,1.0,1.0,6,3.0,2.0,2.0,6,2.0,1.0,1.0,49.486000000000004,15.436,7.718,4.086,35.970000000000006,8.72,14.170000000000002,3.2700000000000005,54.480000000000004,22.7,18.16,11.35,54.480000000000004,20.43,11.35,11.35,194.41600000000005,67.286,51.398,30.055999999999997
0,69dac423e2591f3cbc0dcad7,19,Man,MinusCollege,German,English,n/a,n/a,Some Latin,BLP,20,13.0,,,20,6.0,,,12,9.0,,,19,0.0,,,19,0.0,,,0,0.0,,,10,0,,,10,0,,,10,0,,,7,3,,,10,0,,,6,4.0,,,6,5.0,,,6,5.0,,,true,true,,,5,4.0,,,6,3.0,,,6,1.0,,,6,3.0,,,6,0.0,,,40.86,12.712,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,52.21,40.86,0.0,0.0,54.480000000000004,15.89,0.0,0.0,198.78000000000003,72.732,0.0,0.0
0,69dcfc3bcb3d5759729e920e,20,Man,HighSchool,Japanese,Chinese,English,n/a,No,BLP,20,20.0,10.0,,20,20.0,5.0,,9,0.0,6.0,,1,18.0,2.0,,20,20.0,0.0,,0,0.0,0.0,,0,0,10,,8,2,0,,0,0,10,,7,0,3,,8,0,2,,6,6.0,6.0,,6,6.0,6.0,,6,6.0,6.0,,true,true,true,,6,4.0,6.0,,6,6.0,6.0,,6,6.0,0.0,,6,6.0,6.0,,6,6.0,6.0,,31.78,35.412,10.442,0.0,25.07,2.18,35.970000000000006,0.0,54.480000000000004,49.94,54.480000000000004,0.0,54.480000000000004,54.480000000000004,40.86,0.0,165.81,142.012,141.752,0.0
0,69df940e45bb58f49783baac,21,Woman,MinusCollege,Engish,German,French,n/a,n/a,BLP,20,13.0,8.0,,20,10.0,4.0,,20,10.0,4.0,,5,10.0,0.0,,20,10.0,0.0,,2,7.0,0.0,,2,8,0,,8,2,0,,5,5,0,,7,2,1,,6,3,1,,6,5.0,3.0,,6,6.0,4.0,,6,6.0,5.0,,true,true,true,,6,6.0,2.0,,6,6.0,3.0,,6,5.0,3.0,,6,6.0,6.0,,6,6.0,6.0,,39.498000000000005,27.240000000000002,7.264,0.0,30.520000000000003,21.8,10.9,0.0,54.480000000000004,52.21,31.78,0.0,54.480000000000004,52.21,40.86,0.0,178.978,153.46,90.804,0.0
0,69e0e73998a997f72e680509,20,Man,College,english,n/a,n/a,n/a,no,BLP,20,,,,18,,,,12,,,,20,,,,20,,,,20,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,49.940000000000005,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,213.40000000000003,0.0,0.0,0.0
0,69e258d883661ada98acc7ee,20,Woman,MinusCollege,English,n/a,n/a,n/a,no,BLP,20,,,,20,,,,15,,,,20,,,,20,,,,2,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,44.038000000000004,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,207.49800000000005,0.0,0.0,0.0
0,69e266c172efe398cfc4c52d,18,Woman,HighSchool,English,n/a,n/a,n/a,No,BLP,20,,,,0,,,,18,,,,18,,,,18,,,,0,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,5,,,,3,,,,33.596000000000004,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,45.4,0.0,0.0,0.0,187.97600000000003,0.0,0.0,0.0
0,69e50234165d341516973996,22,Man,Masters,Darija,French,english,n/a,no,BLP,19,16.0,8.0,,19,15.0,0.0,,0,20.0,10.0,,20,2.0,0.0,,20,20.0,0.0,,20,18.0,2.0,,0,2,8,,10,0,0,,0,2,8,,5,1,4,,4,3,3,,6,6.0,6.0,,6,6.0,6.0,,6,6.0,5.0,,true,true,true,,6,5.0,4.0,,6,4.0,6.0,,6,0.0,3.0,,6,2.0,4.0,,6,0.0,3.0,,44.492000000000004,41.314,9.08,0.0,20.71,8.72,35.970000000000006,0.0,54.480000000000004,52.21,47.67,0.0,54.480000000000004,13.620000000000001,36.32,0.0,174.162,115.864,129.04,0.0
0,69e511fc6bace0c078531c15,19,Woman,College,Englosh,Dutch,N/A,N/A,YES,BLP,20,9.0,,,20,5.0,,,19,10.0,,,19,6.0,,,19,10.0,,,19,2.0,,,7,3,,,9,1,,,9,1,,,10,0,,,10,0,,,6,3.0,,,6,4.0,,,6,3.0,,,true,true,,,6,2.0,,,6,3.0,,,6,1.0,,,6,2.0,,,6,3.0,,,52.664,19.068,0.0,0.0,49.050000000000004,5.45,0.0,0.0,54.480000000000004,27.240000000000002,0.0,0.0,54.480000000000004,20.43,0.0,0.0,210.67400000000004,72.188,0.0,0.0
0,69e549ba0b6a44f0ec2b09cc,20,Woman,College,english,n/a,n/a,n/a,no,BLP,20,,,,20,,,,20,,,,20,,,,20,,,,20,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,54.480000000000004,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,217.94000000000005,0.0,0.0,0.0
0,69e743c5f506b9499e8fa3f9,21,Man,PlusCollege,English,n/a,n/a,n/a,no,BLP,17,,,,15,,,,12,,,,20,,,,20,,,,20,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,47.216,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,210.67600000000004,0.0,0.0,0.0
0,69e90048f00cb9113be223d3,22,Man,HighSchool,spanish,english,french,n/a,no,BLP,20,17.0,12.0,,20,13.0,0.0,,12,16.0,8.0,,20,0.0,0.0,,20,0.0,0.0,,20,0.0,0.0,,10,0,0,,9,1,0,,10,0,0,,9,1,0,,10,0,0,,6,6.0,2.0,,6,6.0,3.0,,6,6.0,2.0,,true,true,true,,6,6.0,1.0,,6,6.0,0.0,,6,0.0,0.0,,6,6.0,0.0,,6,0.0,0.0,,50.848,20.884,9.08,0.0,52.32000000000001,2.18,9.81,0.0,54.480000000000004,54.480000000000004,18.16,0.0,54.480000000000004,27.240000000000002,0.0,0.0,212.12800000000004,104.78400000000002,37.05,0.0
