,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoAL3,AoAL4,AoEaseL1,AoEaseL2,AoEaseL3,AoEaseL4,yearsEduL1,yearsEduL2,yearsEduL3,yearsEduL4,yearsCountryL1,yearsCountryL2,yearsCountryL3,yearsCountryL4,yearsFamilyL1,yearsFamilyL2,yearsFamilyL3,yearsFamilyL4,yearsWorkL1,yearsWorkL2,yearsWorkL3,yearsWorkL4,PercFriendsL1,PercFriendsL2,PercFriendsL3,PercFriendsL4,PercFamilyL1,PercFamilyL2,PercFamilyL3,PercFamilyL4,PercWorkL1,PercWorkL2,PercWorkL3,PercWorkL4,PercSelfL1,PercSelfL2,PercSelfL3,PercSelfL4,PercCountL1,PercCountL2,PercCountL3,PercCountL4,ProfSpeakL1,ProfSpeakL2,ProfSpeakL3,ProfSpeakL4,ProfUnderstandL1,ProfUnderstandL2,ProfUnderstandL3,ProfUnderstandL4,ProfReadL1,ProfReadL2,ProfReadL3,ProfReadL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfWriteL1,ProfWriteL2,ProfWriteL3,ProfWriteL4,AttSelfL1,AttSelfL2,AttSelfL3,AttSelfL4,AttCultureL1,AttCultureL2,AttCultureL3,AttCultureL4,AttNativeLevelL1,AttNativeLevelL2,AttNativeLevelL3,AttNativeLevelL4,AttMothertongueL1,AttMothertongueL2,AttMothertongueL3,AttMothertongueL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score
0,5ba4da6f03692b00019adae6,24,Man,College,Enlish,n/a,n/a,n/a,n/a,BLP,20,,,,16,,,,9,,,,20,,,,20,,,,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,43.13,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,206.59000000000003,0.0,0.0,0.0
0,5ea2e2054687bd0517c23492,25,Man,MinusCollege,Portuguese,English,Spanish,n/a,No,BLP,20,12.0,12.0,,20,6.0,6.0,,12,5.0,3.0,,20,0.0,0.0,,20,0.0,0.0,,3,0.0,0.0,,9,1,0,,10,0,0,,7,3,0,,8,2,0,,8,2,0,,6,5.0,3.0,,6,6.0,5.0,,6,6.0,5.0,,true,true,true,,6,5.0,3.0,,6,4.0,3.0,,6,3.0,4.0,,6,6.0,6.0,,6,6.0,6.0,,43.13,10.442,9.534,0.0,45.78,8.72,10.9,0.0,54.480000000000004,49.94,36.32,0.0,54.480000000000004,43.13,43.13,0.0,197.87,112.232,99.88400000000001,0.0
0,60c0fa09ef735c52ada64d23,24,Woman,College,english,n/a,n/a,n/a,no,BLP,20,,,,20,,,,16,,,,20,,,,20,,,,1,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,5,,,,6,,,,6,,,,44.038000000000004,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,52.21,0.0,0.0,0.0,205.22800000000004,0.0,0.0,0.0
0,60fa6f5d0c4ef9c26538f610,23,Woman,MinusCollege,Italian,English,n/a,n/a,No,BLP,20,14.0,,,20,10.0,,,13,8.0,,,20,0.0,,,20,0.0,,,20,0.0,,,10,0,,,10,0,,,9,1,,,10,0,,,10,0,,,6,4.0,,,6,4.0,,,6,4.0,,,true,true,,,6,3.0,,,6,4.0,,,5,3.0,,,6,3.0,,,3,2.0,,,51.302,14.528,0.0,0.0,53.410000000000004,1.09,0.0,0.0,54.480000000000004,34.05,0.0,0.0,45.4,27.240000000000002,0.0,0.0,204.592,76.908,0.0,0.0
0,60fa7628023c88195f68529c,24,Woman,PlusCollege,English,N/A,N/A,N/A,N/A,BLP,20,,,,20,,,,20,,,,20,,,,20,,,,3,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,46.762,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,210.22200000000004,0.0,0.0,0.0
0,6124f23ea1f4ef44fe280dd4,25,Woman,HighSchool,Italian,English,n/a,n/a,no,BLP,20,14.0,,,20,7.0,,,14,14.0,,,20,0.0,,,20,0.0,,,20,0.0,,,9,1,,,9,1,,,8,2,,,10,0,,,10,0,,,6,5.0,,,6,6.0,,,6,4.0,,,true,true,,,6,4.0,,,6,6.0,,,6,0.0,,,6,0.0,,,6,0.0,,,51.756,15.89,0.0,0.0,50.14,4.36,0.0,0.0,54.480000000000004,43.13,0.0,0.0,54.480000000000004,13.620000000000001,0.0,0.0,210.856,77.0,0.0,0.0
0,612e6bf6f0eba168c2a1dc35,23,Man,College,Portuguese,English,Spanish,n/a,No,BLP,20,12.0,2.0,,20,8.0,0.0,,12,8.0,0.0,,20,0.0,0.0,,20,20.0,0.0,,4,4.0,4.0,,8,2,0,,9,1,0,,6,3,1,,9,1,0,,9,1,0,,6,6.0,2.0,,6,6.0,4.0,,6,6.0,2.0,,true,true,true,,6,6.0,0.0,,6,6.0,1.0,,6,6.0,2.0,,6,6.0,3.0,,6,6.0,3.0,,43.584,23.608,2.724,0.0,44.690000000000005,8.72,10.9,0.0,54.480000000000004,54.480000000000004,18.16,0.0,54.480000000000004,54.480000000000004,20.43,0.0,197.23400000000004,141.288,52.214,0.0
0,61353c933f32fef782432cc7,23,Man,MinusCollege,Italian,English,French,n/a,n/a,BLP,20,14.0,9.0,,20,7.0,0.0,,13,14.0,9.0,,20,0.0,0.0,,20,0.0,0.0,,20,0.0,0.0,,9,1,0,,10,0,0,,10,0,0,,10,0,0,,10,0,0,,6,5.0,2.0,,6,6.0,3.0,,6,6.0,4.0,,true,true,true,,5,4.0,0.0,,6,0.0,0.0,,6,0.0,0.0,,4,0.0,0.0,,3,0.0,0.0,,51.302,15.89,8.172,0.0,53.410000000000004,1.09,10.9,0.0,52.21,47.67,20.43,0.0,43.13,0.0,0.0,0.0,200.052,64.65,39.502,0.0
0,659c0682d109f8537a89fdd3,24,Man,College,english,cantonese,n/a,n/a,n/a,BLP,17,20.0,,,13,16.0,,,16,2.0,,,20,0.0,,,20,20.0,,,20,0.0,,,10,0,,,5,5,,,10,0,,,10,0,,,10,0,,,6,3.0,,,6,3.0,,,6,0.0,,,true,true,,,6,0.0,,,6,3.0,,,4,4.0,,,5,4.0,,,6,4.0,,,48.124,26.332,0.0,0.0,49.050000000000004,5.45,0.0,0.0,54.480000000000004,13.620000000000001,0.0,0.0,47.67,34.05,0.0,0.0,199.324,79.452,0.0,0.0
0,65b3c533a99b6a6b97a6f54a,22,Man,HighSchool,greek,english,n/a,n/a,no ,BLP,20,11.0,,,13,6.0,,,12,7.0,,,20,0.0,,,20,0.0,,,20,2.0,,,9,1,,,10,0,,,3,7,,,8,2,,,10,0,,,6,5.0,,,6,6.0,,,6,5.0,,,true,true,,,5,4.0,,,6,3.0,,,5,4.0,,,6,5.0,,,6,5.0,,,47.67,11.804,0.0,0.0,43.6,10.9,0.0,0.0,52.21,45.4,0.0,0.0,52.21,38.59,0.0,0.0,195.69000000000003,106.694,0.0,0.0
0,65fad6c874ac75642ffc254b,18-25,Other,PlusCollege,English,Hindi,Urdu,Telugu,n/a,BLP,19,19.0,20.0,19.0,16,20.0,20.0,18.0,20,12.0,5.0,12.0,20,20.0,20.0,20.0,9,18.0,20.0,3.0,20,20.0,20.0,15.0,6,1,2,1,1,3,6,0,8,0,2,0,8,1,1,0,9,0,1,0,6,6.0,6.0,1.0,6,4.0,6.0,5.0,6,4.0,3.0,4.0,true,true,true,true,6,6.0,2.0,5.0,6,3.0,6.0,0.0,4,5.0,6.0,3.0,3,0.0,0.0,4.0,0,0.0,4.0,0.0,47.216,49.486000000000004,47.67,39.498000000000005,34.88,5.45,7.630000000000001,1.09,54.480000000000004,45.4,38.59,34.05,29.51,18.16,36.32,15.89,166.086,118.49600000000001,130.21,90.528
0,65feaaac53eb219f09ad5ea0,25,Man,PlusCollege,English,French,German,n/a,no,BLP,20,12.0,4.0,,20,8.0,0.0,,20,8.0,2.0,,20,5.0,2.0,,20,2.0,0.0,,20,5.0,0.0,,7,2,1,,9,1,0,,6,3,1,,6,2,2,,8,2,0,,6,4.0,2.0,,6,4.0,3.0,,6,5.0,3.0,,true,true,true,,6,5.0,4.0,,6,6.0,5.0,,6,5.0,3.0,,6,5.0,5.0,,6,6.0,6.0,,54.480000000000004,18.16,3.632,0.0,39.24,10.9,14.170000000000002,0.0,54.480000000000004,40.86,27.240000000000002,0.0,54.480000000000004,49.94,43.13,0.0,202.68,119.86,88.172,0.0
0,66019ce5f01f7f69af8016d1,25,Woman,Masters,Portuguese,English,Italian,Spanish,No,BLP,20,10.0,0.0,0.0,20,4.0,0.0,0.0,17,10.0,0.0,0.0,20,0.0,0.0,0.0,20,0.0,5.0,0.0,5,5.0,0.0,4.0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,6,4.0,2.0,1.0,6,5.0,3.0,2.0,6,6.0,2.0,2.0,true,true,true,true,6,5.0,1.0,0.0,6,4.0,2.0,1.0,6,3.0,4.0,3.0,6,6.0,6.0,3.0,6,6.0,6.0,4.0,46.308,13.166,2.27,1.816,54.50000000000001,0.0,10.9,0.0,54.480000000000004,45.4,18.16,11.35,54.480000000000004,43.13,40.86,24.97,209.76800000000003,101.696,72.19,38.135999999999996
0,66446d88662725412dc27d06,23,Man,College,Urdu,Punjabi,English,Arabic,N/A,BLP,20,20.0,20.0,17.0,14,13.0,16.0,6.0,12,0.0,12.0,8.0,1,1.0,8.0,16.0,20,20.0,20.0,20.0,20,20.0,20.0,16.0,1,2,7,0,1,9,0,0,0,0,10,0,1,7,2,0,0,1,9,0,6,6.0,6.0,1.0,6,6.0,6.0,2.0,6,6.0,6.0,4.0,true,true,true,true,3,0.0,6.0,1.0,6,6.0,6.0,0.0,6,6.0,0.0,4.0,6,6.0,6.0,0.0,6,6.0,6.0,0.0,39.498000000000005,33.596000000000004,43.584,37.682,3.2700000000000005,20.71,31.610000000000003,0.0,47.67,40.86,54.480000000000004,18.16,54.480000000000004,54.480000000000004,40.86,9.08,144.918,149.64600000000002,170.534,64.922
0,66676e9de30c99b6eaa0b5a3,23,Man,MinusCollege,Spanish,English,German,n/a,no,BLP,20,17.0,15.0,,20,10.0,7.0,,17,15.0,12.0,,20,0.0,0.0,,20,0.0,0.0,,20,3.0,3.0,,10,0,0,,10,0,0,,8,2,0,,10,0,0,,10,0,0,,6,5.0,3.0,,6,6.0,3.0,,6,6.0,3.0,,true,true,true,,6,6.0,3.0,,6,4.0,1.0,,6,2.0,2.0,,6,6.0,2.0,,6,4.0,3.0,,53.118,20.43,16.798000000000002,0.0,52.32000000000001,2.18,10.9,0.0,54.480000000000004,52.21,27.240000000000002,0.0,54.480000000000004,36.32,18.16,0.0,214.39800000000002,111.13999999999999,73.098,0.0
0,666b081591c316f46bbb3361,21,Man,HighSchool,English,Russian,German,n/a,n/a,BLP,12,3.0,4.0,,6,0.0,0.0,,6,3.0,3.0,,3,1.0,1.0,,2,1.0,3.0,,4,1.0,1.0,,8,1,1,,7,2,1,,9,1,0,,7,1,2,,8,1,1,,6,1.0,1.0,,6,4.0,3.0,,6,2.0,3.0,,true,true,true,,6,1.0,1.0,,6,2.0,3.0,,5,1.0,3.0,,6,2.0,1.0,,5,1.0,1.0,,14.982000000000001,4.086,5.448,0.0,42.510000000000005,6.540000000000001,11.99,0.0,54.480000000000004,18.16,18.16,0.0,49.94,13.620000000000001,18.16,0.0,161.912,42.406000000000006,53.757999999999996,0.0
0,669d0b18e3a1ae0b5f7571ef,23,Man,MinusCollege,English,Portuguese,n/a,n/a,n/a,BLP,20,20.0,,,20,20.0,,,4,16.0,,,4,19.0,,,20,20.0,,,4,4.0,,,5,5,,,6,4,,,5,5,,,9,1,,,9,1,,,6,6.0,,,6,6.0,,,6,5.0,,,true,true,,,6,6.0,,,6,4.0,,,5,4.0,,,6,6.0,,,6,6.0,,,32.688,44.946,0.0,0.0,37.06,17.44,0.0,0.0,54.480000000000004,52.21,0.0,0.0,52.21,45.4,0.0,0.0,176.43800000000002,159.996,0.0,0.0
0,66b2acaa5fe9506f6cd278a8,23,Man,MinusCollege,Portuguese,English,Spanish,french,no,BLP,20,13.0,9.0,7.0,20,20.0,0.0,0.0,14,9.0,0.0,3.0,20,0.0,0.0,0.0,20,1.0,0.0,0.0,20,1.0,1.0,0.0,9,1,0,0,8,2,0,0,8,1,1,0,7,3,0,0,8,1,1,0,6,6.0,2.0,0.0,6,6.0,6.0,0.0,6,6.0,6.0,0.0,true,true,true,true,6,6.0,4.0,0.0,6,6.0,2.0,0.0,6,5.0,1.0,0.0,6,3.0,1.0,0.0,6,4.0,0.0,0.0,51.756,19.976,4.54,4.54,43.6,8.72,10.9,0.0,54.480000000000004,54.480000000000004,40.86,0.0,54.480000000000004,40.86,9.08,0.0,204.31600000000003,124.036,65.38,4.54
0,66c7469a4526d21d11ed0e15,22,Man,HighSchool,english,n/a,n/a,n/a,n/a,BLP,20,,,,20,,,,12,,,,20,,,,20,,,,3,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,43.13,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,206.59000000000003,0.0,0.0,0.0
0,66ca0a6b19da058b82d8637d,24,Man,MinusCollege,Spanish,English,n/a,n/a,No,BLP,20,16.0,,,15,8.0,,,6,4.0,,,20,0.0,,,20,0.0,,,20,0.0,,,8,2,,,10,0,,,10,0,,,0,10,,,8,2,,,6,5.0,,,6,6.0,,,6,6.0,,,true,true,,,6,3.0,,,2,6.0,,,0,6.0,,,6,6.0,,,6,6.0,,,45.854,12.712,0.0,0.0,39.24,15.260000000000002,0.0,0.0,54.480000000000004,45.4,0.0,0.0,31.78,54.480000000000004,0.0,0.0,171.354,127.852,0.0,0.0
0,66ce4da62b4ca0e6ead754d6,23,Man,College,Arabic,English,n/a,n/a,"yes,some french",BLP,20,10.0,,,20,6.0,,,20,8.0,,,20,0.0,,,20,0.0,,,20,3.0,,,8,2,,,10,0,,,6,4,,,9,1,,,9,1,,,6,5.0,,,6,6.0,,,6,6.0,,,true,true,,,6,4.0,,,6,6.0,,,6,2.0,,,6,0.0,,,6,3.0,,,54.480000000000004,12.258000000000001,0.0,0.0,45.78,8.72,0.0,0.0,54.480000000000004,47.67,0.0,0.0,54.480000000000004,24.97,0.0,0.0,209.22000000000003,93.618,0.0,0.0
0,66cf143e060992b3d817c20f,24,Woman,PlusCollege,english,hindi,kannada,tulu,na,BLP,20,13.0,13.0,20.0,20,11.0,10.0,20.0,11,11.0,8.0,0.0,20,20.0,20.0,20.0,20,20.0,20.0,20.0,20,20.0,20.0,20.0,5,3,1,1,1,1,1,7,10,0,0,0,10,0,0,0,8,1,0,1,6,6.0,6.0,6.0,6,6.0,6.0,6.0,6,6.0,6.0,6.0,true,true,true,true,6,5.0,3.0,6.0,6,6.0,6.0,6.0,0,4.0,6.0,6.0,6,6.0,6.0,6.0,6,6.0,6.0,6.0,50.394,43.13,41.314,45.4,37.06,5.45,2.18,9.81,54.480000000000004,52.21,47.67,54.480000000000004,40.86,49.94,54.480000000000004,54.480000000000004,182.79400000000004,150.73000000000002,145.644,164.17000000000002
0,671a35e007e5342c31f94fa7,20,Woman,PlusCollege,English,n/a,n/a,n/a,no,BLP,20,,,,0,,,,11,,,,11,,,,12,,,,2,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,25.424,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,188.88400000000001,0.0,0.0,0.0
0,67269f439696d166fbb74e09,24,Man,College,English,n/a,n/a,n/a,n/a,BLP,20,,,,20,,,,17,,,,20,,,,20,,,,3,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,45.4,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,208.86,0.0,0.0,0.0
0,67270215b5ff7147c67afb89,24,Man,College,GREEK,ENGLISH,n/a,n/a,a tiny bit german,BLP,20,12.0,,,20,5.0,,,18,6.0,,,20,0.0,,,20,0.0,,,20,1.0,,,9,1,,,10,0,,,7,3,,,9,1,,,9,1,,,6,5.0,,,6,6.0,,,6,5.0,,,true,true,,,6,4.0,,,6,1.0,,,6,0.0,,,6,2.0,,,6,3.0,,,53.572,10.896,0.0,0.0,47.96,6.540000000000001,0.0,0.0,54.480000000000004,45.4,0.0,0.0,54.480000000000004,13.620000000000001,0.0,0.0,210.49200000000002,76.456,0.0,0.0
0,673c2ec22f554dedb25d4049,22,Woman,College,french,german,greek,spanish,dutch,BLP,19,14.0,17.0,15.0,20,15.0,13.0,20.0,11,7.0,8.0,9.0,4,6.0,9.0,6.0,6,9.0,9.0,6.0,3,2.0,3.0,5.0,3,2,3,2,4,1,2,3,4,1,3,2,5,1,1,3,3,2,3,2,6,6.0,5.0,5.0,6,6.0,6.0,6.0,6,5.0,6.0,5.0,true,true,true,true,6,6.0,5.0,6.0,6,6.0,6.0,6.0,5,4.0,4.0,4.0,6,6.0,5.0,4.0,6,5.0,5.0,5.0,28.602,24.062,26.786,27.694000000000003,20.71,7.630000000000001,15.260000000000002,13.080000000000002,54.480000000000004,52.21,49.94,49.94,52.21,47.67,45.4,43.13,156.002,131.572,137.386,133.844
0,673caf90069aa7e3820136cc,25,Man,College,English,n/a,n/a,n/a,No,BLP,17,,,,16,,,,12,,,,20,,,,20,,,,20,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,0,,,,4,,,,0,,,,47.67,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,22.7,0.0,0.0,0.0,179.35000000000002,0.0,0.0,0.0
0,67407b1fdd5d63e5b542d325,24,Woman,College,Italian,English,n/a,n/a,no,BLP,20,20.0,,,20,20.0,,,20,20.0,,,20,6.0,,,20,20.0,,,20,20.0,,,5,5,,,6,4,,,5,5,,,5,5,,,5,5,,,6,6.0,,,6,6.0,,,6,6.0,,,true,true,,,6,6.0,,,6,6.0,,,6,6.0,,,6,6.0,,,6,6.0,,,54.480000000000004,48.124,0.0,0.0,28.340000000000003,26.160000000000004,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,191.78000000000003,183.24400000000003,0.0,0.0
0,67503701c4ef8958767a58d9,22,Man,College,ENGLISH ,ARABIC,FRENCH,DUTCH,NO,BLP,19,18.0,14.0,10.0,20,14.0,14.0,9.0,14,10.0,9.0,7.0,20,4.0,2.0,2.0,20,15.0,15.0,15.0,7,2.0,7.0,2.0,5,3,1,1,6,1,2,1,9,0,1,0,7,2,1,0,9,1,0,0,6,4.0,3.0,3.0,6,5.0,4.0,3.0,6,6.0,5.0,3.0,true,true,true,true,6,6.0,6.0,4.0,6,6.0,5.0,5.0,6,6.0,5.0,3.0,6,6.0,4.0,4.0,6,6.0,6.0,6.0,45.4,28.602,27.694000000000003,20.43,39.24,7.630000000000001,9.81,2.18,54.480000000000004,47.67,40.86,29.51,54.480000000000004,54.480000000000004,45.4,40.86,193.60000000000002,138.382,123.76400000000001,92.98
0,677302ad15f7e3d0c1725fef,19,Woman,MinusCollege,English,n/a,n/a,n/a,no,BLP,20,,,,20,,,,14,,,,19,,,,19,,,,0,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,41.768,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,205.228,0.0,0.0,0.0
0,68c00b0de12e311f71a427fd,24,Man,College,arabic,english,spanish ,n/a,no,BLP,20,14.0,0.0,,20,3.0,0.0,,15,12.0,2.0,,20,4.0,0.0,,20,3.0,0.0,,20,6.0,1.0,,7,2,1,,9,1,0,,4,5,1,,8,2,0,,6,3,1,,6,6.0,2.0,,6,6.0,2.0,,6,6.0,2.0,,true,true,true,,6,6.0,2.0,,6,4.0,3.0,,6,3.0,3.0,,6,6.0,6.0,,6,6.0,6.0,,52.21,19.068,1.362,0.0,37.06,14.170000000000002,13.080000000000002,0.0,54.480000000000004,54.480000000000004,18.16,0.0,54.480000000000004,43.13,40.86,0.0,198.23000000000002,130.848,73.462,0.0
0,68c91cf657e369ac5e1a5663,23,Man,College,Arabic,English,n/a,n/a,no,BLP,20,15.0,,,20,10.0,,,16,11.0,,,20,0.0,,,20,0.0,,,2,3.0,,,8,2,,,10,0,,,10,0,,,5,5,,,5,5,,,6,6.0,,,6,6.0,,,6,6.0,,,true,true,,,6,6.0,,,6,6.0,,,2,4.0,,,6,6.0,,,0,0.0,,,44.492000000000004,17.706,0.0,0.0,41.42,13.080000000000002,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,31.78,36.32,0.0,0.0,172.172,121.58600000000001,0.0,0.0
0,68d446bc9f28065a31881b5f,23,Man,College,arabic,english,n/a,n/a,no,BLP,20,14.0,,,20,5.0,,,12,17.0,,,20,0.0,,,20,0.0,,,20,1.0,,,9,1,,,10,0,,,4,6,,,9,1,,,9,1,,,6,4.0,,,6,5.0,,,6,4.0,,,true,true,,,6,3.0,,,6,4.0,,,6,4.0,,,6,4.0,,,6,3.0,,,50.848,16.798000000000002,0.0,0.0,44.690000000000005,9.81,0.0,0.0,54.480000000000004,36.32,0.0,0.0,54.480000000000004,34.05,0.0,0.0,204.49800000000005,96.97800000000001,0.0,0.0
0,690b6a1d98044838e462d048,23,Man,College,Arabic,English,French,n/a,"Japanese (n5), German (a1+)",BLP,20,8.0,15.0,,20,0.0,0.0,,18,10.0,14.0,,20,0.0,0.0,,20,0.0,0.0,,2,2.0,2.0,,5,3,2,,7,1,2,,4,1,5,,5,4,1,,5,4,1,,6,4.0,2.0,,6,5.0,3.0,,6,6.0,4.0,,true,true,true,,6,4.0,2.0,,6,4.0,1.0,,6,2.0,3.0,,6,5.0,4.0,,6,5.0,3.0,,45.4,9.08,14.074,0.0,28.340000000000003,14.170000000000002,17.44,0.0,54.480000000000004,43.13,24.97,0.0,54.480000000000004,36.32,24.97,0.0,182.70000000000005,102.69999999999999,81.45400000000001,0.0
0,692e8f1540ec35b6b4bb0b51,23,Man,College,Portuguese,English,n/a,n/a,No,BLP,20,10.0,,,20,6.0,,,17,8.0,,,20,0.0,,,20,0.0,,,20,0.0,,,9,1,,,10,0,,,8,2,,,9,1,,,9,1,,,6,5.0,,,6,5.0,,,6,5.0,,,true,true,,,6,4.0,,,6,4.0,,,6,5.0,,,6,4.0,,,6,4.0,,,53.118,10.896,0.0,0.0,49.050000000000004,5.45,0.0,0.0,54.480000000000004,43.13,0.0,0.0,54.480000000000004,38.59,0.0,0.0,211.12800000000004,98.066,0.0,0.0
0,6931bc7a9286300ba24d7703,24,Woman,HighSchool,Portuguese,English,n/a,n/a,no,BLP,20,8.0,,,20,6.0,,,18,0.0,,,20,0.0,,,20,0.0,,,20,0.0,,,9,1,,,10,0,,,10,0,,,8,2,,,9,1,,,6,4.0,,,6,4.0,,,6,4.0,,,true,true,,,6,3.0,,,6,3.0,,,6,3.0,,,6,5.0,,,6,3.0,,,53.572,6.356,0.0,0.0,50.14,4.36,0.0,0.0,54.480000000000004,34.05,0.0,0.0,54.480000000000004,31.78,0.0,0.0,212.67200000000003,76.54599999999999,0.0,0.0
0,6931ed877a6b11c2d99e317a,20,Woman,HighSchool,Italian,English,n/a,n/a,no,BLP,20,14.0,,,20,7.0,,,15,13.0,,,20,0.0,,,20,0.0,,,20,0.0,,,10,0,,,10,0,,,9,1,,,10,0,,,9,1,,,6,4.0,,,6,5.0,,,6,6.0,,,true,true,,,6,4.0,,,6,3.0,,,4,4.0,,,6,5.0,,,6,4.0,,,52.21,15.436,0.0,0.0,52.32000000000001,2.18,0.0,0.0,54.480000000000004,43.13,0.0,0.0,49.94,36.32,0.0,0.0,208.95,97.066,0.0,0.0
0,6931edb6c25b0bfc7745d97b,21,Woman,HighSchool,italiano,inglese,spagnolo,n/a,no,BLP,20,9.0,6.0,,20,6.0,1.0,,20,10.0,3.0,,20,1.0,1.0,,20,0.0,0.0,,20,2.0,1.0,,6,2,2,,6,2,2,,6,2,2,,6,2,2,,6,2,2,,6,4.0,2.0,,6,4.0,3.0,,6,4.0,3.0,,true,true,true,,6,4.0,3.0,,6,4.0,3.0,,6,3.0,5.0,,6,6.0,6.0,,6,6.0,6.0,,54.480000000000004,12.712,5.448,0.0,32.7,10.9,15.260000000000002,0.0,54.480000000000004,36.32,24.97,0.0,54.480000000000004,43.13,45.4,0.0,196.14000000000004,103.06200000000001,91.078,0.0
0,6932b8da8751dc6771770907,25,Man,College,French,English,German,N/A,No,BLP,20,10.0,5.0,,20,5.0,0.0,,20,16.0,5.0,,20,0.0,0.0,,20,0.0,0.0,,20,0.0,0.0,,10,0,0,,9,0,1,,10,0,0,,5,5,0,,10,0,0,,6,6.0,3.0,,6,6.0,5.0,,6,6.0,5.0,,true,true,true,,6,6.0,5.0,,6,6.0,4.0,,3,6.0,3.0,,6,6.0,6.0,,6,6.0,6.0,,54.480000000000004,14.074,4.54,0.0,47.96,5.45,9.81,0.0,54.480000000000004,54.480000000000004,40.86,0.0,47.67,54.480000000000004,43.13,0.0,204.59000000000003,128.484,98.34,0.0
0,6932c63c66408da96a982ab1,22,Woman,College,English,n/a,n/a,n/a,n/a,BLP,20,,,,20,,,,16,,,,20,,,,20,,,,3,,,,10,,,,10,,,,10,,,,10,,,,10,,,,6,,,,6,,,,6,,,,true,,,,6,,,,6,,,,6,,,,6,,,,6,,,,44.946,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,208.406,0.0,0.0,0.0
0,6951d6fd93f50ed0e6363eba,19,Man,HighSchool,dutch,english,chinese (dialect),french but very poor,"im still learning mandarin chinese, it's also atleast as bad as my french",BLP,17,14.0,17.0,8.0,20,5.0,0.0,0.0,19,7.0,0.0,7.0,19,0.0,0.0,1.0,19,0.0,19.0,0.0,19,0.0,0.0,0.0,8,2,0,0,9,0,1,0,10,0,0,0,3,7,0,0,10,0,0,0,6,5.0,3.0,2.0,6,5.0,3.0,2.0,6,5.0,0.0,2.0,true,true,true,true,6,5.0,0.0,1.0,6,6.0,1.0,0.0,6,1.0,6.0,1.0,3,3.0,2.0,1.0,6,6.0,2.0,1.0,51.302,11.804,16.344,7.264,43.6,9.81,9.81,0.0,54.480000000000004,45.4,13.620000000000001,15.89,47.67,36.32,24.97,6.8100000000000005,197.05200000000002,103.334,64.744,29.964
