"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoAL2","AoAL3","AoAL4","AoEaseL1","AoEaseL2","AoEaseL3","AoEaseL4","yearsEduL1","yearsEduL2","yearsEduL3","yearsEduL4","yearsCountryL1","yearsCountryL2","yearsCountryL3","yearsCountryL4","yearsFamilyL1","yearsFamilyL2","yearsFamilyL3","yearsFamilyL4","yearsWorkL1","yearsWorkL2","yearsWorkL3","yearsWorkL4","PercFriendsL1","PercFriendsL2","PercFriendsL3","PercFriendsL4","PercFamilyL1","PercFamilyL2","PercFamilyL3","PercFamilyL4","PercWorkL1","PercWorkL2","PercWorkL3","PercWorkL4","PercSelfL1","PercSelfL2","PercSelfL3","PercSelfL4","PercCountL1","PercCountL2","PercCountL3","PercCountL4","ProfSpeakL1","ProfSpeakL2","ProfSpeakL3","ProfSpeakL4","ProfUnderstandL1","ProfUnderstandL2","ProfUnderstandL3","ProfUnderstandL4","ProfReadL1","ProfReadL2","ProfReadL3","ProfReadL4","AttentionL1","AttentionL2","AttentionL3","AttentionL4","ProfWriteL1","ProfWriteL2","ProfWriteL3","ProfWriteL4","AttSelfL1","AttSelfL2","AttSelfL3","AttSelfL4","AttCultureL1","AttCultureL2","AttCultureL3","AttCultureL4","AttNativeLevelL1","AttNativeLevelL2","AttNativeLevelL3","AttNativeLevelL4","AttMothertongueL1","AttMothertongueL2","AttMothertongueL3","AttMothertongueL4","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC8_hist_L2","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"5ba4da6f03692b00019adae6",24,"Man","College","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,16,NA,NA,NA,9,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,10669.857025,0,0,206.59,206.59,1,1,"mono","same"
"5ea2e2054687bd0517c23492",25,"Man","MinusCollege","Portuguese","English","Spanish","n/a","n/a","BLP",20,12,12,NA,20,6,6,NA,12,5,3,NA,20,0,0,NA,20,0,0,NA,3,0,0,NA,9,1,0,NA,10,0,0,NA,7,3,0,NA,8,2,0,NA,8,2,0,NA,6,5,3,NA,6,6,5,NA,6,6,5,NA,"true","true","true","",6,5,3,NA,6,4,3,NA,6,3,4,NA,6,6,6,NA,6,6,6,NA,43.13,10.442,9.534,0,45.78,8.72,10.9,0,54.48,49.94,36.32,0,54.48,43.13,43.13,0,197.87,112.232,99.884,0,-0.665018478836076,1.52349434474671,-0.535458774911235,-1.05072220365151,6567.747377,1.51523720231591,1.17861371718216,409.986,85.638,0.95274469867231,0.788927524557326,"tri","same"
"60c0fa09ef735c52ada64d23",24,"Woman","College","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,20,NA,NA,NA,16,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,44.038,0,0,0,54.5,0,0,0,54.48,0,0,0,52.21,0,0,0,205.228,0,0,0,-0.0650913955054878,-0.472517478468199,-0.845595495592234,-0.616627109325475,10529.632996,0,0,205.228,205.228,1,1,"mono","same"
"60fa6f5d0c4ef9c26538f610",23,"Woman","MinusCollege","Italian","English","n/a","n/a","n/a","BLP",20,14,NA,NA,20,10,NA,NA,13,8,NA,NA,20,0,NA,NA,20,0,NA,NA,20,0,NA,NA,10,0,NA,NA,10,0,NA,NA,9,1,NA,NA,10,0,NA,NA,10,0,NA,NA,6,4,NA,NA,6,4,NA,NA,6,4,NA,NA,"true","true","","",6,3,NA,NA,6,4,NA,NA,5,3,NA,NA,6,3,NA,NA,3,2,NA,NA,51.302,14.528,0,0,53.41,1.09,0,0,54.48,34.05,0,0,45.4,27.24,0,0,204.592,76.908,0,0,-0.195978281745358,-0.56845054333031,-1.39075706881138,-0.00920105436941205,9320.721476,0.846030082843296,0.141440542541821,281.5,127.684,0.910695908293964,0.721387321030952,"bi","same"
"60fa7628023c88195f68529c",24,"Woman","PlusCollege","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,3,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,46.762,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,210.222,0,0,0,-0.0360749245047954,-0.484060676866861,-0.798768124981486,-0.634918253034552,11048.322321,0,0,210.222,210.222,1,1,"mono","same"
"6124f23ea1f4ef44fe280dd4",25,"Woman","HighSchool","Italian","English","n/a","n/a","n/a","BLP",20,14,NA,NA,20,7,NA,NA,14,14,NA,NA,20,0,NA,NA,20,0,NA,NA,20,0,NA,NA,9,1,NA,NA,9,1,NA,NA,8,2,NA,NA,10,0,NA,NA,10,0,NA,NA,6,5,NA,NA,6,6,NA,NA,6,4,NA,NA,"true","true","","",6,4,NA,NA,6,6,NA,NA,6,0,NA,NA,6,0,NA,NA,6,0,NA,NA,51.756,15.89,0,0,50.14,4.36,0,0,54.48,43.13,0,0,54.48,13.62,0,0,210.856,77,0,0,-0.115813010400167,-0.68244629008901,-0.641954005477561,0.0701911947986994,9891.32785066667,0.837846902919634,0.402179190202273,287.856,133.856,0.906757861244292,0.765704864789611,"bi","same"
"612e6bf6f0eba168c2a1dc35",23,"Man","College","Portuguese","English","Spanish","n/a","n/a","BLP",20,12,2,NA,20,8,0,NA,12,8,0,NA,20,0,0,NA,20,20,0,NA,4,4,4,NA,8,2,0,NA,9,1,0,NA,6,3,1,NA,9,1,0,NA,9,1,0,NA,6,6,2,NA,6,6,4,NA,6,6,2,NA,"true","true","true","",6,6,0,NA,6,6,1,NA,6,6,2,NA,6,6,3,NA,6,6,3,NA,43.584,23.608,2.724,0,44.69,8.72,10.9,0,54.48,54.48,18.16,0,54.48,54.48,20.43,0,197.234,141.288,52.214,0,-0.480236738976271,0.640287118284265,-0.72036863528566,0.00763671349811755,7807.06535733334,1.41653213527273,1.18978011481582,390.736,55.946,0.909009078084431,0.79303654123642,"tri","same"
"61353c933f32fef782432cc7",23,"Man","MinusCollege","Italian","English","French","n/a","n/a","BLP",20,14,9,NA,20,7,0,NA,13,14,9,NA,20,0,0,NA,20,0,0,NA,20,0,0,NA,9,1,0,NA,10,0,0,NA,10,0,0,NA,10,0,0,NA,10,0,0,NA,6,5,2,NA,6,6,3,NA,6,6,4,NA,"true","true","true","",5,4,0,NA,6,0,0,NA,6,0,0,NA,4,0,0,NA,3,0,0,NA,51.302,15.89,8.172,0,53.41,1.09,10.9,0,52.21,47.67,20.43,0,43.13,0,0,0,200.052,64.65,39.502,0,-0.4311199801478,0.715396261843071,-1.39705203526184,0.349634011663713,7541.938268,1.25490746705807,0.767889540433205,304.204,135.402,0.89028488732205,0.692543361064444,"tri","same"
"659c0682d109f8537a89fdd3",24,"Man","College","English","Cantonese","n/a","n/a","n/a","BLP",17,20,NA,NA,13,16,NA,NA,16,2,NA,NA,20,0,NA,NA,20,20,NA,NA,20,0,NA,NA,10,0,NA,NA,5,5,NA,NA,10,0,NA,NA,10,0,NA,NA,10,0,NA,NA,6,3,NA,NA,6,3,NA,NA,6,0,NA,NA,"true","true","","",6,0,NA,NA,6,3,NA,NA,4,4,NA,NA,5,4,NA,NA,6,4,NA,NA,48.124,26.332,0,0,49.05,5.45,0,0,54.48,13.62,0,0,47.67,34.05,0,0,199.324,79.452,0,0,-0.202574588879753,-0.601063132930599,-0.800388770234642,0.980300286040933,8871.220912,0.862178528331873,0.468995593589281,278.776,119.872,0.918671196664462,0.78086880944303,"bi","mixed"
"65b3c533a99b6a6b97a6f54a",22,"Man","HighSchool","Greek","English","n/a","n/a","no ","BLP",20,11,NA,NA,13,6,NA,NA,12,7,NA,NA,20,0,NA,NA,20,0,NA,NA,20,2,NA,NA,9,1,NA,NA,10,0,NA,NA,3,7,NA,NA,8,2,NA,NA,10,0,NA,NA,6,5,NA,NA,6,6,NA,NA,6,5,NA,NA,"true","true","","",5,4,NA,NA,6,3,NA,NA,5,4,NA,NA,6,5,NA,NA,6,5,NA,NA,47.67,11.804,0,0,43.6,10.9,0,0,52.21,45.4,0,0,52.21,38.59,0,0,195.69,106.694,0,0,-0.125536694088933,-0.735514682697779,-0.0936278726672308,-0.732503441491352,8939.721624,0.936581274243649,0.721928094887362,302.384,88.996,0.959314362038653,0.857492925712544,"bi","mixed"
