"sbj_ID","Age","Gender","Education","L1","L2","L3","L4","otherLs","task","AoAL1","AoAL2","AoAL3","AoAL4","AoEaseL1","AoEaseL2","AoEaseL3","AoEaseL4","yearsEduL1","yearsEduL2","yearsEduL3","yearsEduL4","yearsCountryL1","yearsCountryL2","yearsCountryL3","yearsCountryL4","yearsFamilyL1","yearsFamilyL2","yearsFamilyL3","yearsFamilyL4","yearsWorkL1","yearsWorkL2","yearsWorkL3","yearsWorkL4","PercFriendsL1","PercFriendsL2","PercFriendsL3","PercFriendsL4","PercFamilyL1","PercFamilyL2","PercFamilyL3","PercFamilyL4","PercWorkL1","PercWorkL2","PercWorkL3","PercWorkL4","PercSelfL1","PercSelfL2","PercSelfL3","PercSelfL4","PercCountL1","PercCountL2","PercCountL3","PercCountL4","ProfSpeakL1","ProfSpeakL2","ProfSpeakL3","ProfSpeakL4","ProfUnderstandL1","ProfUnderstandL2","ProfUnderstandL3","ProfUnderstandL4","ProfReadL1","ProfReadL2","ProfReadL3","ProfReadL4","AttentionL1","AttentionL2","AttentionL3","AttentionL4","ProfWriteL1","ProfWriteL2","ProfWriteL3","ProfWriteL4","AttSelfL1","AttSelfL2","AttSelfL3","AttSelfL4","AttCultureL1","AttCultureL2","AttCultureL3","AttCultureL4","AttNativeLevelL1","AttNativeLevelL2","AttNativeLevelL3","AttNativeLevelL4","AttMothertongueL1","AttMothertongueL2","AttMothertongueL3","AttMothertongueL4","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC8_hist_L2","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","category","script"
"65fad6c874ac75642ffc254b",21,"Woman","PlusCollege","English","Hindi","Urdu","Telugu","n/a","BLP",19,19,20,19,16,20,20,18,20,12,5,12,20,20,20,20,9,18,20,3,20,20,20,15,6,1,2,1,1,3,6,0,8,0,2,0,8,1,1,0,9,0,1,0,6,6,6,1,6,4,6,5,6,4,3,4,"true","true","true","true",6,6,2,5,6,3,6,0,4,5,6,3,3,0,0,4,0,0,4,0,47.216,49.486,47.67,39.498,34.88,5.45,7.63,1.09,54.48,45.4,38.59,34.05,29.51,18.16,36.32,15.89,166.086,118.496,130.21,90.528,2.07504442394761,0.622617077087723,-0.788492372327663,1.91852081402602,979.582898666667,1.96680146074499,1.24160587568878,505.32,47.59,0.977747834879865,0.678709099582607,"quadri","mixed"
"65feaaac53eb219f09ad5ea0",25,"Man","PlusCollege","English","French","German","n/a","n/a","BLP",20,12,4,NA,20,8,0,NA,20,8,2,NA,20,5,2,NA,20,2,0,NA,20,5,0,NA,7,2,1,NA,9,1,0,NA,6,3,1,NA,6,2,2,NA,8,2,0,NA,6,4,2,NA,6,4,3,NA,6,5,3,NA,"true","true","true","",6,5,4,NA,6,6,5,NA,6,5,3,NA,6,5,5,NA,6,6,6,NA,54.48,18.16,3.632,0,39.24,10.9,14.17,0,54.48,40.86,27.24,0,54.48,49.94,43.13,0,202.68,119.86,88.172,0,-0.607882988284438,1.61696883992505,0.0825512855927759,-0.548547377604002,7016.27228266667,1.49788245199544,1.34972275552064,410.712,82.82,0.943082856201828,0.861061583194401,"tri","same"
"66019ce5f01f7f69af8016d1",25,"Woman","Masters","Portuguese","English","Italian","Spanish","n/a","BLP",20,10,0,0,20,4,0,0,17,10,0,0,20,0,0,0,20,0,5,0,5,5,0,4,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,6,4,2,1,6,5,3,2,6,6,2,2,"true","true","true","true",6,5,1,0,6,4,2,1,6,3,4,3,6,6,6,3,6,6,6,4,46.308,13.166,2.27,1.816,54.5,0,10.9,0,54.48,45.4,18.16,11.35,54.48,43.13,40.86,24.97,209.768,101.696,72.19,38.136,1.53258455033937,0.861389730517193,-1.84557717574189,-0.511360108821492,5511.24660366667,1.74534313318848,0.650022421648354,421.79,108.072,0.907645017105454,0.832050294337844,"quadri","same"
"66446d88662725412dc27d06",23,"Man","College","Urdu","Punjabi","English","Arabic","n/a","BLP",20,20,20,17,14,13,16,6,12,0,12,8,1,1,8,16,20,20,20,20,20,20,20,16,1,2,7,0,1,9,0,0,0,0,10,0,1,7,2,0,0,1,9,0,6,6,6,1,6,6,6,2,6,6,6,4,"true","true","true","true",3,0,6,1,6,6,6,0,6,6,0,4,6,6,6,0,6,6,6,0,39.498,33.596,43.584,37.682,3.27,20.71,31.61,0,47.67,40.86,54.48,18.16,54.48,54.48,40.86,9.08,144.918,149.646,170.534,64.922,0.844942351612123,2.60180578765753,2.04695773655596,-0.277558618283406,2153.85439333333,1.92407779246918,1.23424967302461,530.02,4.72800000000001,0.95694640977976,0.846130747549575,"quadri","mixed"
"66676e9de30c99b6eaa0b5a3",23,"Man","MinusCollege","Spanish","English","German","n/a","n/a","BLP",20,17,15,NA,20,10,7,NA,17,15,12,NA,20,0,0,NA,20,0,0,NA,20,3,3,NA,10,0,0,NA,10,0,0,NA,8,2,0,NA,10,0,0,NA,10,0,0,NA,6,5,3,NA,6,6,3,NA,6,6,3,NA,"true","true","true","",6,6,3,NA,6,4,1,NA,6,2,2,NA,6,6,2,NA,6,4,3,NA,53.118,20.43,16.798,0,52.32,2.18,10.9,0,54.48,52.21,27.24,0,54.48,36.32,18.16,0,214.398,111.14,73.098,0,-0.545861212538894,0.869782912509217,-1.54971407983788,0.045890293782347,7978.084828,1.44372122746255,0.851932579217033,398.636,103.258,0.912170502622039,0.705931208002518,"tri","same"
"666b081591c316f46bbb3361",21,"Man","HighSchool","English","Russian","German","n/a","n/a","BLP",12,3,4,NA,6,0,0,NA,6,3,3,NA,3,1,1,NA,2,1,3,NA,4,1,1,NA,8,1,1,NA,7,2,1,NA,9,1,0,NA,7,1,2,NA,8,1,1,NA,6,1,1,NA,6,4,3,NA,6,2,3,NA,"true","true","true","",6,1,1,NA,6,2,3,NA,5,1,3,NA,6,2,1,NA,5,1,1,NA,14.982,4.086,5.448,0,42.51,6.54,11.99,0,54.48,18.16,18.16,0,49.94,13.62,18.16,0,161.912,42.406,53.758,0,-0.511911935735279,0.806843182957818,-0.149113468527894,-0.768054617725887,4750.96056666667,1.32152626642911,1.1699583266118,258.076,119.506,0.89389769578177,0.789280587527802,"tri","mixed"
"669d0b18e3a1ae0b5f7571ef",23,"Man","MinusCollege","English","Portuguese","n/a","n/a","n/a","BLP",20,20,NA,NA,20,20,NA,NA,4,16,NA,NA,4,19,NA,NA,20,20,NA,NA,4,4,NA,NA,5,5,NA,NA,6,4,NA,NA,5,5,NA,NA,9,1,NA,NA,9,1,NA,NA,6,6,NA,NA,6,6,NA,NA,6,5,NA,NA,"true","true","","",6,6,NA,NA,6,4,NA,NA,5,4,NA,NA,6,6,NA,NA,6,6,NA,NA,32.688,44.946,0,0,37.06,17.44,0,0,54.48,52.21,0,0,52.21,45.4,0,0,176.438,159.996,0,0,-0.299021865318892,-0.986080660529087,0.495201740245484,1.8315663327441,9477.376257,0.998276437315935,0.904381457724494,336.434,16.442,0.998807928162284,0.940887411868727,"bi","same"
"66b2acaa5fe9506f6cd278a8",23,"Man","MinusCollege","Portuguese","English","Spanish","French","n/a","BLP",20,13,9,7,20,20,0,0,14,9,0,3,20,0,0,0,20,1,0,0,20,1,1,0,9,1,0,0,8,2,0,0,8,1,1,0,7,3,0,0,8,1,1,0,6,6,2,0,6,6,6,0,6,6,6,0,"true","true","true","true",6,6,4,0,6,6,2,0,6,5,1,0,6,3,1,0,6,4,0,0,51.756,19.976,4.54,4.54,43.6,8.72,10.9,0,54.48,54.48,40.86,0,54.48,40.86,9.08,0,204.316,124.036,65.38,4.54,-0.434935020952641,0.991539237563133,-0.408172036528603,-0.288415712057659,7256.655552,1.51966122400363,1.2011464305695,398.272,80.28,0.917360382001399,0.797293228880912,"quadri","same"
"66c7469a4526d21d11ed0e15",22,"Man","HighSchool","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,20,NA,NA,NA,12,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,3,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,43.13,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,206.59,0,0,0,-0.0462496829745234,-0.504610278344964,-0.830489476353811,-0.60934298783889,10669.857025,0,0,206.59,206.59,1,1,"mono","same"
"66ca0a6b19da058b82d8637d",24,"Man","MinusCollege","Spanish","English","n/a","n/a","n/a","BLP",20,16,NA,NA,15,8,NA,NA,6,4,NA,NA,20,0,NA,NA,20,0,NA,NA,20,0,NA,NA,8,2,NA,NA,10,0,NA,NA,10,0,NA,NA,0,10,NA,NA,8,2,NA,NA,6,5,NA,NA,6,6,NA,NA,6,6,NA,NA,"true","true","","",6,3,NA,NA,2,6,NA,NA,0,6,NA,NA,6,6,NA,NA,6,6,NA,NA,45.854,12.712,0,0,39.24,15.26,0,0,54.48,45.4,0,0,31.78,54.48,0,0,171.354,127.852,0,0,-0.354308823730308,-0.615342910296621,0.334941544837789,-1.12397326102408,7775.756537,0.98469748498194,0.855450810560131,299.206,43.502,0.989595328522743,0.915315032422766,"bi","same"
"66ce4da62b4ca0e6ead754d6",23,"Man","College","Arabic","English","n/a","n/a","yes,some french","BLP",20,10,NA,NA,20,6,NA,NA,20,8,NA,NA,20,0,NA,NA,20,0,NA,NA,20,3,NA,NA,8,2,NA,NA,10,0,NA,NA,6,4,NA,NA,9,1,NA,NA,9,1,NA,NA,6,5,NA,NA,6,6,NA,NA,6,6,NA,NA,"true","true","","",6,4,NA,NA,6,6,NA,NA,6,2,NA,NA,6,0,NA,NA,6,3,NA,NA,54.48,12.258,0,0,45.78,8.72,0,0,54.48,47.67,0,0,54.48,24.97,0,0,209.22,93.618,0,0,-0.105590390139387,-0.729260881120402,-0.0398732320051238,-0.621313973129055,9869.874921,0.892173109875817,0.634309554640566,302.838,115.602,0.934246196134618,0.826926502069528,"bi","mixed"
"66cf143e060992b3d817c20f",23,"Woman","PlusCollege","English","Hindi","Kannada","Tulu","n/a","BLP",20,13,13,20,20,11,10,20,11,11,8,0,20,20,20,20,20,20,20,20,20,20,20,20,5,3,1,1,1,1,1,7,10,0,0,0,10,0,0,0,8,1,0,1,6,6,6,6,6,6,6,6,6,6,6,6,"true","true","true","true",6,5,3,6,6,6,6,6,0,4,6,6,6,6,6,6,6,6,6,6,50.394,43.13,41.314,45.4,37.06,5.45,2.18,9.81,54.48,52.21,47.67,54.48,40.86,49.94,54.48,54.48,182.794,150.73,145.644,164.17,5.55762197768615,-0.127398629796698,-1.17960685849112,0.86758443585641,275.399137,1.99431546214072,1.34160214797614,643.338,32.064,0.996031338462247,0.702624284149178,"quadri","mixed"
"671a35e007e5342c31f94fa7",20,"Woman","PlusCollege","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,12,NA,NA,NA,2,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,25.424,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,188.884,0,0,0,-0.0958516305144472,-0.604789585550718,-0.985131064293897,-0.484663570010038,8919.291364,0,0,188.884,188.884,1,1,"mono","same"
"67269f439696d166fbb74e09",24,"Man","College","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,20,NA,NA,NA,17,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,3,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,45.4,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,208.86,0,0,0,-0.0398904589309434,-0.49176677742115,-0.810663631746107,-0.625327528586179,10905.6249,0,0,208.86,208.86,1,1,"mono","same"
"67270215b5ff7147c67afb89",24,"Man","College","Greek","English","n/a","n/a","a tiny bit german","BLP",20,12,NA,NA,20,5,NA,NA,18,6,NA,NA,20,0,NA,NA,20,0,NA,NA,20,1,NA,NA,9,1,NA,NA,10,0,NA,NA,7,3,NA,NA,9,1,NA,NA,9,1,NA,NA,6,5,NA,NA,6,6,NA,NA,6,5,NA,NA,"true","true","","",6,4,NA,NA,6,1,NA,NA,6,0,NA,NA,6,2,NA,NA,6,3,NA,NA,53.572,10.896,0,0,47.96,6.54,0,0,54.48,45.4,0,0,54.48,13.62,0,0,210.492,76.456,0,0,-0.0974360018557101,-0.682560285887082,-0.223962198232846,-0.496305316700861,9855.871108,0.836317766875166,0.529360865287364,286.948,134.036,0.906029493549523,0.796162194123103,"bi","mixed"
"673c2ec22f554dedb25d4049",21,"Woman","College","French","German","Greek","Spanish","Dutch","BLP",19,14,17,15,20,15,13,20,11,7,8,9,4,6,9,6,6,9,9,6,3,2,3,5,3,2,3,2,4,1,2,3,4,1,3,2,5,1,1,3,3,2,3,2,6,6,5,5,6,6,6,6,6,5,6,5,"true","true","true","true",6,6,5,6,6,6,6,6,5,4,4,4,6,6,5,4,6,5,5,5,28.602,24.062,26.786,27.694,20.71,7.63,15.26,13.08,54.48,52.21,49.94,49.94,52.21,47.67,45.4,43.13,156.002,131.572,137.386,133.844,4.5385851718235,0.61116265292082,0.257997632186956,-0.627030578216835,123.822305333333,1.9966408283704,1.91804306184702,558.804,24.43,0.997629256422158,0.949385766342288,"quadri","mixed"
"673caf90069aa7e3820136cc",23,"Man","College","English","n/a","n/a","n/a","n/a","BLP",17,NA,NA,NA,16,NA,NA,NA,12,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,47.67,0,0,0,54.5,0,0,0,54.48,0,0,0,22.7,0,0,0,179.35,0,0,0,-0.332926864964913,-0.101547683395978,-1.11334678627946,-0.653776341960844,8041.605625,0,0,179.35,179.35,1,1,"mono","same"
"67407b1fdd5d63e5b542d325",24,"Woman","College","Italian","English","n/a","n/a","n/a","BLP",20,20,NA,NA,20,20,NA,NA,20,20,NA,NA,20,6,NA,NA,20,20,NA,NA,20,20,NA,NA,5,5,NA,NA,6,4,NA,NA,5,5,NA,NA,5,5,NA,NA,5,5,NA,NA,6,6,NA,NA,6,6,NA,NA,6,6,NA,NA,"true","true","","",6,6,NA,NA,6,6,NA,NA,6,6,NA,NA,6,6,NA,NA,6,6,NA,NA,54.48,48.124,0,0,28.34,26.16,0,0,54.48,54.48,0,0,54.48,54.48,0,0,191.78,183.244,0,0,-0.23114066787671,-0.967671064802935,1.96362677141815,1.48685483764851,11732.3939306667,0.999626257283176,0.998845535995202,375.024,8.536,0.999741064267128,0.999200958721789,"bi","same"
"67503701c4ef8958767a58d9",23,"Man","College","English","Arabic","French","Dutch","NO","BLP",19,18,14,10,20,14,14,9,14,10,9,7,20,4,2,2,20,15,15,15,7,2,7,2,5,3,1,1,6,1,2,1,9,0,1,0,7,2,1,0,9,1,0,0,6,4,3,3,6,5,4,3,6,6,5,3,"true","true","true","true",6,6,6,4,6,6,5,5,6,6,5,3,6,6,4,4,6,6,6,6,45.4,28.602,27.694,20.43,39.24,7.63,9.81,2.18,54.48,47.67,40.86,29.51,54.48,54.48,45.4,40.86,193.6,138.382,123.764,92.98,3.34068045996152,0.659459883774447,-0.682446962378162,-0.134841228526895,1772.763417,1.95005040866197,1.37899658513926,548.726,55.218,0.96644234293148,0.713995945219726,"quadri","mixed"
"677302ad15f7e3d0c1725fef",19,"Woman","MinusCollege","English","n/a","n/a","n/a","n/a","BLP",20,NA,NA,NA,20,NA,NA,NA,14,NA,NA,NA,19,NA,NA,NA,19,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,"true","","","",6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,41.768,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,205.228,0,0,0,-0.0500652174006714,-0.512316378899253,-0.842384983118433,-0.599752263390517,10529.632996,0,0,205.228,205.228,1,1,"mono","same"
"68c00b0de12e311f71a427fd",24,"Man","College","Arabic","English","Spanish","n/a","n/a","BLP",20,14,0,NA,20,3,0,NA,15,12,2,NA,20,4,0,NA,20,3,0,NA,20,6,1,NA,7,2,1,NA,9,1,0,NA,4,5,1,NA,8,2,0,NA,6,3,1,NA,6,6,2,NA,6,6,2,NA,6,6,2,NA,"true","true","true","",6,6,2,NA,6,4,3,NA,6,3,3,NA,6,6,6,NA,6,6,6,NA,52.21,19.068,1.362,0,37.06,14.17,13.08,0,54.48,54.48,18.16,0,54.48,43.13,40.86,0,198.23,130.848,73.462,0,-0.551307686182021,1.25083469943995,0.566971556773453,-0.569504017816487,7101.12818266667,1.47811114101869,1.40638876212456,402.54,67.382,0.934778064963698,0.888751785811084,"tri","mixed"
