,sbj_ID,distance
0,579e18fc4a84da00014c6f4f,1.0
1,5b6aa4aa0d748b0001fb5260,0.7808688094430305
2,5c1a6bd8f9250d0001b7c589,1.0
3,5c437f6a4fe4f800016e3d52,0.7507135169227553
4,5c840aedbad8fb000106cb44,0.6925433610644438
5,5d696d1c55742f001af29220,1.0
6,5db16ce33990ed0014564873,1.0
7,5e248b6f0c0b31718a9d3f31,0.7657048647896111
8,5e2b03f0005f2a02c5a64f7b,0.7734373819828303
9,5e6449ae5932461d728d2152,1.0
10,5e8b85a61e16e9057a996e36,0.7657048647896111
11,5e9dad3fd8d8010ac6a18620,0.9047396797593046
12,5ebd8f8679146d0a116bc257,0.691175711478367
13,5ecba4b6ef75d53505406d57,0.7059312080025176
14,5ed14691e983f5067842fd20,0.9484462161280187
15,5eee55e93867d30a7771e616,1.0
16,5ef0b54037a90c618ad9e97f,0.7877027980368996
17,5eff8b9ad19111064484eff7,0.8917923413428032
18,5f1165307d03fb0009716b8e,0.7359310117618297
19,5f21c29511084913913af654,0.7195051506260358
20,5f316280965ec564c886f978,0.7610194341477616
21,5f35782429beab53ef93cc2d,0.992876838486922
22,5f3d119b77d8ba0009a79558,0.7961621941231026
23,5f5a5d4618746310515e2828,0.8320502943378437
24,5f6f3d061214fe49ec2b9619,0.8872168012345951
25,5f8af153e27f001bcc23ffc4,0.7059312080025176
26,5f8b724dc36e8c2ac6d5fb6e,0.9874406319167054
27,5f9c2359530d3e067a300bd6,0.7734373819828303
28,5fade36bdde8092117469a42,0.7503301338212406
29,5fb2946df797088a8c405c2e,0.7932515436915661
30,5ff3a2554cfb7d507511d89f,1.0
31,5ffab69a57132749844b8020,0.7657173491464704
32,5ffd4230d96f6b2649d31f72,0.9874406319167054
33,60204c263941fb63d9d794bc,0.8481529961371211
34,602d2adcef81ce6b843da09b,1.0
35,60379326171365000ac6ae93,0.7332355751067665
36,6046435099c3d00becdb2dfb,1.0
37,604d5e61486bd0622d2102c0,1.0
38,6057a8fe2d302939fc759940,0.9094159120125511
39,60907b8091341e8724ba80ed,0.8798826901281198
40,60a18093c5c040498d3addf8,0.8431491409790142
41,60a8bd22d03adbe92cbb9a5e,0.8115343414514944
42,60bf28df4926a8b6391df575,0.9524241471993244
43,60c4a402716a8f9074fcd92e,0.7195051506260358
44,60c715c89bb47f3847a690f0,0.996815278536125
45,60c873a65a9883b52f70db6c,0.7359310117618297
46,60ca0b60979a23c83652c303,0.9153150324227656
47,60cef349a1fff159b5d4853e,0.81442161802841
48,60d26e7cd9f0761e4d12b9f8,0.7657048647896111
49,60d9dfd4dcc09cf57dc92cb1,1.0
50,60db9c9850c39eea109ef1d3,0.951715283943102
51,60e586145b73b702a608bace,0.9083651988408601
52,60e5ac4f3d93f294f5fa543b,1.0
