temp_sbjID,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,lang_var,lang_ent,multi_exp,L1_L2_diff,RC1_L3,RC9_L4,RC2_use_L1vsL2,RC6_use_L4
92,50.848,15.89,13.166,0,52.32000000000001,1.09,11.99,0,54.480000000000004,45.4,38.59,0,54.480000000000004,29.51,31.78,0,212.12800000000004,91.89,95.52600000000001,0,7552.808392000004,1.4661861141379737,399.54400000000004,120.23800000000004,1.4136754693498315,-0.849282766,-0.957288751,0.056288413
93,44.492000000000004,31.326,0,0,26.160000000000004,28.340000000000003,0,0,54.480000000000004,54.480000000000004,0,0,27.240000000000002,27.240000000000002,0,0,152.372,141.38600000000002,0,0,7211.2622463333355,0.9989908735079835,293.75800000000004,10.98599999999999,-0.821228901,-0.491209702,1.688166421158114,-0.205942021
94,44.038000000000004,10.442,6.8100000000000005,0,25.07,16.35,15.260000000000002,0,52.21,47.67,34.05,0,40.86,34.05,24.97,0,162.178,108.512,81.09,0,4571.617942666667,1.5264293437885144,351.78,53.666,1.8504047945860362,-1.062939748,1.3280890763050976,-0.072631847
95,53.118,9.08,6.8100000000000005,0,42.510000000000005,10.9,11.99,0,52.21,52.21,24.97,0,47.67,40.86,20.43,0,195.50800000000004,113.05,64.19999999999999,0,6796.062974333337,1.4473848627715817,372.75800000000004,82.45800000000004,0.988829958,-0.772637307,0.085080874,3.2285788423181555e-4
96,44.492000000000004,39.498000000000005,0,0,50.14,4.36,0,0,54.480000000000004,45.4,0,0,27.240000000000002,27.240000000000002,0,0,176.35200000000003,116.49800000000002,0,0,7743.843761000003,0.9696537575382633,292.85,59.85400000000001,-0.778896055,-0.248995259,-1.434026336,-0.160668211
97,45.4,4.994,0,0,49.050000000000004,5.45,0,0,54.480000000000004,38.59,0,0,52.21,24.97,0,0,201.14000000000001,74.004,0,0,9002.612144,0.8399749971895571,275.144,127.13600000000001,-1.025915478,-0.1567997,-0.36578034,-0.016359696
98,52.664,24.516000000000002,17.706,0,38.150000000000006,14.170000000000002,11.99,0,54.480000000000004,54.480000000000004,40.86,0,54.480000000000004,54.480000000000004,36.32,0,199.774,147.64600000000002,106.876,0,7178.419288,1.5393397758899279,454.29600000000005,52.127999999999986,1.3709500354519104,-1.039281777,0.3728117524271317,-0.002205392
99,52.21,14.982000000000001,0,0,50.14,4.36,0,0,52.21,43.13,0,0,34.05,29.51,0,0,188.61,91.98200000000001,0,0,8117.150936000001,0.9126773915435799,280.59200000000004,96.628,-0.96276427,-0.168314922,-0.927976326,-0.058815544
100,44.492000000000004,14.074,25.878,4.086,45.78,6.540000000000001,8.72,0,54.480000000000004,45.4,38.59,13.620000000000001,54.480000000000004,36.32,40.86,11.35,199.23200000000003,102.334,114.048,29.056000000000004,4861.327531666668,1.767390759726815,444.67,96.89800000000002,0.7523397813187531,0.2693905067140505,-0.450505901,-0.123161309
101,42.676,14.528,0,0,49.050000000000004,5.45,0,0,54.480000000000004,45.4,0,0,54.480000000000004,40.86,0,0,200.68600000000004,106.238,0,0,9336.932599,0.930571411,306.92400000000004,94.44800000000004,-1.087132258,-0.180637782,-0.769347259,-0.042606136
102,51.302,14.528,0,0,51.230000000000004,3.2700000000000005,0,0,49.94,40.86,0,0,49.94,38.59,0,0,202.412,97.248,0,0,9326.254116,0.9092374769913327,299.66,105.164,-1.072033141,-0.051823791,-1.068218001,-0.035386903
103,54.480000000000004,12.712,0,0,53.410000000000004,1.09,0,0,54.480000000000004,38.59,0,0,54.480000000000004,4.54,0,0,216.85000000000002,56.932,0,0,10508.676414333335,0.7375391095478472,273.78200000000004,159.918,-1.037038292,-0.061560191,-0.65969606,-0.0148271
104,43.584,18.16,0,0,31.610000000000003,22.89,0,0,49.94,40.86,0,0,27.240000000000002,29.51,0,0,152.374,111.42,0,0,6078.477889,0.9825431674675973,263.794,40.95399999999999,-0.760251387,-0.334741888,1.095465360540298,-0.15136227
105,52.21,24.062,22.7,0,33.79,9.81,20.71,0,54.480000000000004,54.480000000000004,47.67,0,54.480000000000004,52.21,43.13,0,194.96000000000004,140.562,134.21,0,6872.454529333336,1.5638031420235743,469.7320000000001,54.398000000000025,2.578944826881659,-1.330199874,0.3372406780112879,-1.15E-05
106,54.480000000000004,12.258000000000001,22.7,10.896,45.78,4.36,13.080000000000002,2.18,54.480000000000004,49.94,40.86,40.86,54.480000000000004,36.32,34.05,34.05,209.22000000000003,102.87799999999999,110.69,87.98599999999999,3042.727937000002,1.9082482758286101,510.774,106.34200000000004,0.6826400486325224,2.6397790798489806,-0.579499917,0.4146053030037463
107,50.848,49.940000000000005,0,0,37.06,17.44,0,0,47.67,52.21,0,0,54.480000000000004,49.94,0,0,190.058,169.53,0,0,10845.527275999999,0.997647858,359.58799999999997,20.52799999999999,-1.045651787,-0.122921348,-0.083236955,-0.19540204
108,50.848,9.534,0,0,39.24,15.260000000000002,0,0,54.480000000000004,47.67,0,0,54.480000000000004,52.21,0,0,199.048,124.674,0,0,9654.909753,0.9615825467236265,323.722,74.374,-1.186186125,-0.234516601,0.6268276620696507,-0.067863692
109,29.51,37.228,0,0,17.44,37.06,0,0,52.21,52.21,0,0,52.21,43.13,0,0,151.37,169.62800000000001,0,0,8642.202094333334,0.99766503321032185,320.99800000000005,-18.258,-0.854065547,-0.472209841,2.4735774660383822,-0.23631251
110,54.480000000000004,14.982000000000001,0,0,23.98,30.520000000000003,6.540000000000001,0,54.480000000000004,49.94,0,0,54.480000000000004,45.4,0,0,187.42000000000002,140.842,6.540000000000001,0,8994.134054333335,1.1049939611088717,334.8020000000001,46.578,-0.369238631,-0.480025587,2.6496416627853585,-0.164090742
111,44.492000000000004,15.89,0,0,50.14,4.36,0,0,54.480000000000004,36.32,0,0,27.240000000000002,15.89,0,0,176.35200000000003,72.46000000000001,0,0,6957.875556000003,0.8702969902282802,248.81200000000004,103.89200000000002,-0.761113639,-0.234514712,-0.857922185,-0.08507852
112,54.480000000000004,33.596000000000004,0,0,49.050000000000004,5.45,0,0,54.480000000000004,43.13,0,0,54.480000000000004,20.43,0,0,212.49,102.60600000000002,0,0,10286.206344000002,0.9104034182783269,315.096,109.88399999999999,-1.022573107,-0.090873367,-0.605532087,-0.112065033
113,45.4,11.35,0,0,45.78,6.540000000000001,0,0,52.21,43.13,0,0,54.480000000000004,47.67,0,0,197.87,108.69,0,0,9157.0982,0.938063688,306.56,89.18,-1.109234182,-0.143001013,-0.540074964,-0.043688203
114,51.756,45.854,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,43.13,0,0,54.480000000000004,52.21,0,0,211.94600000000003,144.464,0,0,11344.644062333335,0.973983702,356.41,67.48200000000003,-1.042485369,-0.069229862,-1.403832956,-0.169552403
115,54.026,38.59,4.086,0,50.14,2.18,11.99,0,54.480000000000004,34.05,20.43,0,54.480000000000004,40.86,49.94,0,213.12600000000003,115.67999999999999,86.446,0,7722.969772000002,1.4788780447564145,415.25200000000007,97.44600000000004,1.4616843973843852,-0.734728891,-0.93319728,-0.091052021
116,42.676,16.798000000000002,9.988,6.356,39.24,14.170000000000002,11.99,0,54.480000000000004,54.480000000000004,38.59,2.27,54.480000000000004,54.480000000000004,38.59,6.8100000000000005,190.87600000000003,139.928,99.15800000000002,15.436,5496.409006333335,1.6992794266508942,445.398,50.948000000000036,1.396999556043518,-0.667694909,0.21981274058255612,-0.167200944
117,54.480000000000004,54.480000000000004,14.528,14.528,30.520000000000003,15.260000000000002,4.36,0,54.480000000000004,54.480000000000004,40.86,34.05,27.240000000000002,54.480000000000004,4.54,2.27,166.72000000000003,178.70000000000002,64.28800000000001,50.848,4473.252388000002,1.8081540364030906,460.5560000000001,-11.98,0.130584659,0.4040669188790721,0.037643556,-0.66493659
118,44.946,11.804,19.068,24.516000000000002,50.14,1.09,13.080000000000002,1.09,54.480000000000004,20.43,27.240000000000002,24.97,27.240000000000002,54.480000000000004,38.59,22.7,176.806,87.804,97.97800000000001,73.276,2148.2026960000007,1.910209774159998,435.86400000000003,89.00200000000001,1.1729272007820362,0.9808026307251694,-1.225558324,-0.254372041
119,34.504,0,0,0,42.510000000000005,7.630000000000001,7.630000000000001,0,54.480000000000004,0,0,0,20.43,0,0,0,151.92400000000004,7.630000000000001,7.630000000000001,0,5403.237704000003,0.5319935813845478,167.18400000000003,144.29400000000004,0.5878830644408872,-0.358179217,0.40985855349222444,-0.15995505
120,45.4,21.792,7.718,3.632,45.78,8.72,9.81,0,54.480000000000004,54.480000000000004,45.4,45.4,54.480000000000004,49.94,47.67,45.4,200.14000000000004,134.93200000000002,110.598,94.43199999999999,2161.4806170000024,1.9390072510308465,540.1020000000001,65.20800000000003,0.6760271008456848,3.8685017884022197,-0.723087725,-0.627491888
121,36.32,41.768,17.706,0,23.98,28.340000000000003,13.080000000000002,0,45.4,54.480000000000004,18.16,0,54.480000000000004,20.43,4.54,0,160.18,145.018,53.486,0,5795.017318666667,1.4569942225218728,358.68399999999997,15.162000000000006,0.9132394368878484,-0.759856985,1.3817558244262769,-0.135731072
122,36.32,28.602,0,0,21.8,32.7,0,0,52.21,43.13,0,0,47.67,45.4,0,0,158,149.83200000000002,0,0,7907.831056000001,0.9994920751678427,307.832,8.167999999999978,-0.842394731,-0.390546606,2.2321566328486204,-0.216678376
123,46.308,45.854,45.854,0,27.250000000000004,14.170000000000002,7.630000000000001,0,54.480000000000004,54.480000000000004,40.86,0,40.86,54.480000000000004,54.480000000000004,0,168.89800000000002,168.984,148.824,0,6670.009009000001,1.5824615923332792,486.7060000000001,-0.086,0.8937629756222024,-1.277010314,0.30818804472858263,0.01889857
124,29.964000000000002,30.418,23.608,27.240000000000002,28.340000000000003,20.71,5.45,1.09,54.480000000000004,54.480000000000004,38.59,49.94,43.13,54.480000000000004,49.94,47.67,155.91400000000002,160.08800000000002,117.588,125.94,452.23641966666725,1.9874233582414578,559.53,-4.174,-0.042297683,3.3550954320133184,0.4348982694502584,-0.613328507
125,36.32,36.774,0,0,41.42,13.080000000000002,0,0,54.480000000000004,54.480000000000004,0,0,40.86,49.94,0,0,173.08000000000004,154.274,0,0,8988.997716,0.9976180028428384,327.35400000000004,18.80600000000004,-0.940448269,-0.344878634,-0.595787616,-0.158536474
126,51.756,13.620000000000001,0,0,50.14,4.36,0,0,54.480000000000004,40.86,0,0,54.480000000000004,20.43,0,0,210.856,79.27000000000001,0,0,9900.237222333333,0.846055913,290.126,131.58599999999998,-1.065471406,-0.108971391,-0.471423001,-0.035505231
127,50.848,11.804,1.816,0,43.6,9.81,11.99,0,54.480000000000004,54.480000000000004,13.620000000000001,0,54.480000000000004,40.86,27.240000000000002,0,203.40800000000002,116.95400000000001,54.666000000000004,0,7626.641313333334,1.4079383484327601,375.028,86.45400000000001,0.8182779856693374,-0.744179943,0.029765486586757615,-0.01360871
128,47.67,22.7,8.626,0,50.14,4.36,10.9,0,54.480000000000004,49.94,29.51,0,47.67,49.94,27.240000000000002,0,199.96000000000004,126.94,76.27600000000001,0,7092.690544000002,1.48115167,403.17600000000004,73.02000000000004,1.0898119268520907,-0.803065896,-1.076185529,-0.015994332
129,46.308,45.854,0,0,14.170000000000002,35.970000000000006,0,0,54.480000000000004,54.480000000000004,0,0,40.86,54.480000000000004,0,0,155.81799999999998,190.78400000000005,0,0,10214.849059666669,0.9926461738285056,346.60200000000003,-34.966,-0.91543342,-0.481180652,2.661895353,-0.306320022
130,44.946,35.866,33.142,0,23.98,13.080000000000002,9.81,0,54.480000000000004,22.7,49.94,0,45.4,43.13,49.94,0,168.806,114.77600000000001,142.832,0,5537.583729,1.5674327581122265,426.414,54.03,1.7580745269981242,-1.151414244,1.1547953093104526,-0.07306923
131,43.13,12.712,0,0,44.690000000000005,9.81,0,0,54.480000000000004,47.67,0,0,52.21,49.94,0,0,194.51000000000002,120.132,0,0,9171.980161000001,0.9593071139254032,314.64200000000005,74.37800000000001,-1.112729897,-0.234830683,-0.297933095,-0.056789553
132,50.848,23.608,5.448,2.724,41.42,9.81,14.170000000000002,0,54.480000000000004,54.480000000000004,34.05,31.78,54.480000000000004,40.86,34.05,31.78,201.228,128.75799999999998,87.71799999999999,66.284,3532.750230666667,1.874030476973569,483.98799999999994,72.47000000000003,1.047913568318817,2.468430167255269,-0.172731644,-0.500339297
133,47.67,17.252,0,0,49.050000000000004,5.45,0,0,54.480000000000004,36.32,0,0,54.480000000000004,31.78,0,0,205.68,90.80199999999999,0,0,9524.623841,0.8888146550269913,296.48199999999997,114.87800000000001,-1.005833387,-0.109459369,-0.506927699,-0.071230962
134,54.480000000000004,20.43,0,0,45.78,8.72,0,0,54.480000000000004,49.94,0,0,47.67,45.4,0,0,202.41000000000003,124.49000000000001,0,0,9917.221900000002,0.95861898,326.90000000000003,77.92000000000002,-1.144619567,-0.192975727,-0.35965842,-0.082509111
135,45.854,36.774,0,0,47.96,6.540000000000001,0,0,54.480000000000004,34.05,0,0,54.480000000000004,29.51,0,0,202.774,106.87400000000001,0,0,9522.958658666666,0.9296588437819799,309.648,95.89999999999999,-0.884571558,-0.091637884,-0.649499707,-0.154535874
136,50.848,12.258000000000001,9.534,0,50.14,4.36,10.9,0,54.480000000000004,49.94,49.94,0,54.480000000000004,45.4,38.59,0,209.94800000000004,111.958,108.964,0,7357.890179666669,1.512198785541848,430.87000000000006,97.99000000000004,1.6009729142380555,-0.969933891,-0.705047322,0.068149827
137,50.848,9.08,10.896,0,46.870000000000005,1.09,16.35,0,54.480000000000004,24.97,40.86,0,54.480000000000004,2.27,38.59,0,206.678,37.410000000000004,106.696,0,8245.662178666666,1.3163132862926956,350.784,169.268,2.3311840078048203,-0.921272994,-0.009157864,0.023166029231219173
138,49.032000000000004,54.480000000000004,40.86,3.178,18.53,34.88,10.9,1.09,54.480000000000004,54.480000000000004,45.4,29.51,54.480000000000004,40.86,13.620000000000001,18.16,176.52200000000002,184.70000000000005,110.78,51.938,3871.863276000002,1.863600881380218,523.94,-8.178,0.5590687413416667,1.1960194085857863,2.346189348747529,0.010169397659329601
139,9.534,34.504,29.964000000000002,0,39.24,4.36,1.09,0,54.480000000000004,54.480000000000004,40.86,0,52.21,40.86,24.97,0,155.464,134.204,96.884,0,4736.888730666667,1.5587344077494762,386.552,21.25999999999999,0.1457083059093771,-0.945984647,-1.461220266,0.056710469
140,44.492000000000004,40.406,0,0,22.89,31.610000000000003,0,0,54.480000000000004,54.480000000000004,0,0,54.480000000000004,47.67,0,0,176.342,174.166,0,0,10238.777334666667,0.999972198,350.50800000000004,2.176000000000016,-1.01711607,-0.388576498,2.1001985835979484,-0.232779468
141,51.302,45.4,45.4,40.86,34.88,0,0,0,54.480000000000004,36.32,40.86,38.59,54.480000000000004,54.480000000000004,54.480000000000004,40.86,195.142,136.2,140.74,120.31,1060.337816,1.9750349760763148,592.392,58.94200000000001,-0.795908974,2.4695272526873513,-0.883072472,-1.169801884
142,30.872,39.044000000000004,17.706,25.424,25.07,21.8,4.36,5.45,47.67,54.480000000000004,31.78,34.05,54.480000000000004,45.4,22.7,13.620000000000001,158.09199999999998,160.72400000000002,76.546,78.544,2235.670161,1.912029097,473.906,-2.632,-0.119922946,0.5610708937754226,0.5039510137849007,1.690853367628876
143,42.222,36.774,19.976,13.166,30.520000000000003,22.89,10.9,1.09,54.480000000000004,52.21,40.86,36.32,54.480000000000004,34.05,34.05,34.05,181.702,145.92399999999998,105.78599999999999,84.626,1856.9419636666664,1.9400506839620206,518.038,35.77800000000002,0.7312935796513561,2.3379148193594155,1.0339407592588703,-0.251480129
144,41.768,30.418,19.522000000000002,16.798000000000002,52.32000000000001,21.8,14.170000000000002,6.540000000000001,54.480000000000004,29.51,22.7,20.43,54.480000000000004,45.4,6.8100000000000005,4.54,203.048,127.12800000000001,63.20200000000001,48.308,4982.181235666667,1.7831354330170093,441.68600000000004,75.91999999999999,0.9170644050510037,-0.348965155,0.021285368245211017,2.446532314828746
145,54.480000000000004,54.480000000000004,0,0,19.62,14.170000000000002,8.72,14.170000000000002,54.480000000000004,54.480000000000004,0,0,54.480000000000004,54.480000000000004,0,0,183.06,177.61,8.72,14.170000000000002,9517.844866666668,1.323545531929893,383.56000000000006,5.449999999999989,-0.150188045,-1.233568195,0.7727447015918902,6.1579318172246476
146,44.492000000000004,41.768,14.074,20.43,20.71,30.520000000000003,8.72,1.09,54.480000000000004,54.480000000000004,45.4,38.59,54.480000000000004,43.13,52.21,31.78,174.162,169.89800000000002,120.404,91.89,1585.394878333334,1.9541016806822782,556.354,4.263999999999982,0.8596313651901155,1.9457652932922611,2.065390467040355,-0.412287059
147,40.86,8.172,8.626,0,52.32000000000001,2.18,10.9,0,54.480000000000004,36.32,27.240000000000002,0,54.480000000000004,27.240000000000002,36.32,0,202.14000000000004,73.912,83.08600000000001,0,6993.940326333336,1.4246479350589418,359.13800000000003,128.22800000000004,1.260336715381991,-0.787401515,-0.819423374,0.053308079
148,42.676,37.228,24.516000000000002,19.976,33.79,14.170000000000002,6.540000000000001,1.09,54.480000000000004,38.59,11.35,2.27,54.480000000000004,54.480000000000004,31.78,27.240000000000002,185.42600000000004,144.46800000000002,74.186,50.576,3879.0930960000023,1.8325007639358488,454.65600000000006,40.95800000000003,-0.200170197,0.6709106271132834,0.25559955361986625,-0.147851844
149,42.676,27.694000000000003,19.068,42.676,20.71,2.18,13.080000000000002,28.340000000000003,54.480000000000004,45.4,20.43,54.480000000000004,38.59,36.32,20.43,52.21,156.45600000000002,111.594,73.00800000000001,177.70600000000002,2187.4231160000004,1.9260056908762517,518.764,44.86200000000002,-0.11448936,2.219243469,-0.375830085,11.39235265158087
150,44.946,38.59,24.970000000000002,0,21.8,29.430000000000003,4.36,0,54.480000000000004,43.13,22.7,0,9.08,54.480000000000004,0,0,130.306,165.63,52.03,0,5616.662382333333,1.450365357814428,347.966,-35.324,0.080012555,-0.845392939,1.5812059973889911,-0.222186342
151,35.866,34.504,0,0,29.430000000000003,25.07,0,0,45.4,38.59,0,0,43.13,43.13,0,0,153.826,141.294,0,0,7284.159704000001,0.9986988761858915,295.12,12.531999999999982,-0.752176383,-0.221699621,0.8308165171311321,-0.198924479
152,50.848,12.712,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,38.59,0,0,54.480000000000004,18.16,0,0,211.038,72.732,0,0,9898.542681,0.8211210084420761,283.77,138.306,-1.039267045,-0.094972804,-0.568818955,-0.031420147
153,52.664,12.258000000000001,5.902,0,51.230000000000004,3.2700000000000005,10.9,0,52.21,40.86,15.89,0,54.480000000000004,40.86,34.05,0,210.584,97.248,66.74199999999999,0,7726.956251666667,1.415620968468862,374.57399999999996,113.336,0.8592656446562046,-0.628929445,-0.786305178,0.019869957571400476
154,49.486000000000004,14.982000000000001,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,34.05,0,0,54.480000000000004,29.51,0,0,209.67600000000004,81.812,0,0,9805.304928000003,0.8563624207264493,291.48800000000006,127.86400000000005,-1.008103697,-0.075531994,-0.668262034,-0.05817485
155,54.480000000000004,15.436,0,0,41.42,7.630000000000001,10.9,1.09,52.21,43.13,0,0,49.94,40.86,0,0,198.05,107.056,10.9,1.09,8555.773144,1.1482906059965432,317.09599999999995,90.99400000000001,0.18492335267606475,-0.42651246,-0.063985478,0.3851233960176962
156,40.406,37.682,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,36.32,0,0,54.480000000000004,43.13,0,0,200.596,120.40200000000002,0,0,9658.489273000001,0.9544976899636892,320.99800000000005,80.19399999999999,-0.907493081,-0.101159483,-1.349809544,-0.145948846
157,44.492000000000004,23.154,18.614,19.068,45.78,8.72,10.9,0,54.480000000000004,54.480000000000004,24.97,15.89,54.480000000000004,49.94,31.78,36.32,199.23200000000003,136.294,86.26400000000001,71.27799999999999,3337.487361333335,1.8843886787374593,493.0680000000001,62.93800000000002,0.30863450940618176,1.7733416602920424,-0.746331641,-0.665375233
158,51.302,13.620000000000001,0,0,42.510000000000005,11.99,0,0,54.480000000000004,49.94,0,0,38.59,49.94,0,0,186.88200000000003,125.49,0,0,8759.518476000003,0.9719550533133952,312.372,61.39200000000004,-1.087450937,-0.280325007,-0.036240668,-0.083305154
159,43.13,41.768,14.074,18.614,18.53,30.520000000000003,8.72,3.2700000000000005,49.94,54.480000000000004,20.43,36.32,54.480000000000004,31.78,22.7,22.7,166.07999999999998,158.548,65.924,80.904,2681.258570666666,1.8922133454434678,471.456,7.531999999999982,0.062379810949934666,1.5409104123439294,1.9671009179513668,0.6523009450609213
160,41.768,15.89,0,0,32.7,21.8,0,0,54.480000000000004,47.67,0,0,54.480000000000004,49.94,0,0,183.428,135.3,0,0,8851.678896,0.9834894254482844,318.728,48.127999999999986,-1.069238273,-0.321619655,1.2099556875644475,-0.115342879
161,43.584,37.228,25.424,23.154,35.970000000000006,0,14.170000000000002,0,54.480000000000004,47.67,34.05,40.86,54.480000000000004,29.51,24.97,27.240000000000002,188.514,114.408,98.614,91.25399999999999,1989.4120490000005,1.9344675529785413,492.7900000000001,74.10600000000001,0.7920706657512284,1.996696412034411,-0.836262896,-0.86570662
162,46.308,40.406,27.240000000000002,25.878,43.6,10.9,7.630000000000001,0,54.480000000000004,43.13,11.35,13.620000000000001,31.78,45.4,45.4,11.35,176.168,139.836,91.62,50.848000000000006,3006.623642666667,1.8688272571456932,458.47200000000004,36.331999999999994,0.23983314587009408,-0.227279517,-0.682720726,-0.649814044
163,39.952,34.050000000000004,36.774,33.596000000000004,35.970000000000006,6.540000000000001,20.71,1.09,54.480000000000004,54.480000000000004,54.480000000000004,52.21,54.480000000000004,22.7,40.86,4.54,184.882,117.77000000000001,152.824,91.43600000000002,1662.8866533333328,1.9514003510191635,546.912,67.112,2.203002183541216,0.066555561,-0.355030163,-0.348209179
164,44.946,0,0,0,54.50000000000001,0,0,0,45.4,0,0,0,45.4,0,0,0,190.246,0,0,0,9048.385129,0,190.246,190.246,-0.58431338,0.17089696087453887,-0.8080162,-0.030300719
165,45.4,17.706,36.32,0,41.42,7.630000000000001,11.99,0,52.21,52.21,20.43,0,40.86,31.78,40.86,0,179.89,109.326,109.60000000000001,0,5520.398637333333,1.542017337525231,398.81600000000003,70.564,0.848821855,-1.038959842,-0.452495737,0.1094232146540968
166,54.480000000000004,26.786,24.062,9.08,42.510000000000005,10.9,0,0,54.480000000000004,54.480000000000004,31.78,24.97,54.480000000000004,43.13,29.51,15.89,205.95000000000005,135.296,85.352,49.94,4575.753753000003,1.8242183987069223,476.53800000000007,70.65400000000005,-0.808624805,1.211831346623073,-0.183469564,-0.354742296
167,49.486000000000004,17.706,0,0,40.330000000000005,14.170000000000002,0,0,54.480000000000004,49.94,0,0,47.67,54.480000000000004,0,0,191.966,136.296,0,0,9496.186537,0.9791528459435115,328.262,55.670000000000016,-1.126186891,-0.262235912,0.20810591203617484,-0.098880924
168,44.492000000000004,0,0,0,54.50000000000001,0,0,0,54.480000000000004,0,0,0,54.480000000000004,0,0,0,207.95200000000006,0,0,0,10811.008576000006,0,207.95200000000006,207.95200000000006,-0.654478422,0.07225129,-0.264642519,-0.05109608
169,40.86,14.982000000000001,4.54,4.54,30.520000000000003,19.62,15.260000000000002,0,54.480000000000004,54.480000000000004,34.05,6.8100000000000005,54.480000000000004,38.59,31.78,13.620000000000001,180.34,127.67200000000001,85.63,24.970000000000002,4323.217116000001,1.7568134429601856,418.612,52.66799999999999,1.6327661189781275,-0.00664761,1.2182500596735495,-0.272317403
170,43.584,43.584,29.51,29.51,14.170000000000002,31.610000000000003,10.9,0,54.480000000000004,54.480000000000004,45.4,40.86,52.21,36.32,34.05,34.05,164.44400000000002,165.994,119.86,104.42,979.2594303333336,1.972025231279425,554.718,-1.55,0.699070211,1.9828952320951734,2.431935136895052,-1.097538451
171,53.118,41.768,0,0,39.24,11.99,0,0,54.480000000000004,54.480000000000004,0,0,27.240000000000002,54.480000000000004,0,0,174.07800000000003,162.71800000000002,0,0,9474.137068000004,0.9991791765893114,336.79600000000005,11.360000000000014,-0.96027521,-0.319422401,-0.46378271,-0.207531485
172,37.682,37.682,0,0,33.79,20.71,0,0,54.480000000000004,34.05,0,0,29.51,45.4,0,0,155.46200000000002,137.842,0,0,7220.680434666669,0.997395155,293.30400000000003,17.620000000000005,-0.645750556,-0.345093958,0.5985874726371248,-0.256030977
173,47.67,12.712,6.356,0,47.96,5.45,11.99,0,54.480000000000004,52.21,38.59,0,54.480000000000004,49.94,34.05,0,204.59000000000003,120.312,90.986,0,7123.263501333336,1.5007945868064165,415.88800000000003,84.27800000000003,1.4456489904412055,-0.922247304,-0.648080748,0.033054843
174,41.768,25.878,1.362,0,26.160000000000004,27.250000000000004,8.72,0,52.21,54.480000000000004,0,0,54.480000000000004,54.480000000000004,2.27,0,174.618,162.08800000000002,12.352,0,8818.721910333334,1.1843743015112187,349.058,12.529999999999973,-0.03938414,-0.560138644,1.6066871455374376,-0.176608343
175,47.216,19.976,4.994,0,50.14,0,10.9,0,54.480000000000004,52.21,38.59,0,43.13,29.51,18.16,0,194.966,101.69600000000001,72.644,0,6511.412633000001,1.4603229938826365,369.30600000000004,93.27,1.3005203818633828,-0.805047257,-1.265176064,-0.009940892
176,42.676,15.436,0,0,49.050000000000004,5.45,0,0,54.480000000000004,49.94,0,0,54.480000000000004,34.05,0,0,200.68600000000004,104.87599999999999,0,0,9310.604003666669,0.9278698402978718,305.562,95.81000000000004,-1.107442769,-0.202333402,-0.785496266,-0.030565458
177,54.480000000000004,27.240000000000002,13.620000000000001,15.89,33.79,13.080000000000002,13.080000000000002,3.2700000000000005,54.480000000000004,47.67,18.16,6.8100000000000005,54.480000000000004,54.480000000000004,20.43,4.54,197.23000000000002,142.47000000000003,65.28999999999999,30.509999999999998,5658.651833333335,1.724040075015459,435.5,54.75999999999999,0.7477191550811226,-0.785479839,0.5293017927347944,1.0499197277487426
178,43.13,19.068,3.178,0,39.24,13.080000000000002,13.080000000000002,0,54.480000000000004,47.67,47.67,0,54.480000000000004,38.59,31.78,0,191.33000000000004,118.40800000000002,95.708,0,6230.3433,1.5215306627733935,405.446,72.92200000000003,1.9664676743417946,-1.028900873,0.38939346294564614,-0.042726163
179,51.302,49.940000000000005,36.32,31.326,18.53,26.160000000000004,7.630000000000001,1.09,54.480000000000004,54.480000000000004,2.27,9.08,54.480000000000004,54.480000000000004,27.240000000000002,6.8100000000000005,178.792,185.06,73.46000000000001,48.306000000000004,4995.804539666667,1.8045210157205918,485.618,-6.268,-0.476807069,-0.878350565,1.7816422290856386,-0.263584924
180,42.676,52.664,0,0,17.44,37.06,0,0,29.51,54.480000000000004,0,0,45.4,40.86,0,0,135.026,185.06400000000002,0,0,8955.434249000002,0.9822996068370939,320.09000000000003,-50.038,-0.829231631,-0.092756468,1.2973174589621117,-0.219969288
181,47.216,40.86,0,0,23.98,30.520000000000003,0,0,54.480000000000004,54.480000000000004,0,0,47.67,31.78,0,0,173.346,157.64,0,0,9170.424089,0.9983751264058632,330.986,15.706000000000017,-0.949926258,-0.396513202,2.0698362947035704,-0.229386122
182,43.13,41.314,0,0,49.050000000000004,39.24,0,0,54.480000000000004,54.480000000000004,0,0,36.32,54.480000000000004,0,0,182.98000000000002,189.514,0,0,11569.763862333335,0.9997780339702234,372.494,-6.534,-0.89034707,-0.39973816,0.8814118941378819,-0.198446447
