,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoEaseL1,AoEaseL2,yearsEduL1,yearsEduL2,yearsCountryL1,yearsCountryL2,yearsFamilyL1,yearsFamilyL2,yearsWorkL1,yearsWorkL2,PercFriendsL1,PercFriendsL2,PercFamilyL1,PercFamilyL2,PercWorkL1,PercWorkL2,PercSelfL1,PercSelfL2,PercCountL1,PercCountL2,ProfSpeakL1,ProfSpeakL2,ProfUnderstandL1,ProfUnderstandL2,ProfReadL1,ProfReadL2,AttentionL1,AttentionL2,ProfWriteL1,ProfWriteL2,AttSelfL1,AttSelfL2,AttCultureL1,AttCultureL2,AttNativeLevelL1,AttNativeLevelL2,AttMothertongueL1,AttMothertongueL2,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,AoAL3,AoEaseL3,yearsEduL3,yearsCountryL3,yearsFamilyL3,yearsWorkL3,PercFriendsL3,PercFamilyL3,PercWorkL3,PercSelfL3,PercCountL3,ProfSpeakL3,ProfUnderstandL3,ProfReadL3,AttentionL3,ProfWriteL3,AttSelfL3,AttCultureL3,AttNativeLevelL3,AttMothertongueL3,AoAL4,AoEaseL4,yearsEduL4,yearsCountryL4,yearsFamilyL4,yearsWorkL4,PercFriendsL4,PercFamilyL4,PercWorkL4,PercSelfL4,PercCountL4,ProfSpeakL4,ProfUnderstandL4,ProfReadL4,AttentionL4,ProfWriteL4,AttSelfL4,AttCultureL4,AttNativeLevelL4,AttMothertongueL4
0,6103cbc5310ffddfafa01661,26,Woman,College,Sesotho,Engllish,Afrikaans,Zulu,Xhosa,BLP,20,16.0,20,15.0,20,20.0,20,20.0,20,20.0,20,20.0,4,3,5,2,3,5,2,5,2,6,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,6,6.0,54.480000000000004,50.394,39.044000000000004,32.688,17.44,22.89,9.81,7.630000000000001,54.480000000000004,54.480000000000004,29.51,36.32,54.480000000000004,54.480000000000004,13.620000000000001,54.480000000000004,180.88,182.244,91.98400000000001,131.118,13.0,0.0,13.0,20.0,20.0,20.0,1,2,1,1,1,2.0,2.0,6.0,true,3.0,0.0,2.0,2.0,2.0,5.0,0.0,7.0,20.0,20.0,20.0,2,1,1,2,1,3.0,3.0,6.0,true,4.0,6.0,6.0,6.0,6.0
0,610d45e26c9b141264755d3c,23,Man,HighSchool,ENGLISH,SETSWANA,N/A,N/A,NO,BLP,10,20.0,20,20.0,20,20.0,20,20.0,20,20.0,20,20.0,7,3,4,6,4,6,4,6,4,6,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,6,6.0,49.940000000000005,54.480000000000004,0.0,0.0,25.07,29.430000000000003,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,183.97000000000003,192.87,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,61118c6d3c980e8b5b50e2fa,21,Woman,College,Portuguese,English,Spanish,French,no,BLP,20,15.0,20,20.0,20,20.0,20,0.0,20,20.0,20,20.0,7,3,9,1,7,3,7,2,7,2,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,5.0,6,6.0,6,6.0,54.480000000000004,43.13,12.712,29.056,40.330000000000005,11.99,11.99,0.0,54.480000000000004,54.480000000000004,38.59,29.51,54.480000000000004,52.21,38.59,27.240000000000002,203.77000000000004,161.81,101.882,85.80600000000001,8.0,5.0,0.0,0.0,2.0,13.0,0,0,0,1,1,4.0,5.0,5.0,true,3.0,2.0,3.0,6.0,6.0,8.0,6.0,20.0,0.0,10.0,20.0,0,0,0,0,0,3.0,5.0,3.0,true,2.0,1.0,1.0,4.0,6.0
0,6117bb7900c0ba81f079a4ee,24,Woman,PlusCollege,English,Zulu,Afrikaans,Tswana,No,BLP,20,20.0,20,20.0,20,3.0,20,20.0,20,20.0,5,0.0,7,2,7,2,10,0,10,0,10,0,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,6,6.0,47.67,37.682,29.51,14.528,47.96,4.36,7.630000000000001,1.09,54.480000000000004,54.480000000000004,43.13,43.13,54.480000000000004,54.480000000000004,47.67,47.67,204.59000000000003,151.002,127.94000000000001,106.418,11.0,5.0,9.0,20.0,20.0,0.0,0,1,0,0,0,3.0,5.0,6.0,true,5.0,5.0,4.0,6.0,6.0,5.0,3.0,0.0,20.0,4.0,0.0,1,0,0,0,0,3.0,5.0,6.0,true,5.0,5.0,4.0,6.0,6.0
0,611e00dc377e4fb7a27725e8,24,Man,College,Tshivenda,English,n/a,n/a,no,BLP,20,14.0,20,9.0,13,18.0,20,20.0,20,0.0,0,0.0,7,3,9,1,0,10,7,3,0,10,6,4.0,6,4.0,6,5.0,true,true,6,4.0,6,4.0,6,4.0,6,4.0,6,4.0,42.222,27.694000000000003,0.0,0.0,25.07,29.430000000000003,0.0,0.0,54.480000000000004,38.59,0.0,0.0,54.480000000000004,36.32,0.0,0.0,176.252,132.03400000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,611e125063d1a52330225838,24,Man,PlusCollege,English,Shona,n/a,n/a,yes,BLP,18,20.0,20,20.0,20,20.0,20,14.0,20,20.0,20,14.0,8,2,2,8,9,1,9,1,10,0,6,6.0,6,6.0,6,4.0,true,true,6,6.0,5,6.0,6,6.0,5,6.0,6,6.0,53.572,49.032000000000004,0.0,0.0,41.42,13.080000000000002,0.0,0.0,54.480000000000004,49.94,0.0,0.0,49.94,54.480000000000004,0.0,0.0,199.412,166.532,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,611fd297eb06449f7f0a06b9,24,Woman,College,English,Afrikaans,n/a,n/a,n/a,BLP,20,16.0,20,11.0,17,12.0,20,20.0,20,20.0,20,0.0,10,0,9,1,10,0,9,1,10,0,6,3.0,6,3.0,6,4.0,true,true,6,5.0,6,1.0,6,5.0,6,5.0,6,6.0,53.118,35.866,0.0,0.0,52.32000000000001,2.18,0.0,0.0,54.480000000000004,34.05,0.0,0.0,54.480000000000004,38.59,0.0,0.0,214.39800000000002,110.686,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,61242dd5be1a06b174975a1f,21,Woman,MinusCollege,Hungarian,English,German,Russian,-,BLP,20,8.0,20,6.0,20,5.0,20,0.0,20,0.0,20,8.0,6,4,7,3,6,1,5,3,5,3,6,5.0,6,6.0,6,6.0,true,true,6,5.0,6,6.0,6,3.0,6,6.0,6,6.0,54.480000000000004,12.258000000000001,13.166,2.724,31.610000000000003,15.260000000000002,9.81,5.45,54.480000000000004,49.94,34.05,34.05,54.480000000000004,47.67,24.97,34.05,195.05,125.128,81.996,76.274,13.0,0.0,8.0,0.0,0.0,8.0,0,0,0,1,1,2.0,3.0,5.0,true,5.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0,0,3,1,1,3.0,3.0,5.0,true,4.0,3.0,2.0,5.0,5.0
0,61248a51eefb6797024ecb85,22,Woman,MinusCollege,Northern Sotho,English,Afrikaans,n/a,no,BLP,20,15.0,20,11.0,9,16.0,20,20.0,20,13.0,2,4.0,0,9,6,3,1,9,3,5,1,8,4,6.0,5,6.0,4,6.0,true,true,2,6.0,3,4.0,4,6.0,6,6.0,6,6.0,41.314,35.866,28.602,0.0,11.99,37.06,10.9,0.0,34.05,54.480000000000004,52.21,0.0,43.13,49.94,24.97,0.0,130.484,177.346,116.682,0.0,10.0,11.0,9.0,20.0,13.0,0.0,1,1,0,2,1,5.0,6.0,6.0,true,6.0,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,
0,612cc44439ccefbbd5d4b278,23,Man,College,English,Xhosa,Zulu,n/a,n/a,BLP,20,15.0,15,10.0,20,18.0,20,20.0,20,20.0,20,0.0,5,2,8,1,8,1,7,2,8,1,6,5.0,6,5.0,6,5.0,true,true,6,5.0,6,5.0,6,4.0,6,5.0,6,6.0,52.21,37.682,17.706,0.0,39.24,7.630000000000001,15.260000000000002,0.0,54.480000000000004,45.4,24.97,0.0,54.480000000000004,45.4,20.43,0.0,200.41000000000003,136.112,78.366,0.0,1.0,0.0,18.0,20.0,0.0,0.0,3,1,1,1,1,3.0,3.0,3.0,true,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
0,612cd9f34adcee82f65685a1,25,Woman,Masters,SPANISH,ENGLISH,N/A,N/A,NO,BLP,20,14.0,20,4.0,15,10.0,20,1.0,20,0.0,20,0.0,10,0,10,0,9,1,10,0,10,0,6,3.0,6,4.0,6,4.0,true,true,6,3.0,6,3.0,6,0.0,6,0.0,6,2.0,52.21,13.166,0.0,0.0,53.410000000000004,1.09,0.0,0.0,54.480000000000004,31.78,0.0,0.0,54.480000000000004,11.35,0.0,0.0,214.58000000000004,57.386,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6136a1e1159dc808ad660d89,24,Woman,College,English,Zulu,n/a,n/a,No,BLP,16,20.0,11,20.0,18,12.0,20,20.0,14,20.0,0,0.0,8,2,3,7,8,2,9,1,9,1,6,5.0,6,5.0,6,6.0,true,true,6,6.0,5,5.0,3,6.0,6,6.0,6,6.0,35.866,41.768,0.0,0.0,40.330000000000005,14.170000000000002,0.0,0.0,54.480000000000004,49.94,0.0,0.0,45.4,52.21,0.0,0.0,176.076,158.088,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,613758e7a80409ba7f5affb6,22,Woman,MinusCollege,sotho,english,zulu,sepedi,venda,BLP,20,14.0,20,10.0,10,20.0,20,20.0,20,20.0,5,20.0,5,3,5,3,1,1,5,3,5,3,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,3.0,5,3.0,6,6.0,6,6.0,43.13,47.216,39.044000000000004,51.756,22.89,14.170000000000002,11.99,9.81,54.480000000000004,54.480000000000004,31.78,45.4,52.21,40.86,43.13,47.67,172.71,156.726,125.94400000000002,154.63600000000002,10.0,20.0,3.0,20.0,20.0,13.0,1,1,3,1,1,3.0,6.0,3.0,true,2.0,3.0,4.0,6.0,6.0,19.0,20.0,20.0,20.0,20.0,15.0,1,1,5,1,1,4.0,6.0,5.0,true,5.0,4.0,5.0,6.0,6.0
0,613ca0a2040055a4e87c5d71,22,Woman,College,XHOSA,ENGLISH,ZULU,N/A,No,BLP,20,17.0,20,15.0,7,16.0,20,20.0,20,7.0,1,3.0,6,4,7,3,3,6,3,6,1,9,6,5.0,6,6.0,5,6.0,true,true,6,5.0,5,5.0,6,2.0,6,6.0,6,2.0,39.952,35.412,14.528,0.0,21.8,30.520000000000003,9.81,0.0,52.21,49.94,29.51,0.0,52.21,34.05,27.240000000000002,0.0,166.172,149.922,81.088,0.0,8.0,4.0,0.0,20.0,0.0,0.0,0,0,1,1,0,3.0,4.0,3.0,true,3.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
0,6148b49d6ac652cefd310332,22,Woman,MinusCollege,English,na,na,na,no,BLP,20,,15,,13,,20,,20,,6,,10,,10,,10,,10,,10,,6,,6,,6,,true,,6,,6,,6,,6,,6,,42.676,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,206.13600000000002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,615c1372e7e639775817487e,25,Woman,MinusCollege,English,Sesotho,Isizulu,Setswana,Yes,BLP,16,19.0,4,4.0,20,16.0,20,20.0,20,20.0,10,10.0,7,3,2,8,10,0,8,2,10,0,6,6.0,6,6.0,6,6.0,true,true,6,1.0,6,6.0,6,6.0,6,0.0,6,0.0,40.86,40.406,20.884,19.976,40.330000000000005,14.170000000000002,2.18,0.0,54.480000000000004,43.13,36.32,34.05,54.480000000000004,27.240000000000002,20.43,15.89,190.15000000000003,124.946,79.814,69.916,12.0,4.0,0.0,20.0,0.0,10.0,0,0,0,0,0,3.0,6.0,6.0,true,1.0,3.0,6.0,0.0,0.0,10.0,4.0,0.0,20.0,0.0,10.0,0,0,0,0,0,3.0,6.0,6.0,true,0.0,1.0,6.0,0.0,0.0
0,6166ef334de9e433e83bfb79,21,Woman,College,Sotho,English,Sepedi,n/a,yes,BLP,16,16.0,20,20.0,0,14.0,20,20.0,20,20.0,0,0.0,4,6,5,5,2,8,5,5,0,10,5,6.0,6,6.0,3,6.0,true,true,2,6.0,6,6.0,3,4.0,6,6.0,6,6.0,34.504,40.86,27.240000000000002,0.0,17.44,37.06,5.45,0.0,36.32,54.480000000000004,18.16,0.0,47.67,49.94,43.13,0.0,135.93400000000003,182.34,93.98000000000002,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0,0,0,0,0,2.0,4.0,1.0,true,1.0,3.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,
0,616b567b3e605b7245a9aead,23,Woman,HighSchool,English,Tshivenda ,Afrikaans ,n/a,no,BLP,19,20.0,14,20.0,16,20.0,20,20.0,19,20.0,5,2.0,6,4,2,8,9,1,2,8,6,4,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,6,6.0,42.222,46.308,32.234,0.0,27.250000000000004,27.250000000000004,2.18,0.0,54.480000000000004,54.480000000000004,27.240000000000002,0.0,54.480000000000004,54.480000000000004,20.43,0.0,178.43200000000002,182.51800000000003,82.084,0.0,16.0,12.0,12.0,20.0,4.0,7.0,0,0,0,0,0,1.0,4.0,3.0,true,4.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
0,6171946a19f6673fb215c0c7,24,Woman,College,Tshivenda,English,Tswana,n/a,no,BLP,20,20.0,20,20.0,12,20.0,20,20.0,20,20.0,20,20.0,6,3,7,3,0,10,2,8,0,10,6,5.0,6,6.0,6,6.0,true,true,5,6.0,6,6.0,6,6.0,6,6.0,6,0.0,50.848,54.480000000000004,13.166,0.0,16.35,37.06,8.72,0.0,52.21,52.21,24.97,0.0,54.480000000000004,40.86,0.0,0.0,173.88800000000003,184.61,46.856,0.0,2.0,0.0,2.0,20.0,0.0,5.0,1,0,0,0,0,2.0,5.0,2.0,true,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,628ed30ae7ff849e8bc91c86,25,Man,College,Filipino,English,N/A,N/A,N/A,BLP,20,16.0,20,12.0,12,12.0,20,20.0,20,20.0,3,3.0,7,3,8,2,3,7,5,5,2,8,5,5.0,5,5.0,4,5.0,true,true,4,5.0,5,4.0,5,5.0,6,5.0,5,5.0,43.13,37.682,0.0,0.0,27.250000000000004,27.250000000000004,0.0,0.0,40.86,45.4,0.0,0.0,47.67,43.13,0.0,0.0,158.91000000000003,153.462,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,631a1795de5efe7d3395caa3,24,Man,Masters,Dutch,English,n/a,n/a,No,BLP,20,10.0,20,8.0,12,7.0,20,0.0,20,0.0,3,3.0,9,1,10,0,7,3,5,5,5,5,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,2.0,6,1.0,6,3.0,6,3.0,43.13,12.712,0.0,0.0,39.24,15.260000000000002,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,20.43,0.0,0.0,191.33000000000004,102.882,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6413799cf7721ee0ce637e09,20,Man,MinusCollege,English,n/a,n/a,n/a,n/a,BLP,20,,9,,15,,20,,20,,1,,10,,10,,10,,10,,10,,6,,6,,6,,true,,6,,6,,6,,6,,6,,38.59,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,202.05,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,646e0d2370c16a7561ae7dcb,22,Woman,College,English,Shona,n/a,n/a,no,BLP,20,20.0,20,20.0,12,1.0,20,20.0,20,20.0,0,0.0,10,0,9,1,10,0,9,1,10,0,6,5.0,6,4.0,6,0.0,true,true,6,0.0,6,2.0,6,5.0,6,6.0,6,6.0,41.768,36.774,0.0,0.0,52.32000000000001,2.18,0.0,0.0,54.480000000000004,20.43,0.0,0.0,54.480000000000004,43.13,0.0,0.0,203.048,102.51400000000001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6488afe97766c9083ffc3171,21,Man,College,German,english,n/a,n/a,no,BLP,20,14.0,15,13.0,10,10.0,10,7.0,9,6.0,13,11.0,7,3,4,6,6,4,4,6,5,5,6,6.0,6,6.0,6,6.0,true,true,6,6.0,5,2.0,5,6.0,6,6.0,6,6.0,34.958,27.694000000000003,0.0,0.0,28.340000000000003,26.160000000000004,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,49.94,45.4,0.0,0.0,167.71800000000002,153.734,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,649264e0b601af80c5677791,24,Man,College,Spanish,English,n/a,n/a,"No, just Spanish and English",BLP,20,9.0,16,6.0,18,13.0,20,1.0,20,4.0,1,1.0,7,3,9,1,8,2,5,5,6,4,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,4,6.0,5,6.0,6,6.0,43.13,15.436,0.0,0.0,38.150000000000006,16.35,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,47.67,54.480000000000004,0.0,0.0,183.43,140.746,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6492c23a1a7735dfaab2b095,20,Man,HighSchool,Mandarin,Portuguese,English,n/a,No,BLP,20,20.0,20,20.0,0,14.0,0,20.0,20,20.0,0,20.0,6,3,9,1,6,3,5,5,2,7,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,5.0,6,6.0,27.240000000000002,51.756,19.522000000000002,0.0,30.520000000000003,20.71,13.080000000000002,0.0,54.480000000000004,54.480000000000004,47.67,0.0,54.480000000000004,52.21,34.05,0.0,166.72000000000003,179.156,114.322,0.0,12.0,20.0,10.0,0.0,0.0,1.0,1,0,1,0,1,4.0,5.0,6.0,true,6.0,3.0,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,
0,6495a5f76daf70e418baf5f7,24,Woman,College,English,n/a,n/a,n/a,"afrikaans, hindi, korean",BLP,20,,20,,12,,20,,20,,20,,10,,10,,10,,10,,10,,6,,6,,6,,true,,6,,6,,4,,6,,6,,50.848,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,49.94,0.0,0.0,0.0,209.76800000000003,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6497e970e2621e753513a695,24,Woman,College,english,afrikaans,northern sotho,zulu,spanish,BLP,17,13.0,8,5.0,16,15.0,20,20.0,20,17.0,20,20.0,10,0,9,0,10,0,9,0,10,0,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,5.0,0,0.0,3,2.0,1,1.0,45.854,40.86,47.216,47.216,52.32000000000001,0.0,10.9,1.09,54.480000000000004,54.480000000000004,54.480000000000004,54.480000000000004,22.7,18.16,54.480000000000004,31.78,175.35399999999998,113.5,167.07600000000002,134.566,18.0,10.0,16.0,20.0,20.0,20.0,0,0,0,1,0,6.0,6.0,6.0,true,6.0,6.0,6.0,6.0,6.0,18.0,10.0,16.0,20.0,20.0,20.0,0,1,0,0,0,6.0,6.0,6.0,true,6.0,5.0,1.0,5.0,3.0
0,64e8bd55c9089d5bf26c90cd,19,Man,MinusCollege,Slovenian,English,Croatian,German,no,BLP,20,15.0,20,13.0,13,10.0,19,0.0,19,0.0,19,0.0,10,0,10,0,9,1,10,0,9,1,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,0.0,6,0.0,6,3.0,6,0.0,49.940000000000005,17.252,9.988,11.35,52.32000000000001,2.18,10.9,0.0,54.480000000000004,54.480000000000004,24.97,27.240000000000002,54.480000000000004,6.8100000000000005,0.0,0.0,211.22000000000003,80.72200000000001,45.858,38.59,14.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0,5.0,3.0,true,0.0,0.0,0.0,0.0,0.0,12.0,4.0,9.0,0.0,0.0,0.0,0,0,0,0,0,2.0,4.0,3.0,true,3.0,0.0,0.0,0.0,0.0
0,64e8c14bbe184c20cb9d0583,19,Man,MinusCollege,Hungarian,English,n/a,n/a,No,BLP,20,13.0,20,6.0,14,8.0,19,0.0,19,0.0,2,0.0,9,1,10,0,8,2,10,0,10,0,6,4.0,6,5.0,6,5.0,true,true,6,4.0,6,3.0,6,1.0,6,2.0,6,3.0,42.676,12.258000000000001,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,54.480000000000004,40.86,0.0,0.0,54.480000000000004,20.43,0.0,0.0,202.86600000000004,76.81800000000001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,64f61553b5635b5e00595923,21,Woman,Masters,English,IsiXhosa,n/a,n/a,No,BLP,16,20.0,12,12.0,20,20.0,20,20.0,20,20.0,18,18.0,6,4,3,7,8,2,5,5,9,1,5,6.0,6,6.0,6,5.0,true,true,5,5.0,4,5.0,3,6.0,2,6.0,3,4.0,48.124,49.940000000000005,0.0,0.0,33.79,20.71,0.0,0.0,49.94,49.94,0.0,0.0,27.240000000000002,47.67,0.0,0.0,159.094,168.26,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,650330fa0cbc534b423f41e9,22,Man,PlusCollege,Arabic,English,French,spanish,Italian,BLP,20,12.0,20,8.0,20,16.0,20,0.0,20,20.0,20,0.0,8,1,10,0,0,1,9,1,8,1,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,5.0,6,1.0,6,6.0,6,6.0,54.480000000000004,25.424,40.86,4.994,38.150000000000006,4.36,21.8,1.09,54.480000000000004,54.480000000000004,54.480000000000004,31.78,54.480000000000004,40.86,38.59,27.240000000000002,201.59000000000003,125.12400000000001,155.73000000000002,65.10400000000001,16.0,16.0,17.0,1.0,20.0,20.0,1,0,8,0,1,6.0,6.0,6.0,true,6.0,4.0,1.0,6.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,0,0,1,0,0,3.0,4.0,5.0,true,2.0,2.0,0.0,4.0,6.0
0,6505a9adbb769aeea736a2f5,21,Man,MinusCollege,french,english,n/a,n/a,n/a,BLP,20,8.0,20,5.0,16,5.0,20,0.0,20,0.0,20,0.0,0,10,10,0,9,1,8,2,9,1,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,3.0,6,0.0,6,5.0,6,0.0,52.664,8.172,0.0,0.0,39.24,15.260000000000002,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,18.16,0.0,0.0,200.86400000000003,96.072,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,651c59ec0cb6fef4208190f5,19,Man,HighSchool,Polish,English,German,n/a,n/a,BLP,20,18.0,17,15.0,9,4.0,17,2.0,19,19.0,2,2.0,7,3,9,1,2,7,9,1,9,1,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,3,3.0,38.136,27.240000000000002,10.442,0.0,39.24,14.170000000000002,10.9,0.0,54.480000000000004,54.480000000000004,43.13,0.0,47.67,47.67,34.05,0.0,179.526,143.56,98.522,0.0,13.0,8.0,0.0,0.0,0.0,2.0,0,0,1,0,0,5.0,5.0,5.0,true,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
0,651eda4af4a809dbba0bb002,25,Woman,Masters,Turkish,English,german,n/a,no,BLP,20,11.0,20,1.0,18,13.0,20,1.0,20,0.0,20,1.0,7,3,10,0,4,6,10,0,10,0,6,4.0,6,5.0,6,4.0,true,true,6,4.0,6,4.0,6,1.0,6,6.0,6,6.0,53.572,12.258000000000001,7.718,0.0,44.690000000000005,9.81,10.9,0.0,54.480000000000004,38.59,27.240000000000002,0.0,54.480000000000004,38.59,38.59,0.0,207.22200000000004,99.248,84.44800000000001,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0,0,0,0,0,3.0,3.0,3.0,true,3.0,4.0,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
0,653d2df588326f6f627b8cb5,21,Man,College,French,English,Spanish,n/a,no,BLP,20,12.0,20,5.0,20,15.0,20,0.0,20,0.0,0,0.0,10,0,10,0,5,5,7,3,7,3,6,5.0,6,5.0,6,5.0,true,true,5,4.0,6,5.0,6,6.0,6,6.0,6,6.0,45.4,14.528,6.356,0.0,42.510000000000005,11.99,10.9,0.0,52.21,43.13,20.43,0.0,54.480000000000004,52.21,31.78,0.0,194.60000000000002,121.858,69.46600000000001,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,3.0,2.0,2.0,true,2.0,0.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
0,654632f222cb15acd453c0d3,21,Man,MinusCollege,Dutch,English,German,French,Russian,BLP,20,12.0,20,11.0,15,10.0,20,0.0,20,0.0,20,1.0,9,1,10,0,5,5,4,6,8,2,6,6.0,6,6.0,6,6.0,true,true,5,6.0,6,6.0,6,4.0,6,6.0,6,6.0,52.21,15.436,6.8100000000000005,4.994,39.24,15.260000000000002,10.9,0.0,52.21,54.480000000000004,31.78,20.43,54.480000000000004,49.94,15.89,11.35,198.14,135.11599999999999,65.38,36.774,7.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0,0,3.0,4.0,4.0,true,3.0,0.0,3.0,4.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,2.0,2.0,3.0,true,2.0,0.0,2.0,3.0,0.0
0,655f5b404a09c686df3b0143,19,Man,MinusCollege,Portuguese,English,n/a,n/a,n/a,BLP,20,13.0,20,10.0,12,6.0,19,0.0,19,0.0,19,0.0,9,1,10,0,7,3,8,2,10,0,6,5.0,6,6.0,6,5.0,true,true,5,4.0,6,1.0,6,3.0,6,0.0,6,0.0,49.486000000000004,13.166,0.0,0.0,47.96,6.540000000000001,0.0,0.0,52.21,45.4,0.0,0.0,54.480000000000004,9.08,0.0,0.0,204.13600000000002,74.18599999999999,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,655f8b959477c803eb906622,20,Woman,MinusCollege,Arabic,English,n/a,n/a,no,BLP,20,16.0,20,11.0,8,17.0,8,12.0,20,0.0,0,1.0,0,10,10,0,0,10,3,7,5,5,6,6.0,6,6.0,4,6.0,true,true,3,6.0,6,4.0,6,0.0,6,6.0,6,6.0,34.504,25.878,0.0,0.0,19.62,34.88,0.0,0.0,43.13,54.480000000000004,0.0,0.0,54.480000000000004,36.32,0.0,0.0,151.73399999999998,151.558,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
