,sbj_ID,distance
0,579e18fc4a84da00014c6f4f,1.0
1,5b6aa4aa0d748b0001fb5260,0.9366209947727474
2,5c1a6bd8f9250d0001b7c589,1.0
3,5c437f6a4fe4f800016e3d52,0.9573922545466429
4,5c840aedbad8fb000106cb44,0.9235745492758975
5,5d696d1c55742f001af29220,1.0
6,5db16ce33990ed0014564873,1.0
7,5e248b6f0c0b31718a9d3f31,0.9462996565714261
8,5e2b03f0005f2a02c5a64f7b,0.8917039288149863
9,5e6449ae5932461d728d2152,1.0
10,5e8b85a61e16e9057a996e36,0.901919693258026
11,5e9dad3fd8d8010ac6a18620,0.9824811556443708
12,5ebd8f8679146d0a116bc257,0.9112530309998366
13,5ecba4b6ef75d53505406d57,0.8856069661500868
14,5ed14691e983f5067842fd20,0.9724476088728298
15,5eee55e93867d30a7771e616,1.0
16,5ef0b54037a90c618ad9e97f,0.9671834277279485
17,5eff8b9ad19111064484eff7,0.990347591364699
18,5f1165307d03fb0009716b8e,0.88164182748672
19,5f21c29511084913913af654,0.9305033909062617
20,5f316280965ec564c886f978,0.9265543772857395
21,5f35782429beab53ef93cc2d,0.9974034462170296
22,5f3d119b77d8ba0009a79558,0.9613320027478024
23,5f5a5d4618746310515e2828,0.8401944574058613
24,5f6f3d061214fe49ec2b9619,0.9596560923799977
25,5f8af153e27f001bcc23ffc4,0.9340758684644962
26,5f8b724dc36e8c2ac6d5fb6e,0.9877316089263343
27,5f9c2359530d3e067a300bd6,0.9191275049159329
28,5fade36bdde8092117469a42,0.9242080688592575
29,5fb2946df797088a8c405c2e,0.9354032464254514
30,5ff3a2554cfb7d507511d89f,1.0
31,5ffab69a57132749844b8020,0.9043231020484073
32,5ffd4230d96f6b2649d31f72,0.99996826082993
33,60204c263941fb63d9d794bc,0.9566313641606378
34,602d2adcef81ce6b843da09b,1.0
35,60379326171365000ac6ae93,0.934938130413649
36,6046435099c3d00becdb2dfb,1.0
37,604d5e61486bd0622d2102c0,1.0
38,6057a8fe2d302939fc759940,0.9901145616727144
39,60907b8091341e8724ba80ed,0.9494843899065302
40,60a18093c5c040498d3addf8,0.919114768506623
41,60a8bd22d03adbe92cbb9a5e,0.970011904472559
42,60bf28df4926a8b6391df575,0.9952412355066781
43,60c4a402716a8f9074fcd92e,0.9170412021852825
44,60c715c89bb47f3847a690f0,0.9994733980653734
45,60c873a65a9883b52f70db6c,0.9380496678379353
46,60ca0b60979a23c83652c303,0.9998806811624444
47,60cef349a1fff159b5d4853e,0.9520948545457495
48,60d26e7cd9f0761e4d12b9f8,0.9471797376576124
49,60d9dfd4dcc09cf57dc92cb1,1.0
50,60db9c9850c39eea109ef1d3,0.952246251607259
51,60e586145b73b702a608bace,0.9962366590122046
52,60e5ac4f3d93f294f5fa543b,1.0
53,60f9739250a5c6f6e4726336,0.9172537782694667
54,6102ee48644f517877d64d2b,0.9971424369720169
55,6103cbc5310ffddfafa01661,0.9685601877432419
56,6106ac34408681f3b0d07396,0.9136420689738898
57,610d45e26c9b141264755d3c,0.9997212246357503
58,61118c6d3c980e8b5b50e2fa,0.9463600160066431
59,6117bb7900c0ba81f079a4ee,0.9706480960931259
60,611d180283c1129def9284e6,0.9975263735197113
61,611e00dc377e4fb7a27725e8,0.9898697068789795
62,611e125063d1a52330225838,0.9959877822090775
63,611fd297eb06449f7f0a06b9,0.9526916422816922
64,61200d0d71bd5c0f9f9716b2,0.8761107649825778
65,61242dd5be1a06b174975a1f,0.9294715664881649
66,61248a51eefb6797024ecb85,0.9835812375953602
67,612cc44439ccefbbd5d4b278,0.9407537468029425
68,612cd9f34adcee82f65685a1,0.8657849589628979
69,613054cf8dffc8bbb1fc9cc4,0.9884720736594527
70,6134d182408816f4c1284496,0.9468244229876682
71,6135f6887f5dd1472f7d3d6e,0.9925292979674006
72,6136a1e1159dc808ad660d89,0.9985543143659258
73,613758e7a80409ba7f5affb6,0.9939493308735745
74,613ca0a2040055a4e87c5d71,0.9633219838336529
75,6148b49d6ac652cefd310332,1.0
76,615c1372e7e639775817487e,0.9257568549711233
77,615c47639c04e360b0a76f58,1.0
78,6166ef334de9e433e83bfb79,0.9672035576771841
79,616ad7ac6299f99ce33cdc78,0.997377979357206
80,616b567b3e605b7245a9aead,0.9539958177739151
81,61717173748006894b2b54ff,0.8792738728083265
82,6171946a19f6673fb215c0c7,0.9995530521017603
83,6171f219ee27aa0e23d076aa,0.9875296256011398
84,61758dd4ab7ec0d91a929f3d,0.9967945836826033
85,628ed30ae7ff849e8bc91c86,0.9998479449172509
86,631a1795de5efe7d3395caa3,0.9576609280652938
87,63c5335da2b625ab1ade7e7c,0.9694547665029096
88,6413799cf7721ee0ce637e09,1.0
89,646e0d2370c16a7561ae7dcb,0.9499071631269282
90,649264e0b601af80c5677791,0.9914427161393947
91,6492c23a1a7735dfaab2b095,0.9836393225573653
92,6495a5f76daf70e418baf5f7,1.0
93,6497e970e2621e753513a695,0.9860590421637095
94,64e7533f36d388e8b31d3309,0.9941376693096943
95,64e8bd55c9089d5bf26c90cd,0.9129436733737177
96,64e8c14bbe184c20cb9d0583,0.9116893438145931
97,64e9d6f596308448ac67bb95,0.9090006256281709
98,64f61553b5635b5e00595923,0.9996082228273
99,64f7a35c5f6503caaa59f79f,0.970187486181937
100,64fc701b223abd16ad5c940e,0.9540274731206277
101,650330fa0cbc534b423f41e9,0.9402274510029458
102,6505a9adbb769aeea736a2f5,0.942999244932741
103,650aed9eb9cc2c717ba70c30,0.9616989896091801
104,6511e688100fd33b378fa688,0.9259567161910747
105,651c59ec0cb6fef4208190f5,0.9733066388206141
106,651eda4af4a809dbba0bb002,0.9219975387812003
107,65352001dbe3e18eae5a8300,0.9413056207396777
108,65361483b7f9881afa9b4cda,0.9605080996946272
