"sbj_ID","L1Score","L2Score","L3Score","L4Score"
"6980b660de828c2f1a83d72f",197.23,137.388,0,0
"6980b7b8619ca8828b86f21b",193.6,121.496,0,0
"6980b8dbf12d0bde4727635e",196.416,135.294,81.816,62.29
"6980bc0b357eb9d91de4a0e9",198.32,164.9,0,0
"6980bff5e4be64da2d6c8914",199.232,116.318,0,0
"6980c16f9985e39f6bcbbe3a",186.334,148.646,68.65,0
"6980c5902273a0acf918ced1",203.77,171.254,0,0
"6980d349ae34723f48ea7a3d",194.146,105.968,0,0
"6980dcc1fee5670e573354f1",196.14,149.828,0,0
"6981128082d28d2191154253",196.054,152.638,0,0
"698119def2a23d22dac3df09",194.236,149.916,45.676,0
"698138565bd9d4728a0a2e04",203.318,121.312,0,0
"6981e24e62bb6fd0037109e5",210.674,57.206,0,0
"6981ec61b00cbb326f2382a2",190.694,110.236,94.982,0
"6982228b60e61107ddfc0bd3",193.418,79.454,77.82,0
"69822b89bfde15d117539990",202.5,129.394,0,0
"698242aea446c3fc40454a2d",193.96,174.708,0,0
"69824df3026e0eff3dec0d0b",214.67,153.544,35.416,0
"69824e53e214c63c2afb2c53",194.78,112.598,0,0
"698255186a52f393404e26f7",210.222,0,0,0
"69826a6954465a13b14b2786",192.516,0,0,0
"6982eb0cb5743c2857d1c8e0",209.314,0,0,0
"698351788833bcdaa3c391ce",214.308,0,0,0
"6983518f181a5c0bd8d4742c",193.69,169.984,0,0
"69835a10b58c1a190110ab59",185.156,123.13,0,0
"69835b48d4c4c9a78668c0af",184.06,133.3,100.612,96.252
"698362eea52b5dadb6f3197b",200.682,119.226,57.39,0
"69839df6b3f83b9c02ac8234",190.51,167.262,0,0
"69839e45e8ca9d3863565d6d",207.04,136.294,44.678,31.78
"6983ab405a31650a9c36d9f8",193.238,93.072,126.4,0
"6984ab8a88a32e8274e0351b",198.32,128.126,0,0
"6984b22b8b8f99c86194ce62",188.424,101.248,0,0
"6984b8a7eadad5d5bd8e12cf",194.142,184.332,92.982,0
"6984c939f133acffbbd3b36a",184.25,108.146,0,0
"6984df69583cf5f1ae4f9490",196.142,119.68,66.106,0
"6985466b840079abc0ac75e9",193.328,119.044,0,0
"6985a1a2a9b075341a3e65b0",170.35,151.102,0,0
"6985a6c2b7a13630aac31fc5",195.962,134.116,0,0
"69863c0a716ec6381ad4d1fb",205.496,162.354,86.628,0
"69865b7be282f1756be7d697",190.602,129.488,0,0
"698725ce979bc4d4ea7c7373",208.496,98.882,0,0
"698732a17e9271820246153f",199.776,112.142,0,0
"698734d0ecc42269dc0e75ac",195.054,123.22,0,0
"6989baec35fa286279b29ca5",180.522,154.55,36.414,0
"6989bbea6334b622c22a53ee",211.764,81.086,0,0
"6989bc7b28c71e3280a6e7f6",203.77,130.938,55.574,35.594
"6989c0c01b2e93d5d8f2e20a",180.522,139.748,73.734,0
"6989c9427f6c4ffb769fad68",199.14,133.57,38.322,14.982
"6989da604f75e4c44ffefa17",153.916,146.198,0,0
"6989de5cb788d8dfc4a2641e",203.77,146.738,0,0
"6989f4760694ce91b5bc35f7",204.86,158.36,64.744,0
"698a196b6438a03eb3cce8f3",197.87,110.87,0,0
"698a4bd40711b1611e7f96ca",182.156,165.174,0,0
"698b4e2840974dba43e185e8",187.06,129.664,155.64,0
"698b57a46bf6a0eee98c0c04",185.97,116.14,84.086,0
"698cb68a1093d20f7c6087b7",193.872,130.848,87.536,0
"698d1d8ff61786b4c5785a1c",201.228,114.322,0,0
"698dd411bc2ef10a72a75749",201.866,112.23,82.724,0
"698df4a194fabefa716596ec",185.252,0,0,0
"698f277e7eb87d0f843d6bf7",181.522,124.948,0,0
"69907667f821728d219ce06d",185.424,169.35,151.822,0
"699426b305113343f561b4c6",206.132,138.746,41.318,26.514
"6998a16a9147ebdebf871a82",199.32,117.41,31.784,0
"6998ed35ce310d26bcf802aa",202.594,52.574,0,0
"699c7585ca22df8b1bf087fe",211.4,130.482,45.404,0
"69a56a100ee2dc518e8c415c",181.792,145.108,0,0
"69a5dbac7321bbc23b76cb30",202.772,115.502,0,0
"69a5e91eee249ee63d49f9ca",202.774,145.464,0,0
"69a6f5f930a06e13c4593d9d",199.41,181.97,0,0
"69a81ed11957a0f6e26144d2",194.688,124.04,0,0
"69aca66948779f79eefc2152",210.31,105.24,0,0
"69aebf5ccbf8f23f086f7b6c",209.584,129.574,81.996,0
"69aeec32d642e2a0092f6452",186.608,101.702,0,0
"69aeee44187fdda005ab835b",205.044,136.838,0,0
"69af1632fa81c6ae5d2df790",201.32,112.868,0,0
"69af34e771ce9d065c0d9d80",209.584,107.782,0,0
"69b0960f30730461ec1d57b1",189.058,114.776,82.36,66.648
"69b168262adfe7b4609a9209",212.128,38.5,0,0
"69b52f9256ef2162a97fbebc",186.064,161.266,0,0
"69b81e444b794cbe8947b065",185.61,121.132,52.214,0
"69bbe66ef888cc3fc9405de9",201.954,129.758,37.868,0
"69bc58df28cbddd60a341a03",196.234,120.314,54.848,0
"69c1120111926f72009dde4d",205.588,115.5,35.326,0
"69c147cc355c3af96875e729",207.134,96.158,29.06,0
"69c2a6ec39af7c4c4c681804",207.952,0,0,0
"69c4d00086c2b4a1a8dc2191",192.148,143.378,0,0
"69c653159fc262f6ae945f2c",169.992,105.152,0,0
"69ca93b861a695b1c1eec106",191.06,112.232,0,0
"69cff69eb8da20e1ea8a2fbe",199.596,114.954,109.418,0
"69d25ddbd1a5851c7aa92ad3",153.548,145.196,168.258,97.338
"69d62066fd5570ddfaee9725",193.874,134.84,142.47,0
"69d648d33057d63617173b85",194.148,58.75,0,0
"69d66f2bcd1bac4e9bbdddc3",193.146,87.446,0,0
"69d7cd471aa7b7397313cb1f",200.684,66.648,81,0
"69d8b313ae434f632a305c9b",194.416,67.286,51.398,30.056
"69dac423e2591f3cbc0dcad7",198.78,72.732,0,0
"69dcfc3bcb3d5759729e920e",165.81,142.012,141.752,0
"69df940e45bb58f49783baac",178.978,153.46,90.804,0
"69e0e73998a997f72e680509",213.4,0,0,0
"69e258d883661ada98acc7ee",207.498,0,0,0
"69e266c172efe398cfc4c52d",187.976,0,0,0
"69e50234165d341516973996",174.162,115.864,129.04,0
"69e511fc6bace0c078531c15",210.674,72.188,0,0
"69e549ba0b6a44f0ec2b09cc",217.94,0,0,0
"69e743c5f506b9499e8fa3f9",210.676,0,0,0
"69e90048f00cb9113be223d3",212.128,104.784,37.05,0
