"sbj_ID","task","testing_condition","trialn","item","expected","observed","correct","rt","strategy","yes_0M","yes_1M","yes_2M","score_2M","dprime","log_beta","c","Gender","Age","HistoryL1Score","HistoryL2Score","HistoryL3Score","HistoryL4Score","UseL1Score","UseL2Score","UseL3Score","UseL4Score","ProficiencyL1Score","ProficiencyL2Score","ProficiencyL3Score","ProficiencyL4Score","AttitudeL1Score","AttitudeL2Score","AttitudeL3Score","AttitudeL4Score","L1Score","L2Score","L3Score","L4Score","var","ent","use_ent","multiexp","L1_L2_diff","cossim","use_cossim","RC1_L4","RC3_L3","RC2_use_L1vsL2","RC7_hist_L2","RC9_use_L4","category","script"
"579e18fc4a84da00014c6f4f","testing","1M",21,"QcladBCD","within_lang","within_lang",TRUE,519,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",22,"cBROBuda","between_lang","within_lang",FALSE,424,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",23,"ldAaTmTm","between_lang","within_lang",FALSE,468,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",24,"EtMDMtRdM","between_lang","between_lang",TRUE,617,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",25,"rcmuvkCRm","between_lang","between_lang",TRUE,372,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",26,"krGuZckv","between_lang","between_lang",TRUE,524,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",27,"LckGNYArG","within_lang","within_lang",TRUE,373,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",28,"QLrOJEKBO","between_lang","between_lang",TRUE,372,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",29,"BOckPkrGu","between_lang","within_lang",FALSE,419,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",30,"kPOtkhMD","within_lang","within_lang",TRUE,679,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",31,"Udumduda","between_lang","within_lang",FALSE,389,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",32,"laYmrTmTm","between_lang","between_lang",TRUE,502,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",33,"ktBdcthB","within_lang","between_lang",FALSE,510,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",34,"YNrAmDlDT","within_lang","between_lang",FALSE,372,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",35,"kPkRAhbkd","within_lang","within_lang",TRUE,375,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",36,"ZNLOvkKE","between_lang","within_lang",FALSE,542,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",37,"dmZvmcthB","between_lang","between_lang",TRUE,399,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",38,"kLvdNhCkt","between_lang","between_lang",TRUE,419,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",39,"kMbTRadkr","between_lang","within_lang",FALSE,401,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",40,"kuvbdYAJ","between_lang","between_lang",TRUE,477,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",41,"ktBdYArG","between_lang","between_lang",TRUE,450,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",42,"lKdbcbLd","between_lang","between_lang",TRUE,402,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",43,"EMbDPOJlN","between_lang","between_lang",TRUE,388,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",44,"RtRhbTE","within_lang","between_lang",FALSE,608,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",45,"PCPDhEKBO","within_lang","within_lang",TRUE,367,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",46,"dRbDbAJLr","between_lang","within_lang",FALSE,470,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",47,"tRPDkKE","within_lang","between_lang",FALSE,420,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",48,"ZNLOvlGc","within_lang","between_lang",FALSE,482,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",49,"tcYbdlvk","between_lang","between_lang",TRUE,599,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",50,"mrOdYArG","within_lang","within_lang",TRUE,370,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",51,"RtRhkKE","within_lang","within_lang",TRUE,317,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",52,"UdumdJmNk","between_lang","between_lang",TRUE,461,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",53,"aLNlkYZJO","between_lang","within_lang",FALSE,370,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",54,"aUZAAPT","between_lang","within_lang",FALSE,397,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",55,"ZNLOvRDM","within_lang","between_lang",FALSE,310,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",56,"lBlEATc","between_lang","between_lang",TRUE,310,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","2M",57,"aYQmkKE","between_lang","within_lang",FALSE,381,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","0M",58,"EYtYRAPT","between_lang","between_lang",TRUE,478,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
"579e18fc4a84da00014c6f4f","testing","1M",59,"TAdhMCKOb","within_lang","within_lang",TRUE,415,"didnt use a strategy",42.5,57.5,42.5,0.575,0.366,0.067,0.183,"Woman",23,54.48,0,0,0,54.5,0,0,0,54.48,0,0,0,54.48,0,0,0,217.94,0,0,0,11874.4609,0,0,217.94,217.94,1,1,-0.0969900247556341,-0.564038501522638,-0.450221275260868,-0.548515266693889,-0.167060903084908,"mono","same"
