,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt
0,659c0682d109f8537a89fdd3,familiarity,10,IBDLL,PHCHI,1,0,False,1167.0
0,659c0682d109f8537a89fdd3,familiarity,11,TGPV,RXWK,1,1,True,1935.0
0,659c0682d109f8537a89fdd3,familiarity,12,AFN,ZBG,1,1,True,1199.0
0,659c0682d109f8537a89fdd3,familiarity,13,LMAZW,WAEMI,1,1,True,1343.0
0,659c0682d109f8537a89fdd3,familiarity,14,FDMJC,BRSWX,0,0,True,2559.0
0,659c0682d109f8537a89fdd3,familiarity,15,VCEG,TEKU,0,1,False,1581.0
0,659c0682d109f8537a89fdd3,familiarity,16,NOQI,QFMC,0,0,True,1745.0
0,659c0682d109f8537a89fdd3,familiarity,17,EKCYG,LQUJO,1,1,True,1134.0
0,659c0682d109f8537a89fdd3,familiarity,18,FSZR,FPKY,1,0,False,1841.0
0,659c0682d109f8537a89fdd3,familiarity,19,CAVY,CZPW,1,0,False,1214.0
0,659c0682d109f8537a89fdd3,familiarity,20,UWNP,ZEPI,0,0,True,816.0
0,659c0682d109f8537a89fdd3,familiarity,21,FEKL,NJLI,0,1,False,1581.0
0,659c0682d109f8537a89fdd3,familiarity,22,STCKM,LSZGA,0,0,True,1119.0
0,659c0682d109f8537a89fdd3,familiarity,23,VUWYK,EIEQN,1,0,False,1154.0
0,659c0682d109f8537a89fdd3,familiarity,24,TGB,OJU,0,1,False,910.0
0,659c0682d109f8537a89fdd3,familiarity,25,MZJH,ZWQR,1,1,True,13391.0
0,659c0682d109f8537a89fdd3,familiarity,26,AFVRF,FWTPN,1,1,True,1197.0
0,659c0682d109f8537a89fdd3,familiarity,27,QBTR,ILIN,0,1,False,1231.0
0,659c0682d109f8537a89fdd3,familiarity,28,SNUX,DXLI,0,0,True,2224.0
0,659c0682d109f8537a89fdd3,familiarity,29,GLY,WYZ,1,0,False,2479.0
0,659c0682d109f8537a89fdd3,familiarity,30,KSN,PSU,0,1,False,1345.0
0,65b3c533a99b6a6b97a6f54a,familiarity,1,ZTE,KXH,0,0,True,1256.0
0,65b3c533a99b6a6b97a6f54a,familiarity,2,XUDJM,DRNXR,0,0,True,1277.0
0,65b3c533a99b6a6b97a6f54a,familiarity,3,ZKY,AJE,0,0,True,2448.0
0,65b3c533a99b6a6b97a6f54a,familiarity,4,XFSV,RZDE,0,0,True,1672.0
0,65b3c533a99b6a6b97a6f54a,familiarity,5,PNSG,ZBNO,0,1,False,1107.0
0,65b3c533a99b6a6b97a6f54a,familiarity,6,OEDRA,EKCYG,0,1,False,1425.0
0,65b3c533a99b6a6b97a6f54a,familiarity,7,FBMN,CZPW,0,1,False,2081.0
0,65b3c533a99b6a6b97a6f54a,familiarity,8,ZSPY,BLHM,1,1,True,1591.0
0,65b3c533a99b6a6b97a6f54a,familiarity,9,EOSUX,VJGQJ,1,1,True,1661.0
0,65b3c533a99b6a6b97a6f54a,familiarity,10,EYLH,QVKN,1,0,False,1307.0
0,65b3c533a99b6a6b97a6f54a,familiarity,11,EXDT,KQRK,0,0,True,1058.0
