,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt
0,5b6aa4aa0d748b0001fb5260,familiarity,26,JUG,MAB,0,0,True,1280.0
0,5b6aa4aa0d748b0001fb5260,familiarity,27,CkBOP,BOCRM,0,0,True,2204.0
0,5b6aa4aa0d748b0001fb5260,familiarity,28,kMEC,kPOt,1,0,False,2518.0
0,5b6aa4aa0d748b0001fb5260,familiarity,29,adYrc,PDPhl,1,1,True,2719.0
0,5b6aa4aa0d748b0001fb5260,familiarity,30,lAOKM,htmhC,0,0,True,1326.0
0,5c1a6bd8f9250d0001b7c589,familiarity,1,Amacl,BOckP,1,0,False,2580.0
0,5c1a6bd8f9250d0001b7c589,familiarity,2,uUY,mCd,1,1,True,2622.0
0,5c1a6bd8f9250d0001b7c589,familiarity,3,BATOc,lKdbc,1,1,True,1019.0
0,5c1a6bd8f9250d0001b7c589,familiarity,4,KDPA,hCkt,1,1,True,1066.0
0,5c1a6bd8f9250d0001b7c589,familiarity,5,DlDT,khmh,1,0,False,1214.0
0,5c1a6bd8f9250d0001b7c589,familiarity,6,QbkAc,LvuOG,0,1,False,822.0
0,5c1a6bd8f9250d0001b7c589,familiarity,7,hlctE,GLluA,1,1,True,743.0
0,5c1a6bd8f9250d0001b7c589,familiarity,8,damYb,ECtbD,1,0,False,854.0
0,5c1a6bd8f9250d0001b7c589,familiarity,9,KABA,ktBd,1,0,False,1013.0
0,5c1a6bd8f9250d0001b7c589,familiarity,10,BdtAC,tmtEM,1,1,True,1027.0
0,5c1a6bd8f9250d0001b7c589,familiarity,11,TRK,Tmc,1,1,True,1002.0
0,5c1a6bd8f9250d0001b7c589,familiarity,12,OJlN,GAcY,1,1,True,912.0
0,5c1a6bd8f9250d0001b7c589,familiarity,13,OYK,lRE,1,1,True,971.0
0,5c1a6bd8f9250d0001b7c589,familiarity,14,dRA,rAm,1,1,True,930.0
0,5c1a6bd8f9250d0001b7c589,familiarity,15,bYGOZ,bRABt,1,0,False,693.0
0,5c1a6bd8f9250d0001b7c589,familiarity,16,kMbTR,dmZvm,0,0,True,489.0
0,5c1a6bd8f9250d0001b7c589,familiarity,17,uQuZc,EPMDk,0,0,True,1047.0
0,5c1a6bd8f9250d0001b7c589,familiarity,18,TmTm,QvlZ,0,0,True,728.0
0,5c1a6bd8f9250d0001b7c589,familiarity,19,dClOC,advYO,0,0,True,784.0
0,5c1a6bd8f9250d0001b7c589,familiarity,20,GQrc,NQZv,0,0,True,599.0
0,5c1a6bd8f9250d0001b7c589,familiarity,21,kGua,YlYc,1,1,True,1029.0
0,5c1a6bd8f9250d0001b7c589,familiarity,22,YLU,kbu,1,1,True,1498.0
0,5c1a6bd8f9250d0001b7c589,familiarity,23,DOBhY,NvuGr,0,1,False,498.0
0,5c1a6bd8f9250d0001b7c589,familiarity,24,TPCb,cMRl,0,0,True,404.0
0,5c1a6bd8f9250d0001b7c589,familiarity,25,DmAME,DkTCP,1,0,False,485.0
0,5c1a6bd8f9250d0001b7c589,familiarity,26,kGamN,bdUNu,0,1,False,417.0
0,5c1a6bd8f9250d0001b7c589,familiarity,27,OAmGr,QcQAJ,1,1,True,454.0
0,5c1a6bd8f9250d0001b7c589,familiarity,28,Zvalv,kKEdM,0,0,True,379.0
0,5c1a6bd8f9250d0001b7c589,familiarity,29,OJGQ,kuvb,0,0,True,417.0
0,5c1a6bd8f9250d0001b7c589,familiarity,30,OcN,Arv,1,1,True,338.0
0,5c437f6a4fe4f800016e3d52,familiarity,1,OcN,lvk,1,1,True,2659.0
0,5c437f6a4fe4f800016e3d52,familiarity,2,KBKBE,AZaJc,1,1,True,2287.0
0,5c437f6a4fe4f800016e3d52,familiarity,3,ZvkL,bAdk,1,1,True,2587.0
0,5c437f6a4fe4f800016e3d52,familiarity,4,QbkAc,ZNLOv,1,1,True,2150.0
0,5c437f6a4fe4f800016e3d52,familiarity,5,cBROB,Ldrbv,0,0,True,2008.0
0,5c437f6a4fe4f800016e3d52,familiarity,6,Tbk,APT,1,0,False,1871.0
0,5c437f6a4fe4f800016e3d52,familiarity,7,EltMB,KMDYt,1,1,True,2360.0
0,5c437f6a4fe4f800016e3d52,familiarity,8,rAm,Tmc,0,1,False,2855.0
0,5c437f6a4fe4f800016e3d52,familiarity,9,QOLmu,kRCkO,1,1,True,2183.0
0,5c437f6a4fe4f800016e3d52,familiarity,10,lGZv,Ehbt,1,0,False,1931.0
0,5c437f6a4fe4f800016e3d52,familiarity,11,ACcO,RtRh,0,1,False,2651.0
0,5c437f6a4fe4f800016e3d52,familiarity,12,CDEmY,NAacQ,1,1,True,2184.0
0,5c437f6a4fe4f800016e3d52,familiarity,13,Glu,uda,1,0,False,2031.0
0,5c437f6a4fe4f800016e3d52,familiarity,14,NbmQU,vkYGl,0,1,False,1980.0
0,5c437f6a4fe4f800016e3d52,familiarity,15,rvUb,YArG,0,1,False,2414.0
0,5c437f6a4fe4f800016e3d52,familiarity,16,hkRK,kuvb,1,1,True,1843.0
0,5c437f6a4fe4f800016e3d52,familiarity,17,JvaA,lMck,1,1,True,1645.0
0,5c437f6a4fe4f800016e3d52,familiarity,18,DKP,rab,1,1,True,1681.0
0,5c437f6a4fe4f800016e3d52,familiarity,19,Mlth,krUQ,0,0,True,1579.0
0,5c437f6a4fe4f800016e3d52,familiarity,20,bcbM,UmNJ,0,0,True,2086.0
0,5c437f6a4fe4f800016e3d52,familiarity,21,dmRb,lRCB,1,0,False,1548.0
0,5c437f6a4fe4f800016e3d52,familiarity,22,ObZbA,aNYmb,1,1,True,1632.0
0,5c437f6a4fe4f800016e3d52,familiarity,23,cPK,kmU,1,1,True,1519.0
0,5c437f6a4fe4f800016e3d52,familiarity,24,Juaml,PEkhA,1,0,False,1667.0
0,5c437f6a4fe4f800016e3d52,familiarity,25,hAROK,BMEMA,1,1,True,991.0
0,5c437f6a4fe4f800016e3d52,familiarity,26,GAcY,YaOk,1,0,False,1954.0
0,5c437f6a4fe4f800016e3d52,familiarity,27,JcUk,rAJu,1,1,True,976.0
0,5c437f6a4fe4f800016e3d52,familiarity,28,mBbK,OcZJ,0,1,False,833.0
0,5c437f6a4fe4f800016e3d52,familiarity,29,cMRl,EKBO,0,1,False,2061.0
0,5c437f6a4fe4f800016e3d52,familiarity,30,NbacA,kLvdN,1,1,True,1671.0
0,5c840aedbad8fb000106cb44,familiarity,1,hlbtb,GumLl,0,1,False,4617.0
0,5c840aedbad8fb000106cb44,familiarity,2,lTmO,Ctmb,1,0,False,2216.0
0,5c840aedbad8fb000106cb44,familiarity,3,Tbk,lvk,1,1,True,1944.0
0,5c840aedbad8fb000106cb44,familiarity,4,tRPD,OdOP,0,0,True,1959.0
0,5c840aedbad8fb000106cb44,familiarity,5,EtMDM,NbacA,0,0,True,2253.0
0,5c840aedbad8fb000106cb44,familiarity,6,kbu,APT,1,1,True,1666.0
0,5c840aedbad8fb000106cb44,familiarity,7,JNka,AMkC,1,1,True,1325.0
0,5c840aedbad8fb000106cb44,familiarity,8,cAZu,dmRb,1,1,True,2067.0
0,5c840aedbad8fb000106cb44,familiarity,9,LdQv,aUZA,1,1,True,1513.0
0,5c840aedbad8fb000106cb44,familiarity,10,RCdc,mKcD,0,0,True,913.0
0,5c840aedbad8fb000106cb44,familiarity,11,LcO,Dmh,1,1,True,1155.0
0,5c840aedbad8fb000106cb44,familiarity,12,BCD,cUN,0,1,False,1278.0
0,5c840aedbad8fb000106cb44,familiarity,13,uvaU,dTAh,1,1,True,1162.0
0,5c840aedbad8fb000106cb44,familiarity,14,lcOc,Ckbd,1,0,False,495.0
0,5c840aedbad8fb000106cb44,familiarity,15,vJab,UmNJ,0,0,True,603.0
0,5c840aedbad8fb000106cb44,familiarity,16,UJmr,QONk,0,1,False,554.0
0,5c840aedbad8fb000106cb44,familiarity,17,NLQGm,MBKRE,1,1,True,1162.0
0,5c840aedbad8fb000106cb44,familiarity,18,kcCRt,dGLAl,1,1,True,1209.0
0,5c840aedbad8fb000106cb44,familiarity,19,AlUY,aYaN,1,0,False,1261.0
0,5c840aedbad8fb000106cb44,familiarity,20,TbKME,Ldrbv,0,1,False,1782.0
0,5c840aedbad8fb000106cb44,familiarity,21,kabJb,rGUAY,1,0,False,1518.0
0,5c840aedbad8fb000106cb44,familiarity,22,CDEmY,chEDO,1,0,False,1114.0
0,5c840aedbad8fb000106cb44,familiarity,23,dUr,vJQ,0,1,False,1318.0
0,5c840aedbad8fb000106cb44,familiarity,24,AZbl,rvAJ,1,1,True,1371.0
0,5c840aedbad8fb000106cb44,familiarity,25,OcN,uda,0,0,True,1028.0
0,5c840aedbad8fb000106cb44,familiarity,26,lAOKM,hBmMC,0,1,False,1062.0
0,5c840aedbad8fb000106cb44,familiarity,27,hEct,AlTd,1,1,True,1812.0
0,5c840aedbad8fb000106cb44,familiarity,28,dMThk,DOBhY,0,1,False,1069.0
0,5c840aedbad8fb000106cb44,familiarity,29,Akd,ATc,1,0,False,845.0
0,5c840aedbad8fb000106cb44,familiarity,30,Cchtd,hAROK,1,1,True,1085.0
0,5d696d1c55742f001af29220,familiarity,1,mhc,uZc,1,1,True,4603.0
0,5d696d1c55742f001af29220,familiarity,2,GJGcZ,RlAKc,0,1,False,3310.0
0,5d696d1c55742f001af29220,familiarity,3,PCMPK,auYAk,1,1,True,2929.0
0,5d696d1c55742f001af29220,familiarity,4,QLrOJ,OdlNm,1,0,False,5348.0
0,5d696d1c55742f001af29220,familiarity,5,Juaml,JdOAY,0,1,False,2011.0
0,5d696d1c55742f001af29220,familiarity,6,kMbTR,UdlGQ,0,0,True,2762.0
0,5d696d1c55742f001af29220,familiarity,7,PYkC,YbBT,0,0,True,2761.0
0,5d696d1c55742f001af29220,familiarity,8,YArG,AMkC,0,1,False,2020.0
0,5d696d1c55742f001af29220,familiarity,9,OQAr,rLaZ,1,1,True,1886.0
0,5d696d1c55742f001af29220,familiarity,10,OMC,mkc,0,1,False,3206.0
0,5d696d1c55742f001af29220,familiarity,11,OPE,OYK,0,1,False,3622.0
0,5d696d1c55742f001af29220,familiarity,12,QcQAJ,DkTCP,0,0,True,1469.0
0,5d696d1c55742f001af29220,familiarity,13,MAB,cPK,0,0,True,2353.0
0,5d696d1c55742f001af29220,familiarity,14,COtBD,YlCPB,1,0,False,3113.0
0,5d696d1c55742f001af29220,familiarity,15,hbkd,UvOG,1,1,True,1184.0
0,5d696d1c55742f001af29220,familiarity,16,lRCB,OkGY,1,0,False,3638.0
0,5d696d1c55742f001af29220,familiarity,17,kam,YBO,0,0,True,1706.0
0,5d696d1c55742f001af29220,familiarity,18,vAar,DlDT,1,1,True,3366.0
0,5d696d1c55742f001af29220,familiarity,19,Ehbt,MCkm,1,0,False,6504.0
0,5d696d1c55742f001af29220,familiarity,20,rdLJa,lCbcm,1,0,False,3763.0
0,5d696d1c55742f001af29220,familiarity,21,GQYQ,AOUl,0,0,True,2750.0
0,5d696d1c55742f001af29220,familiarity,22,YKRk,ZvkL,0,0,True,3299.0
0,5d696d1c55742f001af29220,familiarity,23,btlck,AlQaQ,1,1,True,3547.0
0,5d696d1c55742f001af29220,familiarity,24,cMRl,CMdP,0,0,True,2517.0
0,5d696d1c55742f001af29220,familiarity,25,LOLkU,Qclad,0,0,True,1878.0
0,5d696d1c55742f001af29220,familiarity,26,Phktk,KRARm,0,0,True,2285.0
0,5d696d1c55742f001af29220,familiarity,27,mvG,BbM,1,0,False,1498.0
0,5d696d1c55742f001af29220,familiarity,28,YOZN,GQrc,0,1,False,2872.0
0,5d696d1c55742f001af29220,familiarity,29,ZYcQU,EPMDk,0,1,False,4219.0
0,5d696d1c55742f001af29220,familiarity,30,uAkr,tdDd,0,1,False,2238.0
0,5db16ce33990ed0014564873,familiarity,1,NvuGr,ckLAL,1,1,True,3545.0
0,5db16ce33990ed0014564873,familiarity,2,bROC,CPMl,1,0,False,1535.0
0,5db16ce33990ed0014564873,familiarity,3,bcOR,Abka,1,0,False,2326.0
0,5db16ce33990ed0014564873,familiarity,4,EYtYR,kRCkO,0,0,True,2563.0
0,5db16ce33990ed0014564873,familiarity,5,JdGm,AMkC,1,1,True,1086.0
0,5db16ce33990ed0014564873,familiarity,6,TKDk,TdTD,1,1,True,4012.0
0,5db16ce33990ed0014564873,familiarity,7,YQbc,rvAJ,1,0,False,2104.0
0,5db16ce33990ed0014564873,familiarity,8,DOAK,YcdO,1,0,False,1512.0
0,5db16ce33990ed0014564873,familiarity,9,OcN,YNu,0,0,True,3223.0
0,5db16ce33990ed0014564873,familiarity,10,EPBT,lBKt,0,0,True,2734.0
0,5db16ce33990ed0014564873,familiarity,11,YaOk,bdtK,0,0,True,1563.0
0,5db16ce33990ed0014564873,familiarity,12,GLYrA,ubALm,1,1,True,842.0
0,5db16ce33990ed0014564873,familiarity,13,UdvY,rLkm,0,0,True,3155.0
0,5db16ce33990ed0014564873,familiarity,14,ALOrl,thbOM,0,0,True,1354.0
0,5db16ce33990ed0014564873,familiarity,15,EhRm,muYN,0,1,False,1589.0
0,5db16ce33990ed0014564873,familiarity,16,KElB,Yadr,0,0,True,1385.0
0,5db16ce33990ed0014564873,familiarity,17,ArQu,adkr,1,1,True,994.0
0,5db16ce33990ed0014564873,familiarity,18,aLNlk,NbacA,1,0,False,3249.0
0,5db16ce33990ed0014564873,familiarity,19,YkZ,aQr,1,1,True,1801.0
0,5db16ce33990ed0014564873,familiarity,20,JZOAk,OAblc,0,0,True,1889.0
0,5db16ce33990ed0014564873,familiarity,21,KOYC,QONk,1,1,True,1266.0
0,5db16ce33990ed0014564873,familiarity,22,PCPDh,Juaml,1,0,False,1271.0
0,5db16ce33990ed0014564873,familiarity,23,EdBb,dCKc,1,0,False,1858.0
0,5db16ce33990ed0014564873,familiarity,24,BdtAC,OAmAd,1,0,False,1538.0
0,5db16ce33990ed0014564873,familiarity,25,EMbDP,mLdkZ,0,1,False,1761.0
0,5db16ce33990ed0014564873,familiarity,26,vJab,lkAk,0,0,True,1182.0
0,5db16ce33990ed0014564873,familiarity,27,OJlN,OdOP,0,0,True,2185.0
0,5db16ce33990ed0014564873,familiarity,28,DbMR,cAZu,0,0,True,1433.0
0,5db16ce33990ed0014564873,familiarity,29,kdaAJ,rcmuv,1,1,True,2231.0
0,5db16ce33990ed0014564873,familiarity,30,OYK,ark,0,0,True,1112.0
0,5e248b6f0c0b31718a9d3f31,familiarity,1,TklD,ACcO,0,0,True,1411.0
0,5e248b6f0c0b31718a9d3f31,familiarity,2,tDPRk,KAERM,0,1,False,892.0
0,5e248b6f0c0b31718a9d3f31,familiarity,3,dmRb,uauO,1,1,True,1030.0
0,5e248b6f0c0b31718a9d3f31,familiarity,4,Abka,rZYd,0,0,True,766.0
0,5e248b6f0c0b31718a9d3f31,familiarity,5,rLaZ,lcOc,1,1,True,1044.0
0,5e248b6f0c0b31718a9d3f31,familiarity,6,RKYk,Udbd,1,0,False,1511.0
0,5e248b6f0c0b31718a9d3f31,familiarity,7,UrOQ,RhPm,0,0,True,1269.0
0,5e248b6f0c0b31718a9d3f31,familiarity,8,BbOD,mARM,1,0,False,1043.0
0,5e248b6f0c0b31718a9d3f31,familiarity,9,kuvb,McMD,0,1,False,816.0
0,5e248b6f0c0b31718a9d3f31,familiarity,10,PDPhl,ObOQl,1,1,True,1062.0
0,5e248b6f0c0b31718a9d3f31,familiarity,11,rkJu,lZcu,1,0,False,1267.0
0,5e248b6f0c0b31718a9d3f31,familiarity,12,lKdbc,TbKME,0,1,False,958.0
0,5e248b6f0c0b31718a9d3f31,familiarity,13,bTE,DKP,0,0,True,854.0
0,5e248b6f0c0b31718a9d3f31,familiarity,14,YUNkZ,laYmr,0,0,True,945.0
0,5e248b6f0c0b31718a9d3f31,familiarity,15,tRdM,Ctmb,1,0,False,1259.0
0,5e248b6f0c0b31718a9d3f31,familiarity,16,LuNZ,LuaU,0,1,False,1064.0
0,5e248b6f0c0b31718a9d3f31,familiarity,17,Grub,dKRD,0,0,True,741.0
0,5e248b6f0c0b31718a9d3f31,familiarity,18,NkUA,TmTm,0,1,False,780.0
0,5e248b6f0c0b31718a9d3f31,familiarity,19,Tbk,JcL,1,0,False,994.0
0,5e248b6f0c0b31718a9d3f31,familiarity,20,kCRm,hkRK,1,0,False,1095.0
0,5e248b6f0c0b31718a9d3f31,familiarity,21,YArG,vQdO,0,0,True,930.0
0,5e248b6f0c0b31718a9d3f31,familiarity,22,UZu,ABb,0,1,False,471.0
0,5e248b6f0c0b31718a9d3f31,familiarity,23,Akd,uda,1,0,False,1056.0
0,5e248b6f0c0b31718a9d3f31,familiarity,24,KOYC,PcBT,1,0,False,651.0
0,5e248b6f0c0b31718a9d3f31,familiarity,25,dNZA,adkr,1,1,True,474.0
0,5e248b6f0c0b31718a9d3f31,familiarity,26,GumLl,kdaAJ,1,0,False,790.0
0,5e248b6f0c0b31718a9d3f31,familiarity,27,MDKP,PlEK,1,0,False,1072.0
0,5e248b6f0c0b31718a9d3f31,familiarity,28,OdYP,dCKc,1,0,False,961.0
0,5e248b6f0c0b31718a9d3f31,familiarity,29,rba,dRA,1,1,True,944.0
0,5e248b6f0c0b31718a9d3f31,familiarity,30,adYrc,hmKPM,1,1,True,1352.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,1,GUOA,TdmA,1,1,True,4447.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,2,KmE,JQA,1,0,False,1997.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,3,Ckbd,tmAK,0,1,False,1397.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,4,BEPO,mdkK,1,0,False,1024.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,5,dMThk,JAdLm,0,1,False,937.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,6,ZcGdN,YJLcA,1,1,True,969.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,7,TPCb,KdAR,0,0,True,1077.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,8,mcOJ,mBbK,1,1,True,1209.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,9,YKRk,tRdM,0,0,True,921.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,10,Qclad,mBmlA,1,1,True,1101.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,11,GumLl,Cchtd,1,1,True,1062.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,12,khmh,CKOb,0,1,False,1052.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,13,amJm,bvuZ,0,1,False,1173.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,14,CEM,PMd,0,0,True,956.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,15,DOk,Jud,1,0,False,1135.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,16,LkNc,MDKP,0,0,True,955.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,17,AlQaQ,dMYBP,0,1,False,1012.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,18,JrGv,dNZA,0,0,True,910.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,19,JNka,PcBT,0,0,True,877.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,20,ctkt,kPOt,0,0,True,896.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,21,PEtE,ALGZ,1,1,True,859.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,22,kabJb,NvuGr,1,0,False,864.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,23,mKcD,UJkG,1,1,True,883.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,24,kmU,vJQ,1,0,False,1405.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,25,UdlGQ,PEkhA,0,1,False,1166.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,26,DBkl,kJdr,1,0,False,1478.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,27,mBYl,vclY,0,0,True,1255.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,28,YNu,TRK,0,0,True,1115.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,29,YArG,cthB,1,1,True,1059.0
0,5e2b03f0005f2a02c5a64f7b,familiarity,30,BOckP,OQarQ,1,0,False,1442.0
0,5e6449ae5932461d728d2152,familiarity,1,tmYh,EPBT,0,0,True,3274.0
0,5e6449ae5932461d728d2152,familiarity,2,Udbd,rvUb,0,0,True,4426.0
0,5e6449ae5932461d728d2152,familiarity,3,NaJb,KElB,1,1,True,2772.0
0,5e6449ae5932461d728d2152,familiarity,4,JdOAY,kMbTR,1,0,False,3173.0
0,5e6449ae5932461d728d2152,familiarity,5,UdYUQ,hYDmt,1,1,True,4114.0
0,5e6449ae5932461d728d2152,familiarity,6,AlUY,CMdP,0,1,False,3587.0
0,5e6449ae5932461d728d2152,familiarity,7,JQA,mCd,0,0,True,6803.0
0,5e6449ae5932461d728d2152,familiarity,8,OPE,tAY,0,1,False,1709.0
0,5e6449ae5932461d728d2152,familiarity,9,ukbY,Ydud,1,1,True,5116.0
0,5e6449ae5932461d728d2152,familiarity,10,tRdM,Ctmb,0,1,False,4353.0
0,5e6449ae5932461d728d2152,familiarity,11,EtMDM,ABPRB,1,1,True,3221.0
0,5e6449ae5932461d728d2152,familiarity,12,Gabk,vclY,0,1,False,2580.0
0,5e6449ae5932461d728d2152,familiarity,13,TRkY,OkGY,1,0,False,2432.0
0,5e6449ae5932461d728d2152,familiarity,14,bRABt,lYrua,1,0,False,3980.0
0,5e6449ae5932461d728d2152,familiarity,15,OtlR,dmRb,0,0,True,2651.0
0,5e6449ae5932461d728d2152,familiarity,16,ZNLOv,DcPTc,1,0,False,7564.0
0,5e6449ae5932461d728d2152,familiarity,17,AYkEh,kLvdN,0,0,True,2931.0
0,5e6449ae5932461d728d2152,familiarity,18,bcOR,CmcO,0,1,False,2513.0
0,5e6449ae5932461d728d2152,familiarity,19,BYhT,dRht,1,1,True,3304.0
0,5e6449ae5932461d728d2152,familiarity,20,dEPD,MBmE,1,1,True,2535.0
0,5e6449ae5932461d728d2152,familiarity,21,ubALm,kabJb,0,0,True,4107.0
0,5e6449ae5932461d728d2152,familiarity,22,Yadr,RtRh,0,0,True,2204.0
0,5e6449ae5932461d728d2152,familiarity,23,CEM,dRA,1,0,False,1976.0
0,5e6449ae5932461d728d2152,familiarity,24,DkTCP,ECtbD,0,1,False,2257.0
0,5e6449ae5932461d728d2152,familiarity,25,TEBK,YTOM,0,1,False,7098.0
0,5e6449ae5932461d728d2152,familiarity,26,UbG,Ald,0,1,False,2355.0
