sbjID,trialn,word,condition,response,RT
20,1,UvOGLcO,0,yes,1438.8
20,2,dKDthBbM,0,yes,1995.75
20,3,ctktLcO,1,yes,1589.22
20,4,NAacQkYL,0,no,2756.36
20,5,BdtACBbM,0,no,978.25
20,6,udkmYZUZ,0,yes,1147.24
20,7,TEBKrkra,1,no,1204.59
20,8,udkmdCKc,1,yes,1397.6
20,9,YOZNTmc,1,no,1348.89
20,10,UvOGTPOM,1,no,1333.11
20,11,lYruarkra,0,no,1765.57
20,12,UrOQYZUZ,0,yes,1654.13
20,13,damYbDbMR,1,no,2084.31
20,14,TPCbTmc,0,no,739.68
20,15,lTmOLcO,1,yes,1002.81
20,16,BdtACkYL,1,yes,1347.98
20,17,QcladArv,0,no,1220.8
20,18,ctktTPOM,0,yes,1045.41
20,19,DcPTcrkra,1,no,1157.96
20,20,advYOkYL,0,yes,934.21
20,21,NAacQBbM,1,no,1301.69
20,22,kPkRAYZUZ,1,yes,1572.96
20,23,ZdNmULcO,0,yes,1590.89
20,24,advYOBbM,1,yes,1319.12
20,25,dOYmlTmc,0,no,1767.32
20,26,TEBKDbMR,0,no,1189.43
20,27,kPkRAdCKc,0,yes,1430.21
20,28,ZdNmUTPOM,1,yes,1319.26
20,29,dOYmlArv,1,no,1319.15
20,30,UrOQdCKc,1,no,1397.91
20,31,damYbrkra,0,no,1351.15
20,32,lYruaDbMR,1,no,1494.21
20,33,QcladTmc,1,yes,646.93
20,34,DcPTcDbMR,0,yes,1527.06
20,35,YOZNArv,0,no,1190.67
20,36,OcYMYZUZ,1,yes,1254.1
20,37,TPCbArv,1,yes,1414.69
20,38,lTmOTPOM,0,yes,1382.86
20,39,OcYMdCKc,0,yes,1222.21
20,40,dKDthkYL,1,no,1254.51
