sbjID,trialn,word,condition,response,RT
10,1,rbYbuBYhT,1,no,47.64
10,2,OYuvbOMC,1,yes,11.99
10,3,lBlEkbu,1,yes,16.26
10,4,rbYbuJQA,0,no,6.07
10,5,Zvalvrkra,0,yes,5.36
10,6,MBmEKlkD,0,yes,14.4
10,7,bYuQOMC,1,yes,7.77
10,8,OYuvbOJNk,0,no,7.41
10,9,QOLmumhc,1,yes,4.37
10,10,RdPtDrkra,1,yes,8.29
10,11,rkJukbu,0,no,1.91
10,12,QOLmuravu,0,yes,8.99
10,13,bYuQOJNk,0,no,5.22
10,14,UdumdKlkD,1,no,18.73
10,15,GJGcZJQA,0,yes,4.71
10,16,uQkrdkbu,0,no,13.58
10,17,lRckABYhT,0,no,21.08
10,18,ZvalvKlkD,1,yes,18.1
10,19,Udumdrkra,0,yes,16.66
10,20,Phktkmhc,0,no,10.38
10,21,ckduAravu,0,yes,15.27
10,22,MBmErkra,1,no,3.67
10,23,rkJulRE,1,yes,5.95
10,24,ORbkravu,1,no,14.17
10,25,lBlElRE,0,no,15.76
10,26,hYDmtJQA,1,no,19.56
10,27,ckduAmhc,1,yes,3.52
10,28,RdPtDKlkD,0,no,12.76
10,29,CYPckbu,1,yes,16.94
10,30,Phktkravu,1,yes,15.0
10,31,lRckAJQA,1,yes,11.98
10,32,YmBdOJNk,1,no,4.81
10,33,CYPclRE,0,yes,5.64
10,34,GJGcZBYhT,1,no,5.84
10,35,TCbDCOJNk,1,yes,5.12
10,36,YmBdOMC,0,no,7.04
10,37,hYDmtBYhT,0,yes,1.27
10,38,TCbDCOMC,0,no,40.0
10,39,uQkrdlRE,1,yes,2.51
10,40,ORbkmhc,0,yes,39.63
