sbjID,trialn,word,condition,response,RT
7,1,EhbtrGl,1,yes,5857.7
7,2,RKYkQONk,1,yes,2397.9
7,3,vclYmtKP,1,yes,3013.1
7,4,AmaclQONk,0,yes,5686.5
7,5,DkTCPTbk,0,yes,4581.7
7,6,dClOCcMRl,0,yes,6214.5
7,7,vclYQru,0,yes,3142.4
7,8,hCktmtKP,0,yes,5158.3
7,9,KDPAQONk,1,yes,3463.4
7,10,bROCLUOk,1,no,2837.4
7,11,DdckbLd,1,yes,7351.4
7,12,AlUYcMRl,1,yes,4278.6
7,13,aYQmLUOk,0,no,4902.9
7,14,JZOAkTbk,1,yes,7814.2
7,15,QOLmumtKP,1,yes,5526.7
7,16,rbYbucMRl,1,no,3943.1
7,17,dClOCbLd,1,yes,9527.1
7,18,ORbkQru,1,no,3767.4
7,19,ckduAKEdl,1,no,5605.7
7,20,aYQmTbk,1,yes,3879.8
7,21,rbYbubLd,0,yes,9766.9
7,22,vmuLlrGl,0,no,4421.5
7,23,EhbtTRK,0,yes,10295.6
7,24,AlUYbLd,0,no,11287.4
7,25,ORbkmtKP,0,yes,2022.8
7,26,RKYkKEdl,0,yes,7335.1
7,27,BOCRMTRK,0,yes,1974.6
7,28,bROCTbk,0,no,3255.7
7,29,BOCRMrGl,1,no,4758.9
7,30,AmaclKEdl,1,yes,8919.1
7,31,ckduAQONk,0,no,5319.3
7,32,DdckcMRl,0,yes,2375.5
7,33,KDPAKEdl,0,yes,1271.3
7,34,hCktQru,1,yes,4551.4
7,35,AbkaTRK,1,yes,6567.4
7,36,DkTCPLUOk,1,yes,1398.8
7,37,vmuLlTRK,1,no,4263.0
7,38,QOLmuQru,0,yes,13318.8
7,39,AbkarGl,0,yes,6263.0
7,40,JZOAkLUOk,0,yes,3911.5
