sbjID,trialn,word,condition,response,RT
14,1,BlmcltRb,0,yes,7599.8
14,2,YZJmBbM,1,yes,4813.8
14,3,ZcGdNbdtK,1,yes,2595.7
14,4,dClOCAld,1,yes,9140.5
14,5,NaAQdAOUl,0,yes,5029.7
14,6,ZcGdNOJNk,0,yes,7559.0
14,7,BKDRYlvk,1,yes,6543.3
14,8,ubALmbdtK,1,yes,5781.4
14,9,UJmrhRKm,1,no,4086.3
14,10,BKDRYBbM,0,no,9894.6
14,11,COtBDOtM,0,no,3431.5
14,12,ZNLOvBbM,1,yes,3015.0
14,13,YZJmlvk,0,yes,9015.6
14,14,kdEdYbdtK,0,yes,6469.5
14,15,UJmrAld,0,no,4791.5
14,16,tRPDtRb,0,no,5750.4
14,17,JdOAYUbG,0,yes,2679.0
14,18,vblrtRb,1,yes,11783.6
14,19,BECkOJNk,1,yes,1782.8
14,20,vblrUbG,0,no,2006.6
14,21,QcQAJhRKm,1,no,1703.3
14,22,DdckAOUl,1,no,2630.9
14,23,JdOAYtRb,1,yes,1221.0
14,24,NaAQdOtM,1,no,2519.7
14,25,BlmclUbG,1,yes,11191.3
14,26,YJkbOtM,1,yes,1350.8
14,27,tRPDUbG,1,no,1062.9
14,28,lAOKMhRKm,0,no,1447.2
14,29,kdEdYOJNk,1,no,1638.9
14,30,QcQAJAld,0,no,1159.8
14,31,DdckOtM,0,no,1671.3
14,32,ZNLOvlvk,0,no,2134.7
14,33,dClOChRKm,0,no,2087.2
14,34,ubALmOJNk,0,no,1190.7
14,35,DlDdBbM,0,yes,2519.6
14,36,lAOKMAld,1,yes,2279.6
14,37,BECkbdtK,0,yes,1398.7
14,38,YJkbAOUl,0,no,1975.5
14,39,DlDdlvk,1,yes,3095.8
14,40,COtBDAOUl,1,yes,1510.9
