sbjID,trialn,word,condition,response,RT
12,1,UJmrkBD,1,no,3663.6
12,2,ckduAbAMO,1,yes,1533.4
12,3,bvuZkbu,0,yes,2133.7
12,4,tRPDOQAr,1,yes,1428.2
12,5,bmbNcYUv,0,yes,1285.3
12,6,UJmrQONk,0,no,2998.8
12,7,MTdYbAMO,0,yes,4309.4
12,8,uQkrdOQAr,0,yes,2423.7
12,9,lBlEbAMO,0,yes,1061.0
12,10,hTDdQONk,1,yes,1237.9
12,11,KRARmcYUv,1,yes,4582.5
12,12,tRPDbdtK,0,yes,4390.7
12,13,lRckAkbu,1,no,1591.3
12,14,JdOAYhEct,1,no,3959.0
12,15,ckduAkuvb,0,no,3334.7
12,16,OkGYcPK,1,no,1318.1
12,17,lRckAhEct,0,yes,2902.6
12,18,hTDdkBD,0,yes,1511.3
12,19,KRARmcPK,0,no,5223.1
12,20,rkYLOQAr,0,no,2117.6
12,21,EtMDMhEct,0,yes,1719.2
12,22,rkYLbdtK,1,yes,2743.2
12,23,JdOAYkbu,0,no,2166.8
12,24,lBlEkuvb,1,yes,1094.9
12,25,bmbNcPK,1,no,4487.1
12,26,uQkrdbdtK,1,no,2518.5
12,27,cdKBYcPK,0,no,1703.3
12,28,EhRmQONk,1,yes,4006.8
12,29,OkGYcYUv,0,no,2246.7
12,30,ckdAmOQAr,1,no,1687.0
12,31,bvuZhEct,1,no,1239.3
12,32,ckdAmbdtK,0,no,2263.0
12,33,aYaNkBD,1,no,1638.8
12,34,EtMDMkbu,1,no,1943.3
12,35,cdKBYcYUv,1,no,4743.4
12,36,amJmkuvb,0,no,7367.2
12,37,EhRmkBD,0,no,2327.0
12,38,amJmbAMO,1,no,4743.3
12,39,MTdYkuvb,1,yes,1287.2
12,40,aYaNQONk,0,no,6039.3
