text.started,progression.started,progression.keys,progression.rt,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19.429936700034887,19.429936700034887,space,6.575275199953467,,,371165,001,2023-03-08_16h06.26.582,PsychoPy Retry,2022.2.5,60.08690972445543,
,,,,26.03198289987631,27.031595799839124,,,,,,,
