key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
space,1.2162447000155225,142594,001,2023-03-27_11h25.22.741,BACS_similarity_exp_Builder,2022.2.5,60.05457758222858,
