sbjID,trialn,word,condition,response,RT
6,1,AlQaQcbm,0,yes,62.51
6,2,UaYLOdOP,1,yes,15.87
6,3,BdtACYht,0,no,0.72
6,4,vQdOtAY,1,yes,8.71
6,5,aLNlkOdOP,1,yes,13.5
6,6,UaYLYZUZ,0,no,9.01
6,7,aYQmuOAO,0,yes,3.68
6,8,AZlLNTmTm,1,yes,14.17
6,9,bAdkYht,0,no,1.09
6,10,kdaAJuOAO,0,yes,8.43
6,11,KdARGrub,1,no,6.27
6,12,bAdkAld,1,yes,7.44
6,13,UaZmaGrub,0,no,6.54
6,14,cBROBTmTm,0,yes,4.57
6,15,aYQmbdtK,1,yes,12.61
6,16,BdtACAld,1,yes,15.33
6,17,KdARtAY,0,no,7.2
6,18,COTKbdtK,0,no,13.13
6,19,UaZmatAY,1,yes,2.71
6,20,RhPmYZUZ,1,no,14.09
6,21,kdaAJbdtK,1,yes,16.71
6,22,NJZlYht,1,yes,11.85
6,23,COTKuOAO,1,yes,13.88
6,24,PEtEGrub,1,no,2.97
6,25,DlDdcbm,1,yes,9.51
6,26,NJZlAld,0,yes,13.02
6,27,RhPmOdOP,0,no,0.73
6,28,EltMBbdtK,0,yes,8.56
6,29,AlQaQTmTm,1,no,7.37
6,30,aLNlkYZUZ,0,yes,12.98
6,31,DlDdTmTm,0,no,1.5
6,32,EltMBuOAO,1,yes,9.07
6,33,YNrAmAld,0,yes,6.26
6,34,cBROBcbm,1,no,2.0
6,35,vQdOGrub,0,yes,22.32
6,36,AZlLNcbm,0,no,16.65
6,37,PEtEtAY,0,yes,0.42
6,38,BlmclOdOP,0,yes,14.37
6,39,YNrAmYht,1,no,0.44
6,40,BlmclYZUZ,1,yes,40.15
