sbjID,trialn,word,condition,response,RT
2,1,rGUAYdPc,1,no,35.12
2,2,LAclAdBC,1,yes,13.97
2,3,MTdYuvJ,1,no,13.04
2,4,vJabkmU,0,yes,15.68
2,5,lKdbcdPc,0,no,2.04
2,6,EMYKvJQ,1,yes,12.04
2,7,JdOAYuvJ,0,no,0.88
2,8,EMYKCdt,0,yes,6.28
2,9,rGUAYkmU,0,no,5.81
2,10,vYLUvJQ,0,yes,5.17
2,11,JdOAYlMck,1,no,8.75
2,12,YOZNdBC,1,yes,3.37
2,13,KDPATRkY,0,yes,8.74
2,14,CmcOCdt,0,no,1.78
2,15,DRPkYdBC,0,yes,8.65
2,16,bGuOTRkY,1,no,9.76
2,17,YOZNuda,0,yes,8.76
2,18,UJmrmZb,0,no,2.9
2,19,NAacQvJQ,0,yes,10.53
2,20,hlctEmZb,1,no,0.82
2,21,chAhuvJ,1,yes,10.65
2,22,bYGOZlMck,1,no,3.18
2,23,vJabdPc,1,yes,9.29
2,24,DRPkYuda,1,no,5.99
2,25,lRckAdPc,0,yes,5.39
2,26,chAhlMck,0,yes,14.05
2,27,lBlEdBC,0,yes,15.46
2,28,hlctETRkY,0,no,6.56
2,29,MTdYlMck,0,yes,2.15
2,30,LAclAuda,0,yes,13.74
2,31,CmcOvJQ,1,no,1.65
2,32,lBlEuda,1,yes,10.8
2,33,UJmrTRkY,1,no,5.44
2,34,lKdbckmU,1,no,14.25
2,35,bYGOZuvJ,0,no,26.45
2,36,vYLUCdt,1,no,11.05
2,37,KDPAmZb,1,yes,0.66
2,38,lRckAkmU,1,yes,14.38
2,39,bGuOmZb,0,yes,12.29
2,40,NAacQCdt,1,no,9.36
