sbjID,trialn,word,condition,response,RT
16,1,bNdmGUbG,0,yes,4510.4
16,2,NAacQDmh,1,no,4394.6
16,3,bRABtKlkD,0,no,2403.6
16,4,OkGYOtM,1,yes,2132.9
16,5,EPERdOJlN,1,yes,1363.7
16,6,NLQGmkBD,1,yes,2342.2
16,7,kDRKcOtM,0,no,3302.5
16,8,TDKhOJlN,1,yes,6068.8
16,9,bRABtvJQ,1,no,1446.4
16,10,CkBOPuUY,1,no,1428.7
16,11,bNdmGOtM,1,yes,1493.5
16,12,RCcEJUNa,1,yes,2166.5
16,13,TDKhDmh,0,yes,3174.0
16,14,ckdAmuUY,1,no,1062.6
16,15,CkBOPkBD,0,yes,1911.1
16,16,muYNOJlN,0,no,1446.5
16,17,aONdBRDh,1,no,1286.5
16,18,ckdAmkBD,0,no,997.3
16,19,bcbMUbG,1,yes,1622.0
16,20,muYNDmh,1,no,3462.9
16,21,bcbMOtM,0,no,2119.2
16,22,NAacQOJlN,0,yes,1078.9
16,23,RCcEBRDh,0,yes,1350.8
16,24,aNYmbKlkD,1,yes,3990.7
16,25,bYGOZBRDh,1,yes,1926.1
16,26,OkGYUbG,0,no,1158.5
16,27,EPERdDmh,0,yes,1159.0
16,28,bYGOZJUNa,0,no,2598.8
16,29,kDRKcUbG,1,yes,1382.9
16,30,LvuOGuUY,0,no,1111.1
16,31,mZUrQKlkD,1,no,854.0
16,32,kKRCvJQ,1,yes,903.2
16,33,LvuOGkBD,1,no,886.5
16,34,NLQGmuUY,0,yes,822.1
16,35,aONdJUNa,0,yes,1350.6
16,36,kcOYBRDh,0,no,1110.9
16,37,aNYmbvJQ,0,yes,1942.7
16,38,kcOYJUNa,1,no,1270.9
16,39,mZUrQvJQ,0,yes,1607.1
16,40,kKRCKlkD,0,yes,2838.8
